"English","French"
"Don't speak with your hands in your pockets.","Ne parle pas en {{c::ayant}} les mains dans les poches."
"Have you {{c::been}} out at all?","Es-tu sorti le moins du monde ?"
"Where's the children's {{c::section}}?","Où se trouve le département enfants ?"
"Tom lit the candle that was on the table.","Tom a allumé la {{c::bougie}} qui était sur la table."
"I have to see him. ""why?""","{{c::«}} je dois le voir. » {{c::«}} pourquoi ? »"
"The pilot made an emergency {{c::landing}} in the desert.","Le pilote a fait un atterrissage d'urgence dans le désert."
"That will cost you a lot of money.","Cela vous {{c::coûtera}} beaucoup d'argent."
"Have you been diagnosed with a heart murmur?","Vous a-t-on {{c::diagnostiqué}} un souffle cardiaque ?"
"This {{c::organization}} cannot exist without you.","Cette organisation ne peut exister sans vous."
"Did you accomplish the task?","As-tu fini les {{c::tâches}} ?"
"Please check all the {{c::items}} on this list.","Veuillez vérifier tous les objets de cette liste."
"He was {{c::educated}} by her grandfather.","Il a été éduqué par son grand-père."
"He received a good education in england.","Il a reçu une bonne {{c::éducation}} en angleterre."
"Never bite the hand that {{c::feeds}} you.","Il ne faut jamais mordre la main qui vous nourrit."
"How long have you known miss smith?","Combien de temps avez-vous connu {{c::mme}} smith ?"
"He must be {{c::severely}} punished.","Il doit être sévèrement puni."
"Like a chook with its head cut off.","Comme une poule dont la tête est {{c::coupée}}."
"I have not been sick for the past ten years.","Je n'ai jamais été malade de ces dix {{c::dernières}} années."
"They greeted each other {{c::warmly}}.","Ils se souhaitèrent chaleureusement la bienvenue."
"Everybody started {{c::waving}} his flag.","Tout le monde commença à agiter son drapeau."
"Everyone started {{c::waving}} their flags.","Tout le monde commença à agiter son drapeau."
"That child grew a lot in a short {{c::amount}} of time.","Cet enfant a beaucoup grandi en peu de temps."
"You'll find the letter under these {{c::papers}}.","Vous trouverez la lettre sous ces papiers."
"I hate long {{c::flights}}.","J'ai les longs vols en horreur."
"Is {{c::mrs}}. smith an english teacher?","Est-ce que madame smith est professeur d'anglais ?"
"Is mrs. smith an english teacher?","Est-ce que {{c::madame}} smith est professeur d'anglais ?"
"Humans are not rational {{c::creatures}}.","Les êtres humains ne sont pas des créatures rationnelles."
"Speed is a relationship between two {{c::objects}}.","La vitesse est une relation entre deux objets."
"Almost all the leaves fell off the tree.","Presque toutes les feuilles sont {{c::tombées}} de l'arbre."
"Dolphins and {{c::whales}} are not fish.","Les dauphins et les baleines ne sont pas des poissons."
"He seldom, if ever, reads a book.","Il lit rarement, {{c::sinon}} jamais."
