"English","French"
"I'll see you in the morning.","À demain {{1::matin}} !"
"I made a couple {{1::calls}}.","Je passai quelques appels."
"I knew tom wouldn't come.","Je savais que tom ne {{1::viendrait}} pas."
"I go to school {{1::every}} day.","Je vais quotidiennement à l'école."
"I go to school {{1::daily}}.","Je vais quotidiennement à l'école."
"I never do any exercise.","Je ne fais jamais {{1::d'exercice}}."
"I never wanted this.","Je ne l'ai jamais {{1::voulu}}."
"I {{1::sort}} of understand.","Je comprends à peu près."
"What do they need?","De quoi {{1::ont-ils}} besoin ?"
"I let you down.","Je t'ai {{1::laissée}} tomber."
"You shouldn't have.","Tu {{1::n'aurais}} pas dû."
"I don't go in for that {{1::sort}} of thing.","Je déteste ce genre de chose."
"I don't hear any {{1::voices}}.","Je n'entends aucune voix."
"He {{1::stood}} up.","Il se dressa."
"You're {{1::breaking}} the law.","Vous enfreignez la loi."
"He {{1::drowned}}.","Il se noya."
"Thanks, {{1::though}}. i appreciate it.","Merci, cependant. je l'apprécie."
"Thanks, though. i appreciate it.","Merci, {{1::cependant}}. je l'apprécie."
"Tom doesn't eat {{1::eggs}}.","Tom ne mange pas d'œufs."
"Tom doesn't eat eggs.","Tom ne mange pas {{1::d'œufs}}."
"He's so {{1::dull}}!","Il est si ennuyeux !"
"I am tired of listening to tom.","Je suis fatigué {{1::d'écouter}} tom."
"Do you think i don't want to?","Tu {{1::penses}} que je ne veux pas ?"
"I don't want to handle it.","Je ne veux pas m'en {{1::charger}}."
"Tom doesn't eat {{1::properly}}.","Tom ne mange pas proprement."
"I can't love mary.","Je ne peux pas {{1::aimer}} mary."
"I've finally found you.","Je t'ai enfin {{1::trouvée}}."
"I'm {{1::shorter}} than you.","Je suis plus petit que vous."
"I am {{1::shorter}} than you.","Je suis plus petit que vous."
"I would like to study arabic.","Je voudrais étudier {{1::l'arabe}}."
"I think you're {{1::nuts}}.","Je pense que t'es dingue."
"I've never met her.","Je ne l'ai jamais {{1::rencontrée}}."
"He's so pale.","Il est si {{1::pâle}}."
"I {{1::searched}} all over for you.","Je t'ai cherché partout."
"She has got a lot of weak {{1::points}}.","Elle a beaucoup de faiblesses."
"I don't want you to stay.","Je ne veux pas que tu {{1::restes}}."
"I never asked for it.","Je ne l'ai jamais {{1::requis}}."
"I've never cheated on her.","Je ne l'ai jamais {{1::trompée}}."
"I never saw him again.","Je ne l'ai jamais {{1::revu}}."
"He {{1::respects}} you.","Il te respecte."
"He's so {{1::arrogant}}!","Il est si arrogant !"
"He's so arrogant!","Il est si {{1::arrogant}} !"
"Do you smell smoke?","Vous {{1::sentez}} la fumée ?"
"You smell like smoke.","Vous {{1::sentez}} la fumée."
"I forget to telephone him.","{{1::j'oublie}} de lui téléphoner."
"I forgot to call him.","{{1::j'oublie}} de lui téléphoner."
"He has friends.","Il a des {{1::amis}}."
"I've never {{1::considered}} it.","Je ne l'ai jamais envisagé."
"Tom wouldn't understand.","Tom ne {{1::voudrait}} pas comprendre."
"This is a {{1::desk}}.","C'est un bureau."
"I've never {{1::considered}} it.","Je ne l'ai jamais envisagée."
"Don't let tom escape.","Ne laisse pas tom {{1::s'échapper}}."
"Notice that.","Prends {{1::note}} de cela."
"I'm responsible for tom's {{1::safety}}.","Je suis responsable de la sécurité de tom."
"Please bring it back tomorrow.","Merci de le {{1::ramener}} demain."
"Please bring him back tomorrow.","Merci de le {{1::ramener}} demain."
"I don't normally do that.","Je ne fais pas cela, {{1::normalement}}."
"I gave you fair {{1::warning}}.","Je t'ai suffisamment averti."
"I don't know {{1::whether}} he will come or not.","Je ne sais pas s'il viendra."
"I don't know {{1::whether}} he'll come.","Je ne sais pas s'il viendra."
"I prefer to study in the afternoon.","Je préfère étudier {{1::l'après-midi}}."
"I gave you fair {{1::warning}}.","Je t'ai suffisamment avertie."
"I wanted to bring you these.","Je voulais vous {{1::apporter}} ça."
"I know where he {{1::lives}}.","Je sais où il vit."
"Are you going or not?","Tu {{1::iras}} ou pas ?"
"Tom has no wish to study.","Tom ne {{1::désire}} pas étudier."
"I'm an old man.","Je suis un {{1::vieil}} homme."
"Much caution does no harm.","Plus de {{1::prudence}} ne nuit pas."
"We'll follow {{1::suit}}.","Nous allons emboîter le pas."
"I would complain.","Je voudrais porter {{1::plainte}}."
"I don't like {{1::cops}}.","J'aime pas les flics."
"I don't like cops.","J'aime pas les {{1::flics}}."
"Tom found the problem.","Tom {{1::trouva}} le problème."
"Tom didn't seem serious.","Tom ne {{1::semblait}} pas sérieux."
"Don't you want help with that?","Tu ne veux pas {{1::d'aide}} ?"
"I don't want to {{1::visit}} australia.","Je ne veux pas visiter l'australie."
"I don't want to visit australia.","Je ne veux pas visiter {{1::l'australie}}."
"I needed help.","Il me {{1::fallut}} de l'aide."
"He is on the {{1::internet}}.","Il est sur internet."
"He is on the internet.","Il est sur {{1::internet}}."
"I am {{1::shorter}} than you.","Je suis plus petite que vous."
"Let's talk about your {{1::childhood}}.","Parlons de votre enfance."
"Let's talk about your childhood.","Parlons de votre {{1::enfance}}."
"What did they say to you?","Que vous {{1::ont-elles}} dit ?"
"{{1::frankly}}, i don't care.","Franchement, je m'en fiche."
"Frankly, i don't care.","{{1::franchement}}, je m'en fiche."
"I {{1::honestly}} don't care.","Franchement, je m'en fiche."
"I'd like to {{1::visit}} australia.","Je voudrais visiter l'australie."
"I'd like to visit australia.","Je voudrais visiter {{1::l'australie}}."
"I'm looking forward to that.","Je m'en réjouis {{1::d'avance}}."
"Not one friend came.","Pas un ami ne {{1::vint}}."
"What would you like to talk about?","De quoi {{1::aimerais-tu}} parler ?"
"He {{1::ordered}} me to stand up.","Il m'ordonna de me lever."
"I know what you were {{1::hoping}} for.","Je sais ce que vous espériez."
"What are we going to talk about?","De quoi {{1::allons-nous}} parler ?"
"I tried to save you.","J'ai {{1::tenté}} de vous sauver."
"We have a lot of time.","Nous {{1::disposons}} de beaucoup de temps."
"We've got plenty of time.","Nous {{1::disposons}} de beaucoup de temps."
"I can't stay for long.","Je ne peux pas rester {{1::longtemps}}."
"I'm going to fix some dinner.","Je vais {{1::préparer}} à déjeuner."
