"English","French"
"That is not {{c::altogether}} false.","Ça ce n'est pas entièrement faux."
"What exactly are we paying for?","Que sommes-nous {{c::censés}} payer ?"
"He walked along the {{c::shore}}.","Il marcha le long du rivage."
"Spanish is spoken in many {{c::countries}}.","L'espagnol est parlé dans beaucoup de pays."
"This sentence has no {{c::authors}}.","Cette phrase n'a pas d'auteur."
"The {{c::majority}} of those men worked in the mine.","La plupart de ces hommes travaillaient à la mine."
"He leaned on the {{c::counter}}.","Il s'est appuyé sur le comptoir."
"Hope is born from the apprehension of tomorrow.","L'espoir est né de la {{c::crainte}} du lendemain."
"He cares a lot about his {{c::reputation}}.","Il se préoccupe beaucoup de sa réputation."
"Today is {{c::september}} first.","Aujourd'hui c'est le premier septembre."
"Today is september first.","Aujourd'hui c'est le premier {{c::septembre}}."
"Today is september 1st.","Aujourd'hui c'est le premier {{c::septembre}}."
"That {{c::thou}} art.","Cela, c'est toi !"
"My opinion is a little different from yours.","Mon opinion est {{c::légèrement}} différente de la vôtre."
"As often as not, i lay awake all night.","Je fais souvent des nuits {{c::blanches}}."
"I often stay up all night.","Je fais souvent des nuits {{c::blanches}}."
"Don't bring too much {{c::clothing}} when you travel.","N'apportez pas trop de vêtements quand vous voyagez."
"I'm well aware of the {{c::dangers}}.","Je suis bien au fait des dangers."
"She {{c::especially}} likes music.","Elle aime particulièrement la musique."
"He's {{c::leading}} you up the garden path.","Il te mène en bateau."
"Don't forget to put a stamp on the letter.","N'oublie pas de mettre un {{c::timbre}} sur la lettre."
"She likes stories.","Elle aime les {{c::histoires}}."
"Job security is a {{c::priority}} over wages.","La sécurité de l'emploi est prioritaire sur le salaire."
"My hobby is collecting old {{c::coins}}.","Mon passe-temps est la collection de pièces anciennes."
"My hobby is collecting old coins.","Mon passe-temps est la collection de pièces {{c::anciennes}}."
"I never saw so big a whale.","Je n'ai jamais vu de {{c::baleine}} aussi grande."
"Honesty is the primary reason for his success.","{{c::l'honnêteté}} est la raison première de son succès."
"I just got bitten by a {{c::mosquito}}.","Je viens de me faire mordre par un moustique."
"He tried to awake people from their {{c::ignorance}}.","Il essaya de sortir les gens de leur ignorance."
"He tried to awake people from their ignorance.","Il essaya de sortir les gens de leur {{c::ignorance}}."
"I know tom and mary used to be friends.","Je sais que tom et mary {{c::étaient}} amis."
"The sidewalk was covered with fallen leaves.","Le {{c::trottoir}} était couvert de feuilles mortes."
"How many classes do you have on monday?","Combien {{c::d'heures}} de cours as-tu le lundi ?"
"Where is it {{c::hidden}}?","Où est-ce que c'est caché ?"
"Do you like {{c::pears}}?","Est-ce que tu aimes les poires ?"
"It never {{c::occurred}} to me that he loved me.","Je n'ai jamais pensé qu'il m'aimait."
"The spanish flag is red and yellow.","Le drapeau de {{c::l'espagne}} est rouge et jaune."
"{{c::deposit}} your money in the bank.","Dépose ton argent à la banque."
"They lifted her above their {{c::heads}}.","Ils la soulevèrent au-dessus de leurs têtes."
"Everyone at the party was {{c::named}} tom.","Tout le monde lors de la fête s'appelait tom."
"He {{c::presented}} her with a doll.","Il lui a offert une poupée."
"He's an expert at throwing knives.","C'est un expert du {{c::lancer}} de couteaux."
"He couldn't {{c::adapt}} to new circumstances.","Il n'a pas pu s'adapter à de nouvelles circonstances."
"It happened in a {{c::flash}}.","C'est arrivé en un éclair."
"He is in excellent {{c::physical}} condition.","Il est en excellente condition physique."
"I had an {{c::intense}} pain in the head.","J'ai eu d'intenses maux de tête."
"The criminal didn't let the {{c::hostages}} go.","Le criminel ne laissait pas partir les otages."
"The park is {{c::located}} in the center of the city.","Le parc est situé au centre-ville."
"The park is located in the center of the city.","Le parc est {{c::situé}} au centre-ville."
"We are going to have to {{c::reserve}} them.","Il va falloir que nous les réservions."
"You're stronger than me.","Vous êtes plus {{c::fortes}} que moi."
"It is prohibited to smoke on the whole {{c::site}}.","Il est interdit de fumer sur tout le site."
"Do you like this {{c::backpack}}?","Aimez-vous ce sac à dos?"
"The dogs are not supposed to sleep in the house.","Les chiens ne {{c::doivent}} pas dormir à la maison."
"So far, i'm the only one who's done that.","{{c::jusqu'à}} maintenant, je suis le seul à faire ça."
"Let's go sit in the shade.","Allons nous asseoir à {{c::l'ombre}}."
"The calendar is hanging on the wall.","Le calendrier est {{c::accroché}} au mur."
"They won't be needing that.","Ils n'en {{c::auront}} pas besoin."
"They climbed to the top of a {{c::cliff}}.","Ils escaladèrent jusqu'en haut de la falaise."
"There are many ships in the harbor.","Il y a beaucoup de {{c::bateaux}} dans le port."
"I need cigarettes.","Il me faut des {{c::cigarettes}}."
"This report leaves much to be {{c::desired}}.","Ce rapport laisse à désirer."
"He seized me by the neck.","Il m'a pris par le {{c::cou}}."
