"English","French"
"Isn't that {{c::childish}}?","N'est-ce pas puéril ?"
"I'm stuck here.","Je suis {{c::coincée}} ici."
"I'll {{c::treat}} you to dinner.","Je vous inviterai à dîner."
"I'll be back {{c::shortly}}.","Je serai bientôt de retour."
"Don't you know {{c::how}}?","Ne sais-tu pas comment ?"
"I'm starting to like you.","Je commence à vous {{c::apprécier}}."
"Don't you know {{c::how}}?","Ne savez-vous pas comment ?"
"{{c::she's}} good.","Elle est bonne."
"She's good.","Elle est {{c::bonne}}."
"You eat food.","Vous {{c::mangez}} de la nourriture."
"Do you want me to teach you?","Voulez-vous que je vous {{c::enseigne}} ?"
"I don't speak {{c::swedish}}.","Je ne parle pas le suédois."
"I don't speak swedish.","Je ne parle pas le {{c::suédois}}."
"I {{c::wonder}} why.","Je me demande pourquoi."
"Aren't you happy?","{{c::n'êtes-vous}} pas heureux ?"
"Do you want a ride?","Voulez-vous que je vous {{c::véhicule}} ?"
"I could not have {{c::known}} that.","Je ne pouvais pas le savoir."
"I'll see you at the {{c::airport}}.","Je vous verrai à l'aéroport."
"I can smell {{c::biscuits}}.","Je sens l'odeur de biscuits."
"I can smell biscuits.","Je sens {{c::l'odeur}} de biscuits."
"I {{c::thought}} it was tom.","Je pensais que c'était tom."
"{{c::whose}} turn is it next?","À qui le tour ?"
"Whose turn is it next?","À qui le {{c::tour}} ?"
"Whose turn is it?","À qui le {{c::tour}} ?"
"Who is {{c::next}}?","À qui le tour ?"
"Who is next?","À qui le {{c::tour}} ?"
"I'm your boss.","Je suis ton {{c::chef}}."
"Oh, i'm {{c::terribly}} sorry.","Je suis vraiment désolé."
"Stop {{c::showing}} off!","Arrêtez de vous la péter !"
"That was tom's {{c::cousin}}.","C'était le cousin de tom."
"That was tom's cousin.","C'était le {{c::cousin}} de tom."
"I know lots of {{c::songs}}.","Je connais de nombreuses chansons."
"I know lots of songs.","Je connais de nombreuses {{c::chansons}}."
"I eat a lot of {{c::carrots}}.","Je mange plein de carottes."
"I eat a lot of carrots.","Je mange plein de {{c::carottes}}."
"How much time do i have?","J'ai {{c::combien}} de temps ?"
"You come from {{c::sweden}}.","Vous venez de la suède."
"You come from sweden.","Vous venez de la {{c::suède}}."
"I am in the {{c::garden}}.","Je suis dans le jardin."
"I am in the garden.","Je suis dans le {{c::jardin}}."
"I'm in the {{c::garden}}.","Je suis dans le jardin."
"I'm in the garden.","Je suis dans le {{c::jardin}}."
"I don't know the way.","Je ne connais pas le {{c::chemin}}."
"I can't find the bread.","Je ne trouve pas le {{c::pain}}."
"You're not thinking {{c::straight}}.","Tu penses de travers."
"You're not thinking straight.","Tu penses de {{c::travers}}."
"I'm your {{c::partner}}.","Je suis ton partenaire."
"I don't work on {{c::mondays}}.","Le lundi je ne travaille pas."
"Are you waiting for us?","Vous nous {{c::attendez}} ?"
