"English","French"
"I prefer giving gifts to {{c::receiving}} them.","Je préfère donner des cadeaux que de les recevoir."
"I like stories.","J'aime les {{c::histoires}}."
"Mennad is in {{c::cairo}}.","Mennad est au caire."
"Mennad is in cairo.","Mennad est au {{c::caire}}."
"She has her eyes closed.","Elle a les yeux {{c::fermés}}."
"It was nice of you to offer.","C'est gentil de me l'avoir {{c::proposé}}."
"I like {{c::cities}}.","J'aime les villes."
"She {{c::lowered}} her eyes.","Elle a baissé les yeux."
"I got my ears {{c::pierced}}.","Je me suis fait percer les oreilles."
"Don't let this chance slip by.","Ne laisse pas passer cette {{c::opportunité}}."
"I got injured doing that.","Je me suis blessé en {{c::faisant}} ça."
"We don't know what the next day will bring.","Nous ne savons pas de quoi le {{c::lendemain}} est fait."
"Let's not stay here long.","Ne {{c::restons}} pas ici trop longtemps."
"We've {{c::discussed}} this.","Nous en avons discuté."
"We've discussed this.","Nous en avons {{c::discuté}}."
"The {{c::germans}} are starting to have doubts about europe.","Les allemands commencent à douter de l'europe."
"He lives in cairo.","Il habite au {{c::caire}}."
"He lives in {{c::morocco}}.","Il habite au maroc."
"The police were able to {{c::verify}} tom's alibi.","La police a pu vérifier l'alibi de tom."
"He {{c::treats}} me as a child.","Il me traite en enfant."
"He {{c::treats}} me like a child.","Il me traite en enfant."
"I advised my {{c::pupils}} not to smoke.","J'ai conseillé à mes élèves de ne pas fumer."
"I like cake.","J'aime les {{c::gâteaux}}."
"The society was {{c::founded}} in 1990.","La société a été fondée en 1990."
"The society was founded in 1990.","La société a été {{c::fondée}} en 1990."
"But i don't really {{c::profit}} from it.","Mais je n'en tire pas vraiment profit."
"The {{c::troops}} had plenty of arms.","Les troupes avaient beaucoup de bras."
"I love trips.","J'aime les {{c::voyages}}."
"I like trips.","J'aime les {{c::voyages}}."
"I'm glad you {{c::reminded}} me.","Je suis content que vous me l'ayez rappelé."
"I'm capable of making my own {{c::decisions}}.","Je suis capable de faire mes propres choix."
"This is a recipe for {{c::disaster}}.","C'est la recette du désastre."
"This news is {{c::official}}.","Cette nouvelle est officielle."
"I like {{c::butterflies}}.","J'aime les papillons."
"I like butterflies.","J'aime les {{c::papillons}}."
"I have a sweet-tooth.","J'aime les {{c::bonbons}}."
"I like sweets.","J'aime les {{c::bonbons}}."
"I got injured doing that.","Je me suis blessée en {{c::faisant}} ça."
"There is no {{c::electricity}} in the room.","Il n'y a pas d'électricité dans la chambre."
"We have medicine for you.","Nous avons un {{c::médicament}} pour vous."
"I have some errands to run.","J'ai quelques {{c::emplettes}} à faire."
"There's a secret {{c::passage}}.","Il y a un passage secret."
"There's a secret passage.","Il y a un {{c::passage}} secret."
"I love {{c::turtles}}.","J'aime les tortues."
"I like {{c::mushrooms}}.","J'aime les champignons."
"It's bad luck to say that.","Ça porte {{c::malheur}} de dire ça."
"I like the {{c::dresses}}.","J'aime les robes."
"I love {{c::kittens}}!","J'aime les chatons !"
"When do the christmas holidays begin?","Quand {{c::commencent}} les vacances de noël ?"
"She has short hair.","Elle a les cheveux {{c::courts}}."
"Peace to his {{c::ashes}}!","Paix à ses cendres !"
"Peace to his ashes!","Paix à ses {{c::cendres}} !"
"I need a few more days.","Il me faut {{c::quelques}} jours de plus."
"That's what {{c::interests}} me.","C'est ce qui m'intéresse."
"Do you have a {{c::condom}}?","Est-ce que tu as un préservatif ?"
"I don't want to live by your rules.","Je ne veux pas vivre {{c::selon}} tes règles."
"I know what you {{c::could've}} done.","Je sais ce que tu aurais pu faire."
"It was something i didn't expect.","C'était quelque chose {{c::auquel}} je ne m'attendais pas."
"The {{c::pupils}} burst out laughing.","Les élèves ont éclaté de rire."
"Tom has no insurance.","Tom ne possède aucune {{c::assurance}}."
"I had two {{c::copies}} of the book.","J'avais deux copies de ce livre."
"What is the number of {{c::countries}} in europe?","Quel est le nombre de pays en europe ?"
"I saw tom's reaction in the mirror.","J'ai vu la {{c::réaction}} de tom dans le miroir."
"The leaves have changed {{c::colors}}.","Les feuilles ont changé de couleurs."
"The leaves have changed {{c::colours}}.","Les feuilles ont changé de couleurs."
"It's not {{c::higher}} math.","Il faut pas sortir de polytechnique pour le comprendre."
"She talked to the {{c::chairperson}}.","Elle a parlé avec la présidente."
"Algerians want freedom.","Les {{c::algériens}} veulent la liberté."
"{{c::muslims}} watch tv.","Les musulmans regardent la télévision."
"I stuck to my {{c::principles}}.","Je suis resté fidèle à mes principes."
"I stuck to my principles.","Je suis resté fidèle à mes {{c::principes}}."
"It was handcrafted.","On {{c::l'avait}} fait à la main."
"The kids are asleep.","Les enfants {{c::dorment}}."
"He is {{c::merely}} a child.","C'est seulement un enfant."
"I want to look like her.","Je veux avoir le même {{c::air}} qu'elle."
"He showed a lot of {{c::skill}}.","Il a montré beaucoup d'habileté."
"He didn't reveal his secret.","Il n'a pas {{c::révélé}} son secret."
"They arrived at the hotel.","Elles {{c::arrivèrent}} à l'hôtel."
"He entered the hall of {{c::fame}}.","Il entra au panthéon."
"You deserve a {{c::medal}}.","Tu mérites une médaille."
"We're different.","Nous sommes {{c::différentes}}."
"I don't like your taste in colors.","Je n'aime pas tes {{c::goûts}} en matière de couleurs."
"I've got real feelings for you.","J'ai de {{c::vrais}} sentiments à votre égard."
"This is a happy occasion.","C'est un heureux {{c::événement}}."
"Beer {{c::bottles}} are made of glass.","Les bouteilles de bière sont faites de verre."
"Beer bottles are made of glass.","Les {{c::bouteilles}} de bière sont faites de verre."
"Listen carefully to what i am going to tell you.","Écoutez {{c::soigneusement}} ce que je vais vous dire."
"A rabbit has long ears.","Les {{c::lapins}} ont de grandes oreilles."
"I don't like your taste in colors.","Je n'aime pas vos {{c::goûts}} en matière de couleurs."
"This table isn't {{c::steady}}.","Cette table est bancale."
"He {{c::greeted}} his parents.","Il a salué ses parents."
"You'll have to ask tom that.","Tu {{c::devras}} demander cela à tom."
"We are human.","Nous sommes {{c::humains}}."
"We still have to look for the {{c::hook}}.","Il nous reste à chercher l'hameçon."
"Tom is now a {{c::businessman}}.","Tom est maintenant homme d'affaire."
"The magazine is aimed at {{c::teenagers}}.","Le magazine est à destination des adolescents."
"The magazine is aimed at teenagers.","Le magazine est à destination des {{c::adolescents}}."
"The first {{c::blow}} is half the battle.","La première frappe, c'est la moitié de la bataille."
"Her {{c::behaviour}} is strange.","Son comportement est étrange."
"{{c::louder}}.","Plus fort."
