"English","French"
"The {{c::p}}lay begins at 2 {{c::p}}.m.","La pièce commence à 14 h."
"What was the cause of the {{c::explosion}}?","Quelle était la cause de l'explosion ?"
"What was the cause of the explosion?","Quelle était la cause de {{c::l'explosion}} ?"
"What was the cause of the {{c::explosion}}?","Quelle était la cause de l'explosion ?"
"What was the cause of the explosion?","Quelle était la cause de {{c::l'explosion}} ?"
"I took tom to the hospital.","J'ai {{c::emmené}} tom à l'hôpital."
"I'll {{c::boil}} you the beans.","Je te ferai ta tambouille."
"It happened in rome.","C'est arrivé à {{c::rome}}."
"Tom didn't swim today.","Tom n'a pas {{c::nagé}} aujourd'hui."
"What does this machine do?","Que fait cette {{c::machine}} ?"
"I'm going to my grandmother's.","Je vais chez ma {{c::grand-mère}}."
"I'll look into it right away.","Je vais {{c::examiner}} ça tout de suite."
"Air is {{c::indispensable}} to life.","L'air est indispensable à la vie."
"Tom has a long neck.","Tom a un long {{c::cou}}."
"Is that a bear?","Est-ce que c'est un {{c::ours}} ?"
"My house is your house.","Ma {{c::demeure}} est la vôtre."
"Please send me a picture of yourself.","Veuillez {{c::m'envoyer}} une photo de vous."
"Where's the information desk?","Où est le bureau {{c::d'information}} ?"
"Where was the {{c::princess}}?","Où était la princesse ?"
"Where was the princess?","Où était la {{c::princesse}} ?"
"Reason is not a {{c::disease}}.","La raison n'est pas une maladie."
"Reason is not a disease.","La raison n'est pas une {{c::maladie}}."
"I took part in the {{c::contest}}.","Je pris part au concours."
"I didn't want to {{c::postpone}} our meeting.","Je ne voulais pas repousser notre réunion."
"This town is {{c::increasing}} in population.","La population de cette ville augmente."
"Tom is worried about his {{c::children's}} health.","Tom s’inquiète de la santé de ses enfants."
"The {{c::investigation}} is under way.","L'enquête est en cours."
"Reading is my {{c::passion}}.","La lecture est ma passion."
"Reading is my passion.","La lecture est ma {{c::passion}}."
"The apartment is in {{c::flames}}.","L'appartement est en feu."
"The population of this city is on the {{c::increase}}.","La population de cette ville croît."
"You {{c::blew}} it, tom.","Tu as foiré, tom."
"The hotel is on the coast.","L'hôtel est sur la {{c::côte}}."
"My neighbor's dog barks.","Le chien de ma voisine {{c::aboie}}."
"When i'm with you, i'm happy.","{{c::lorsque}} je suis avec vous, je suis heureuse."
"What exactly is {{c::consciousness}}?","Qu'est-ce que la conscience précisément ?"
"He came out on top.","Il {{c::finit}} en tête."
"It kept me from reading.","Ça m'a {{c::empêché}} de lire."
"I bought it last week.","Je l'ai acheté la semaine {{c::passée}}."
"Would you like me to {{c::massage}} your chest?","Voudrais-tu que je te masse le torse ?"
"Why do you want that anyway?","Pourquoi le veux-tu, de toutes {{c::façons}} ?"
"The bar was {{c::packed}}.","Le bar était plein de gens."
"The bar was packed.","Le {{c::bar}} était plein de gens."
"Why do you want that anyway?","Pourquoi le voulez-vous, de toutes {{c::façons}} ?"
"Do you have a nickname?","Avez-vous un {{c::surnom}} ?"
"Tom has a home {{c::theater}}.","Tom a un home cinéma."
"It's one of our rules.","C'est {{c::l'une}} de nos règles."
"I was just on my way to see you.","Je {{c::venais}} justement te voir."
"I'm not lighting their candles.","Je ne vais pas {{c::allumer}} leurs bougies."
"Do you have an {{c::interpreter}}?","Avez-vous un interprète ?"
"I've just made up the {{c::term}}.","Je viens juste d'inventer le vocable."
"{{c::bush}} is not an idiot.","Bush n'est pas un idiot."
"I am going to get that {{c::sucker}}.","Je vais chercher cette ventouse."
"Have you got a {{c::lighter}}?","Avez-vous un briquet ?"
"Do you have a {{c::lighter}}?","Avez-vous un briquet ?"
"He lives in england.","Il vit en {{c::angleterre}}."
"Tom works in advertising.","Tom travaille dans la {{c::publicité}}."
"I am algerian and proud of it.","Je suis algérien et fier de {{c::l'être}}."
"That's a really {{c::shallow}} thing to say.","Ça manque vraiment de profondeur."
"He {{c::dedicated}} himself to research.","Il s'est consacré à la recherche."
"I stepped {{c::backwards}}.","J'ai fait un pas en arrière."
"I stepped backwards.","J'ai fait un pas en {{c::arrière}}."
"I guess i've been better.","Je suppose que je me suis mieux {{c::porté}}."
"Truth has {{c::wings}}.","La vérité a des ailes."
"Truth has wings.","La vérité a des {{c::ailes}}."
"Tom has an american accent.","Tom a un {{c::accent}} américain."
"Tom has an incredible {{c::vocabulary}}.","Tom a un incroyable vocabulaire."
"I think we have enough.","Je pense que {{c::l'on}} en a assez."
"Even you couldn't answer.","Même vous ne {{c::pourriez}} pas répondre."
"Which is the correct file?","Quel est le bon {{c::fichier}} ?"
"What is critical thinking?","Qu'est-ce que la {{c::pensée}} critique ?"
"I study chinese in {{c::beijing}}.","J'étudie le mandarin, à pékin."
"I never told you to quit.","Je ne t'ai jamais dit {{c::d'abandonner}}."
"{{c::george}} hit him in the stomach.","George le frappa à l'estomac."
"George hit him in the stomach.","{{c::george}} le frappa à l'estomac."
"I hope i did not {{c::mix}} anything up.","J'espère que je n'ai rien mélangé."
"Tom {{c::planted}} an apple tree.","Tom a planté un pommier."
"He has a good {{c::reputation}}.","Il a une bonne réputation."
"He has a good reputation.","Il a une bonne {{c::réputation}}."
