"English","French"
"Don't be like her.","Ne {{1::sois}} pas comme elle."
"Whatever will be, will be.","Advienne que {{1::pourra}}."
"He's a private {{1::dick}}.","Il est détective privé."
"Tom {{1::knocked}} again.","Tom frappa à nouveau."
"You {{1::needn't}} have come.","Vous n'aviez pas besoin de venir."
"You won't find it in there.","Tu ne le {{1::trouveras}} pas là-dedans."
"Tom {{1::says}} a lot of things.","Tom dit beaucoup de choses."
"I have the {{1::keys}}.","J'ai les clés."
"I have the keys.","J'ai les {{1::clés}}."
"I'd like you to meet him.","J'aimerais que tu le {{1::rencontres}}."
"He passed away the day before yesterday.","Il est décédé {{1::avant-hier}}."
"That one's got some {{1::guts}}!","Il est gonflé, celui-là !"
"Life is a mystery.","La vie est un {{1::mystère}}."
"{{1::you've}} done it!","Vous l'avez fait !"
"You won't be able to prove it.","Tu ne {{1::pourras}} pas le prouver."
"He's incredibly talented.","Il est incroyablement {{1::talentueux}}."
"They were afraid of you.","Ils {{1::avaient}} peur de vous."
"Can i have a {{1::hug}}?","Je peux avoir un câlin ?"
"Can i have a hug?","Je peux avoir un {{1::câlin}} ?"
"It's {{1::wednesday}}.","On est mercredi."
"It's wednesday.","On est {{1::mercredi}}."
"Tom is the main {{1::character}}.","Tom est le personnage principal."
"He got across the river.","Il a passé la {{1::rivière}}."
"It's {{1::tuesday}}.","On est mardi."
"It's tuesday.","On est {{1::mardi}}."
"I needed money.","Il m'a {{1::fallu}} de l'argent."
"I {{1::excused}} myself for a minute.","Je m'excusai pour une minute."
"She doesn't get outdoors much.","Elle ne {{1::sort}} pas beaucoup."
"His heart is broken.","Il a le cœur {{1::brisé}}."
"I thank you for your {{1::existence}}.","Je te remercie de ton existence."
"We're sunk.","On est {{1::foutu}}."
"I went to {{1::sweden}}.","Je suis allé en suède."
"I went to sweden.","Je suis allé en {{1::suède}}."
"I have been to india.","Je suis allé en {{1::inde}}."
"We are {{1::cousins}}.","On est cousins."
"We're {{1::cousins}}.","On est cousins."
"It's a waste of time.","C'est une {{1::perte}} de temps."
"This is a waste of my time.","C'est une {{1::perte}} de temps."
"I am of two {{1::minds}} about which to choose.","Je n'arrive pas à en choisir un."
"I don't know the {{1::origin}} of the rumor.","Je ne connais pas l'origine de la rumeur."
"Tom has no {{1::common}} sense.","Tom n'a pas de bon sens."
"I am weak in {{1::mathematics}}.","Je suis mauvais en mathématiques."
"I am weak in mathematics.","Je suis mauvais en {{1::mathématiques}}."
"We're {{1::screwed}}.","On est baisé."
"He {{1::walks}} a great deal.","Il marche beaucoup."
"I'm worried about the test {{1::result}}.","Je m'inquiète des résultats de l'examen."
"I can't fix the seat.","Je ne peux pas réparer le {{1::siège}}."
"I want to hear from him.","Je veux avoir de ses {{1::nouvelles}}."
"I want a soft {{1::pillow}}.","Je veux un oreiller moelleux."
"I can't {{1::possibly}} allow that.","Je ne peux absolument pas le permettre."
"Tom wasn't a suspect.","Tom n'était pas un {{1::suspect}}."
"I don't need more information.","Je n'ai pas besoin de plus {{1::d'informations}}."
"I want a soft {{1::pillow}}.","Je veux un coussin moelleux."
"I'm proud of you guys.","Je suis fier de vous, les {{1::gars}}."
"I nailed it.","C'est dans la {{1::poche}} !"
"He found out the secret.","Il a {{1::découvert}} le secret."
"Don't talk {{1::during}} class.","Ne parlez pas en cours !"
"I am poor at drawing.","Je suis mauvais en {{1::dessin}}."
"I'm not good at drawing.","Je suis mauvais en {{1::dessin}}."
"I'm poor at drawing.","Je suis mauvais en {{1::dessin}}."
"You don't understand the {{1::procedure}}.","Tu ne comprends pas la procédure."
"I {{1::build}} houses out of stone.","Je construis des maisons de pierre."
"I'll stick around.","Je resterai dans les {{1::environs}}."
"{{1::we}} don't have that.","On n'a pas ça."
"I do not have what you are asking for.","Je n'ai pas ce que tu {{1::demandes}}."
"It's from the {{1::bible}}.","C'est dans la bible."
"It's from the bible.","C'est dans la {{1::bible}}."
"Tom used to live in boston.","Tom {{1::habitait}} à boston."
"He used the dictionary.","Il a {{1::utilisé}} le dictionnaire."
"My life {{1::sucks}}.","J'ai une vie de merde."
"I'm painting {{1::easter}} eggs.","Je décore des œufs de pâques."
"I'd like the bill, please.","J'aimerais {{1::l'addition}}, je vous prie."
"He lost face.","Il a perdu la {{1::face}}."
"Love is like {{1::oxygen}}.","L'amour est comme de l'oxygène."
"I'll leave this with you.","Je vous laisserai vous en {{1::débrouiller}}."
"What happened to tom?","{{1::qu'est-il}} arrivé à tom ?"
"I take back what i said.","Je {{1::retire}} ce que j'ai dit."
"He is past {{1::forty}}.","Il a passé la quarantaine."
"Tom began working.","Tom {{1::commença}} à travailler."
"It's raining {{1::heavily}}.","Il pleut beaucoup."
"He lost his {{1::memory}}.","Il a perdu la mémoire."
"He lost his memory.","Il a perdu la {{1::mémoire}}."
"That's the {{1::biggest}}.","C'est le plus gros."
"{{1::fill}} this out, please.","Remplissez ceci, je vous prie !"
"Fill this out, please.","{{1::remplissez}} ceci, je vous prie !"
"I'm a lousy cook.","Je suis {{1::nul}} en cuisine."
"I want you to know that.","Je veux que vous {{1::sachiez}} cela."
"I did it many {{1::times}}.","Je l'ai fait de nombreuses fois."
"Do you feel sick?","Vous ne vous {{1::sentez}} pas bien ?"
"This was not the deal.","Ça n'était pas le {{1::contrat}}."
"She's not going.","Elle ne {{1::s'en}} va pas."
"Where's mary's ring?","Où est la {{1::bague}} de mary ?"
"I was born in {{1::america}}.","Je suis né en amérique."
"I was born in america.","Je suis né en {{1::amérique}}."
"The horse is an {{1::animal}}.","Le cheval est un animal."
"The horse is an animal.","Le cheval est un {{1::animal}}."
"{{1::horses}} are animals.","Le cheval est un animal."
"Horses are animals.","Le cheval est un {{1::animal}}."
"You won't find it in there.","Tu ne la {{1::trouveras}} pas là-dedans."
"I let you down.","Je vous ai {{1::laissée}} tomber."
