"English","French"
"The audience {{c::exploded}} with laughter.","Le public explosa de rire."
"Don't forget the drinks.","N'oublie pas les {{c::boissons}} !"
"I am convinced that he is innocent.","Je suis convaincu de son {{c::innocence}}."
"I am convinced of his {{c::innocence}}.","Je suis convaincu de son innocence."
"I am convinced of his innocence.","Je suis convaincu de son {{c::innocence}}."
"Tom {{c::avoided}} making eye contact.","Tom détourna le regard."
"I don't regret my {{c::actions}}.","Je ne regrette pas mes actes."
"I don't regret my actions.","Je ne regrette pas mes {{c::actes}}."
"He's useless.","Il ne {{c::sert}} à rien."
"I want to have a cup of coffee.","Je voudrais une {{c::tasse}} de café."
"I would like a cup of coffee.","Je voudrais une {{c::tasse}} de café."
"Tom {{c::signed}} the contract.","Tom signa le contrat."
"I can't think {{c::straight}}.","Je n'arrive pas à réfléchir correctement."
"They {{c::wasted}} no time.","Elles ne perdirent pas de temps."
"Tom turned off the faucet.","Tom {{c::ferma}} le robinet."
"Tom turned the {{c::tap}} off.","Tom ferma le robinet."
"I want to make it up to you.","Je veux vous faire la {{c::cour}}."
"Tom opened the {{c::refrigerator}}.","Tom ouvra le réfrigérateur."
"Tom filled out the {{c::form}}.","Tom remplit le formulaire."
"Ziri ate {{c::strawberries}}.","Ziri mangea de la fraise."
"Rightfully so.","À juste {{c::titre}}."
"I have a {{c::chill}}.","J'ai un coup de froid."
"I have a chill.","J'ai un {{c::coup}} de froid."
"What do you make of my {{c::pie}}?","Que penses-tu de ma tourte ?"
"Don't stop thinking of me.","{{c::n'arrête}} pas de penser à moi."
"I'm in charge of this {{c::mission}}.","Je suis responsable de cette mission."
"I'm in charge of this mission.","Je suis responsable de cette {{c::mission}}."
"My name is tom.","Mon {{c::nom}} est tom."
"He's the oldest son.","Il est le fils {{c::aîné}}."
"I don't often make mistakes.","Je ne fais pas souvent {{c::d'erreurs}}."
"Don't forget the drinks.","N'oubliez pas les {{c::boissons}} !"
"I'm beginning to {{c::recall}}.","Je commence à m'en souvenir."
"I didn't want you to know.","Je ne voulais pas que tu {{c::saches}}."
"The wind is {{c::blowing}} from the west.","Le vent souffle de l'ouest."
"The wind is blowing from the west.","Le vent souffle de {{c::l'ouest}}."
"The wind is blowing from the {{c::east}}.","Le vent souffle de l'est."
"The wind is blowing from the east.","Le vent souffle de {{c::l'est}}."
"The wind {{c::blows}} from the east.","Le vent souffle de l'est."
"The wind blows from the east.","Le vent souffle de {{c::l'est}}."
"I admit i wasn't sure.","{{c::j'admets}} que je n'étais pas sûr."
"The baby cried.","Le bébé a {{c::pleuré}}."
"I'm excited about this opportunity.","Je suis ravi de cette {{c::opportunité}}."
"Tom is reading the {{c::bible}}.","Tom lit la bible."
"Tom is reading the bible.","Tom lit la {{c::bible}}."
"I guess {{c::that'll}} be up to you.","Je suppose que ça dépendra de vous."
"She is afraid of the {{c::spider}}.","Elle a peur de l'araignée."
"The milk turned sour.","Le lait a {{c::tourné}}."
"Tom sold the {{c::bracelet}}.","Tom vendait le bracelet."
"The milk has gone bad.","Le lait a {{c::tourné}}."
"The milk has turned sour.","Le lait a {{c::tourné}}."
"I'm aware of that {{c::possibility}}.","Je suis conscient de cette possibilité."
"I'm aware of that possibility.","Je suis conscient de cette {{c::possibilité}}."
"I'll make a cup of coffee.","Je ferai une {{c::tasse}} de café."
"I take {{c::pride}} in what i do.","Je suis fier de ce que je fais."
"You don't have the {{c::balls}}.","T'as pas les couilles."
"You are {{c::hilarious}}.","Que vous êtes drôle."
"The cake was alive with {{c::ants}}.","Le gâteau grouillait de fourmis."
