"English","French"
"{{c::greetings}} from france!","Salutation depuis la france !"
"I sent you an {{c::e-mail}}.","Je t'ai envoyé un courrier électronique."
"I sent you an e-mail.","Je t'ai envoyé un courrier {{c::électronique}}."
"I sent you an email.","Je t'ai envoyé un courrier {{c::électronique}}."
"I sent an email to you.","Je t'ai envoyé un courrier {{c::électronique}}."
"I can't stand an awful sweat like this.","Je ne supporte pas une telle horrible {{c::sueur}}."
"You're awesome.","Tu es {{c::géniale}}."
"He was born in the {{c::u}}.s.a.","Il est né aux états-unis."
"He took his book.","Il a pris son {{c::ouvrage}}."
"I'll pay you a visit {{c::sometime}}.","Je te rendrai visite un de ces jours."
"You're {{c::unpleasant}}.","Tu es désagréable."
"You're unpleasant.","Tu es {{c::désagréable}}."
"You'll have to discuss that with tom.","Tu {{c::devras}} discuter de ça avec tom."
"You're the teacher.","Tu es {{c::l'enseignant}}."
"He married his high school sweetheart.","Il a {{c::épousé}} son amour de lycée."
"This is the {{c::longest}} street in town.","C'est la plus longue rue de la ville."
"You are {{c::fabulous}}.","Tu es fabuleux."
"You should obey the traffic rules.","Tu devrais respecter le {{c::code}} de la route."
"Did you hear the {{c::click}}?","Tu as entendu le claquement ?"
"You're {{c::unpleasant}}.","Tu es déplaisant."
"You are way off {{c::track}}.","Tu es hors-piste."
"I felt the tension grow between us.","Je sentis la {{c::tension}} monter entre nous."
"He was {{c::elected}} mayor of the city.","Il a été élu maire de la ville."
"He was elected mayor of the city.","Il a été {{c::élu}} maire de la ville."
"The chicken eats the {{c::insect}}.","Le poulet mange l'insecte."
"This {{c::reminds}} me of you.","Ça me fait penser à vous."
"This will not cost too much.","Ça ne va pas {{c::coûter}} grand-chose."
"The rumor cannot be true.","La rumeur ne peut pas être {{c::fondée}}."
"She {{c::urged}} him to consider the request.","Elle l'exhorta à réfléchir à la demande."
"Don't you see what you've become?","Ne voyez-vous pas ce que vous êtes {{c::devenus}} ?"
"Sami had a {{c::drug}} issue.","Sami avait un problème de drogue."
"The experiment {{c::proved}} to be successful.","L'expérience fut couronnée de succès."
"What's the {{c::spelling}} of your family name?","Quelle est l'orthographe de ton nom de famille ?"
"Don't you see what you've become?","Ne voyez-vous pas ce que vous êtes {{c::devenues}} ?"
"The teacher {{c::grades}} easily.","Le professeur note généreusement."
"She still plays with {{c::dolls}}.","Elle joue encore à la poupée."
"He only {{c::cries}} when he is hungry.","Il ne pleure que lorsqu'il a faim."
"There are many {{c::parks}} in boston.","Il y a beaucoup de parcs à boston."
"I know tom isn't a wise man.","Je sais que tom n'est pas un homme {{c::avisé}}."
"We heard the sound of {{c::gunshots}}.","Nous avons entendu le bruit de détonations."
"I have a heart problem.","J'ai un problème {{c::cardiaque}}."
"I think {{c::exams}} ruin education.","Je pense que les examens ruinent l'éducation."
"I want to travel around the world.","Je veux voyager dans le monde {{c::entier}}."
"They swam against the {{c::stream}}.","Ils nagèrent à contre-courant."
"That hadn't {{c::occurred}} to me.","Ça ne m'était pas venu à l'esprit."
"{{c::fortunately}} he survived the accident.","Heureusement, il a survécu à l'accident."
"I'm ready, and you?","Je suis prêt, et {{c::quant}} à toi ?"
"I took a swing at tom.","J'ai lancé un coup de {{c::poing}} à tom."
"Many {{c::refugees}} are trying to reach europe.","De nombreux réfugiés tentent de rejoindre l'europe."
"There aren't as many trains at night.","Il n'y a pas autant de {{c::trains}} la nuit."
"You should order in advance.","Vous devriez commander à {{c::l'avance}}."
"Tom is building a wall.","Tom est en train de {{c::construire}} un mur."
"The turtle lives a long time.","La {{c::tortue}} vit longtemps."
"They don't sing particularly well.","Elles ne {{c::chantent}} pas très bien."
"I {{c::practise}} almost every day.","Je m'entraîne presque tous les jours."
"Show tom your bruise.","Montre ta {{c::blessure}} à tom."
"She tied up the package with {{c::string}}.","Elle attacha le paquet avec de la ficelle."
"David wants the scholarship.","David veut la {{c::bourse}}."
"I don't ever want us to be apart.","Je ne veux jamais que nous soyons {{c::séparés}}."
"I'm not used to sleeping in a {{c::tent}}.","Je n'ai pas l’habitude de dormir dans une tente."
"I {{c::purchased}} one bag.","J'ai acheté un sac."
"What {{c::foods}} do you avoid eating?","Quels aliments évitez-vous de manger ?"
"Please say it in english.","{{c::dis-le}} en anglais, je te prie."
"What {{c::foods}} do you avoid eating?","Quels aliments évites-tu de manger ?"
"Tom cried all morning.","Tom a pleuré toute la {{c::matinée}}."
"He took out a {{c::dollar}} from his wallet.","Il sortit un dollar de son portefeuille."
"He took out a dollar from his wallet.","Il sortit un {{c::dollar}} de son portefeuille."
"Everybody {{c::wishes}} for happiness.","Chacun souhaite le bonheur."
"I don't want this secret to be exposed.","Je ne veux pas que ce secret soit {{c::révélé}}."
"I can read between the {{c::lines}}.","Je peux lire entre les lignes."
"I can read between the lines.","Je peux lire entre les {{c::lignes}}."
"Mary's shoes are dirty.","Les {{c::souliers}} de marie sont sales."
"I'll keep an eye on tom.","Je vais garder un {{c::œil}} sur tom."
"They didn't find the {{c::bomb}}.","Ils n'ont pas trouvé la bombe."
"They didn't find the bomb.","Ils n'ont pas trouvé la {{c::bombe}}."
"I'm going to a conference next week.","Je vais à une {{c::conférence}} la semaine prochaine."
"Tom {{c::donated}} a lot of money.","Tom a fait don de beaucoup d'argent."
"He's addicted to drugs.","Il est {{c::accroché}} aux médicaments."
"The laundry {{c::rack}} is always in the way!","Le séchoir est toujours dans le chemin !"
"Are they open on sunday?","Sont-ils {{c::ouverts}} le dimanche ?"
"The problem is that you're not {{c::canadians}}.","Le problème, c'est que vous n'êtes pas canadiens."
"The problem is that you're not canadians.","Le problème, c'est que vous n'êtes pas {{c::canadiens}}."
"There were not many present.","Il n'y en avait pas beaucoup de {{c::présents}}."
"Who's the {{c::fastest}} one here?","Qui est ici le plus rapide ?"
"{{c::despite}} the fact that i'm worn out, i can't fall asleep.","Bien que je sois crevé, je n'arrive pas à m'endormir."
"I like {{c::hanging}} out with you.","J'aime être avec vous."
"I {{c::offered}} to lend some money to tom.","J'ai proposé à tom de lui prêter de l'argent."
"I offered to lend some money to tom.","J'ai {{c::proposé}} à tom de lui prêter de l'argent."
"This {{c::cloth}} is sold by the yard.","Ce tissu est vendu à la verge."
"The medicine took {{c::effect}}.","Le médicament faisait effet."
