"English","French"
"Tom has three cows.","Tom a trois {{c::vaches}}."
"Juan can't help me.","{{c::jean}} ne peut pas m'aider."
"Tom is an {{c::excellent}} lawyer.","Tom est un excellent avocat."
"Tom is an excellent lawyer.","Tom est un {{c::excellent}} avocat."
"I saw him {{c::carrying}} books.","Je le voyais transportant des livres."
"Someone {{c::attacked}} tom.","Quelqu'un a attaqué tom."
"Someone attacked tom.","Quelqu'un a {{c::attaqué}} tom."
"Tom was attacked.","Quelqu'un a {{c::attaqué}} tom."
"They weren't afraid.","Ils {{c::n'avaient}} pas peur."
"It's the least of my concerns.","C'est le moindre de mes {{c::soucis}}."
"That {{c::troubles}} me least of all.","C'est le moindre de mes soucis."
"I met him in the crowd.","Je l'ai rencontré dans la {{c::foule}}."
"She was {{c::overcome}} with happiness.","Elle était submergée de bonheur."
"I have to get the laundry {{c::dried}}.","Je dois faire sécher le linge."
"I know tom has been {{c::suspended}}.","Je sais que tom a été suspendu."
"I don't feel like i'm old at all.","Je n'ai pas {{c::l'impression}} d'être vieux."
"He compromised.","Il a trouvé un {{c::compromis}}."
"I know tom was {{c::shaken}}.","Je sais que tom a été secoué."
"I felt the {{c::earthquake}}.","J'ai ressenti le tremblement de terre."
"I felt the earthquake.","J'ai ressenti le {{c::tremblement}} de terre."
"He's a professor of {{c::biology}} at harvard.","Il est professeur de biologie à harvard."
"He attracted many {{c::people's}} attention.","Il attira l'attention de beaucoup de gens."
"Let's go out {{c::unless}} it rains.","Allons-y s'il ne pleut pas."
"Let's go out unless it rains.","{{c::allons-y}} s'il ne pleut pas."
"I am yours, she whispered {{c::quietly}}.","Je suis à toi, murmura-t-elle faiblement."
"They will do that.","Elles {{c::vont}} le faire."
"Are we sinking?","Sommes-nous en train de {{c::couler}} ?"
"She is with {{c::peter}}.","Elle est avec peter."
"I didn't want you to make a {{c::fuss}}.","Je ne voulais pas que vous fassiez d'histoires."
"Are you sure? why not?","Êtes-vous {{c::sûres}} ? pourquoi pas ?"
"{{c::somebody's}} waiting for you.","Quelqu'un vous attend."
"He refused to take the {{c::bribe}}.","Il a refusé de prendre le bakchich."
