"English","French"
"What {{c::rate}} of exchange is today?","Quel est le taux de change aujourd'hui ?"
"What rate of exchange is today?","Quel est le {{c::taux}} de change aujourd'hui ?"
"What's the {{c::exchange}} rate today?","Quel est le taux de change aujourd'hui ?"
"It looks like an egg.","Ça ressemble à un {{c::œuf}}."
"I read a lot of modern {{c::authors}}.","Je lis beaucoup d'auteurs modernes."
"Please be seated, ladies and {{c::gentlemen}}.","Que tout le monde s'assoie, je vous prie !"
"Could you take a picture of us?","{{c::pourrais-tu}} prendre une photo de nous ?"
"The result was {{c::disappointing}}.","Le résultat a été décevant."
"We think that's a good thing.","Nous {{c::pensons}} que c'est bien."
"Tom isn't a {{c::regular}} customer.","Tom n'est pas un client régulier."
"The show has been {{c::cancelled}}.","Le spectacle a été annulé."
"It looks like a {{c::ufo}}.","Ça ressemble à un ovni."
"Are you saying that i don't have a {{c::brain}}?","Veux-tu dire que je suis dépourvu de cerveau ?"
"Are you saying that i don't have a brain?","Veux-tu dire que je suis dépourvu de {{c::cerveau}} ?"
"Are you trying to say i don't have any {{c::brain}}?","Veux-tu dire que je suis dépourvu de cerveau ?"
"Are you trying to say i don't have any brain?","Veux-tu dire que je suis dépourvu de {{c::cerveau}} ?"
"He stood on the {{c::surface}} of the moon.","Il a marché sur la lune."
"I have a lot of problems to solve.","J'ai un {{c::tas}} de problèmes à résoudre."
"I can't remember the lyrics.","Je n'arrive pas à me rappeler les {{c::paroles}}."
"An enemy is attacking them.","Un ennemi les {{c::attaque}}."
"If he doesn't come, we won't go.","S'il ne vient pas, nous ne {{c::partirons}} pas."
"I hope he did not annoy you.","J'espère qu'il ne vous a pas {{c::ennuyé}}."
"He held out his hand.","Il lui a {{c::serré}} la main."
"It's a public safety concern.","C'est un problème de sécurité {{c::publique}}."
"We're trying to cut down on {{c::expenses}}.","Nous tentons de réduire les dépenses."
"We're trying to cut down {{c::expenses}}.","Nous tentons de réduire les dépenses."
"His {{c::aim}} is to become a doctor.","Son but est de devenir médecin."
"The alarm rang.","{{c::l'alarme}} a sonné."
"Who's this hot babe?","Qui est cette {{c::bombe}} ?"
"We'll talk soon, tom.","Nous {{c::parlerons}} bientôt, tom."
"He has a secret desire to play.","Il a une envie {{c::secrète}} de jouer."
"I met him {{c::several}} times.","Je l'ai rencontré plusieurs fois."
"I should go there {{c::sometime}}.","Je devrais y aller un jour."
"He came in {{c::fifth}} in the race.","Il est arrivé cinquième à la course."
"He came in fifth in the race.","Il est arrivé {{c::cinquième}} à la course."
"I want you back today.","Je veux que vous soyez {{c::revenus}} aujourd'hui."
"The king's son was kidnapped.","Le prince a été {{c::enlevé}}."
"What's the point of your question?","Quel est {{c::l'objet}} de votre question ?"
"Can you {{c::pitch}}?","Sais-tu donner le ton ?"
"I doubt if {{c::bob}} will come on time.","Je doute que bob vienne à l'heure."
"I doubt if bob will come on time.","Je doute que {{c::bob}} vienne à l'heure."
"He has a good knowledge of french.","Il a de bonnes {{c::connaissances}} en français."
"{{c::fortune}} smiled on him.","La chance lui a souri."
"I don't understand what you're trying to {{c::achieve}}.","Je ne comprends pas ce que vous essayez d'accomplir."
"A lot of {{c::tourists}} come here.","Beaucoup de touristes viennent ici."
"The {{c::mission}} was simple.","La mission était simple."
"Do you need {{c::our}} help?","Avez-vous besoin de notre aide ?"
"I would like to address two questions.","Je voudrais {{c::traiter}} deux questions."
"He beat the shit out of me.","Il m'a passé à {{c::tabac}}."
"I didn't realize you were here.","Je n'avais pas {{c::réalisé}} que vous étiez ici."
"I cannot lift this stone.","Je ne suis pas capable de {{c::soulever}} cette pierre."
"I set some {{c::goals}} for myself.","Je me suis fixé des objectifs."
"They crossed the {{c::border}}.","Ils traversèrent la frontière."
"The ground floor was {{c::flooded}}.","Le rez-de-chaussée a été inondé."
"It's happening.","C'est en train de se {{c::produire}}."
"Tom is in the back of the bus.","Tom est à {{c::l'arrière}} du bus."
"The world is full of interesting people.","Le monde est plein de gens {{c::intéressants}}."
"Was that a yes?","{{c::était-ce}} un oui ?"
"I work as a teacher.","Je travaille comme maîtresse {{c::d'école}}."
"This is my letter of {{c::resignation}}.","Ceci est ma lettre de démission."
"This is my letter of resignation.","Ceci est ma lettre de {{c::démission}}."
"What does jane expect of marie?","Qu'est-ce que {{c::jane}} attend de marie ?"
"{{c::judy}} laughed at me.","Judy s'est moquée de moi."
"I must make sure whether he is at home or not.","Je dois {{c::m'assurer}} s'il est à la maison."
"This isn't an easy {{c::task}}.","Ce n'est pas tâche facile."
"{{c::inflation}} is down.","L'inflation a baissé."
"I wanted to pay off my {{c::debts}}.","Je voulais régler mes dettes."
"The request was {{c::granted}}.","La demande a été acceptée."
"This {{c::stain}} won't come out.","Cette tache refuse de partir."
"This stain won't come out.","Cette {{c::tache}} refuse de partir."
"I didn't learn this through reading.","Je n'ai pas appris cela en {{c::lisant}}."
"I wanted to pay off my {{c::debts}}.","Je voulais rembourser mes dettes."
"We are leaving on the eleventh of june.","On part le 11 {{c::juin}}."
"I am leaving for the united {{c::states}} tomorrow.","Je pars demain pour les états-unis."
"That isn't going to happen {{c::anytime}} soon.","Ce n'est pas près d'arriver."
"He succeeded to his {{c::uncle's}} fortune.","Il a hérité de la fortune de son oncle."
"I'm a year younger than {{c::robert}}.","J'ai un an de moins que robert."
"Are you going to invite tom to the party?","Vas-tu {{c::inviter}} tom à la soirée ?"
"I think he's {{c::attracted}} to you.","Je pense qu'il est attiré par vous."
"I think he's attracted to you.","Je pense qu'il est {{c::attiré}} par vous."
"He claimed that he didn't know her.","Il a {{c::prétendu}} qu'il ne la connaissait pas."
"Her dream is {{c::visiting}} paris.","Son rêve est de visiter paris."
"Need one make so much noise?","{{c::a-t-on}} besoin de faire autant de bruit ?"
"What time will you be back?","À quelle heure {{c::seras-tu}} de retour ?"
