"English","French"
"Both tom and i like {{1::camping}}.","Tom et moi aimons le camping."
"Nobody {{1::equals}} him in strength.","Personne ne l'égale en force."
"It has been {{1::confirmed}}.","Cela a été confirmé."
"He considered himself lucky.","Il s'est {{1::considéré}} chanceux."
"He drank a whole bottle of milk.","Il a bu une bouteille de lait {{1::entière}}."
"I do not care for {{1::fame}}.","Peu me chaut la renommée."
"He {{1::expressed}} himself clearly.","Il s'est exprimé clairement."
"Western sahara is so important.","Le sahara {{1::occidental}} est si important."
"He was {{1::overcome}} by numbers.","Il a été submergé par le nombre."
"Nobody {{1::equals}} him in strength.","Personne ne l'égale en puissance."
"They could not {{1::cope}} with difficulties.","Ils ne pouvaient pas gérer les difficultés."
"Tom has too many strange ideas.","Tom a trop d'idées {{1::étranges}}."
"Tom didn't pay attention to mary's {{1::remark}}.","Tom n'a pas prêté attention à la remarque de marie."
"Spring is my favourite of the four {{1::seasons}}.","Le printemps est ma saison préférée."
"It won't cost you a thing.","Ça ne te {{1::coûtera}} rien."
"Love has {{1::blinded}} you.","L'amour vous a rendue aveugle."
"Tom texted me.","Tom m'a envoyé un {{1::sms}}."
"This bowl is too small.","Ce {{1::bol}} est trop petit."
"One of the {{1::buttons}} has come off my coat.","Un des boutons de mon manteau est arraché."
"The sentence doesn't have any {{1::grammatical}} errors.","La phrase ne comporte aucune faute de grammaire."
"They're playing in the garden.","Elles {{1::jouent}} dans le jardin."
"He stayed out of public life.","Il s'est tenu à l'écart de la vie {{1::publique}}."
"I use this all the time.","{{1::j'utilise}} ceci tout le temps."
"I had a seizure.","J'ai eu une {{1::attaque}}."
"His hands were empty.","Il avait les mains {{1::vides}}."
"A {{1::crocodile}} ate a dog.","Un crocodile a mangé un chien."
"I didn't want to cause you any more trouble.","Je ne voulais pas te {{1::causer}} plus des problèmes."
"His salary is 250,000 yen {{1::per}} month.","Son salaire est de 250 000 yens par mois."
"His salary is 250 thousand yen {{1::per}} month.","Son salaire est de 250 000 yens par mois."
"All of you are {{1::diligent}}.","Vous êtes tous assidus."
"I highly doubt tom wants to see you.","Je doute {{1::grandement}} que tom veuille te voir."
"I haven't {{1::formed}} an opinion about that yet.","Je n'ai pas encore forgé d'opinion à ce sujet."
"Translate the {{1::passage}} word for word.","Traduis le passage mot à mot."
"Tom bought three {{1::umbrellas}}.","Tom a acheté trois parapluies."
