"English","French"
"I don't like the beach.","Je n'aime pas la {{1::plage}}."
"I don't like meat.","Je n'aime pas la {{1::viande}}."
"What do you think of these?","Que pensez-vous de {{1::celles-ci}} ?"
"He is in {{1::tokyo}}.","Il est à tokyo."
"He is in tokyo.","Il est à {{1::tokyo}}."
"Do you remember everything?","Vous {{1::souvenez-vous}} de tout ?"
"What do you know about {{1::germany}}?","Que savez-vous de l'allemagne ?"
"What do you know about germany?","Que savez-vous de {{1::l'allemagne}} ?"
"He is {{1::abroad}}.","Il est à l'étranger."
"He is abroad.","Il est à {{1::l'étranger}}."
"I've got you.","Je vous ai {{1::eu}}."
"She {{1::hates}} him.","Elle le déteste."
"There's no time to argue.","Pas le temps de {{1::discuter}}."
"I don't like {{1::chocolate}}.","Je n'apprécie pas le chocolat."
"I don't like chocolate.","Je {{1::n'apprécie}} pas le chocolat."
"I don't like the {{1::traffic}}.","Je n'aime pas la circulation."
"I don't like the traffic.","Je n'aime pas la {{1::circulation}}."
"I won't {{1::disappoint}} you.","Je ne te décevrai pas."
"I don't like {{1::hiking}}.","Je n'aime pas la randonnée."
"I don't like hiking.","Je n'aime pas la {{1::randonnée}}."
"I'm {{1::feeling}} down.","J'ai le cafard."
"I have the {{1::master}} key.","J'ai le passe-partout."
"I'm sure of this.","Je suis {{1::sûr}} de ça."
"{{1::no}}, i don't want to.","Non, je ne veux pas."
"No, i don't want to.","{{1::non}}, je ne veux pas."
"I'm not {{1::quite}} well.","Je ne vais pas bien."
"He is in berlin.","Il est à {{1::berlin}}."
"Tom is {{1::last}}.","Tom est le dernier."
"Tom is last.","Tom est le {{1::dernier}}."
"He is out of {{1::pocket}}.","Il est à sec."
"He is out of pocket.","Il est à {{1::sec}}."
"I do not like {{1::music}}.","Je n'apprécie pas la musique."
"I don't know for {{1::certain}}.","Je ne sais pas vraiment."
"How about this one?","Que {{1::diriez-vous}} de celui-ci ?"
"How about {{1::friday}}?","Que diriez-vous de vendredi ?"
"How about friday?","Que {{1::diriez-vous}} de vendredi ?"
"How about {{1::friday}}?","Que dirais-tu de vendredi ?"
"How about friday?","Que {{1::dirais-tu}} de vendredi ?"
"How about this one?","Que {{1::dirais-tu}} de celle-ci ?"
"I {{1::wish}} to speak to you.","Je souhaite vous parler."
"I wish to speak to you.","Je {{1::souhaite}} vous parler."
"I don't want to play.","Je ne veux pas {{1::jouer}}."
"I am an {{1::artist}}.","Je suis une artiste."
"I am an artist.","Je suis une {{1::artiste}}."
"She did it.","Elle le {{1::fit}}."
"I want a {{1::personal}} computer.","Je veux un ordinateur."
"I want a personal computer.","Je veux un {{1::ordinateur}}."
"I want a {{1::computer}}.","Je veux un ordinateur."
"I want a computer.","Je veux un {{1::ordinateur}}."
"I am a {{1::banana}}.","Je suis une banane."
"I am a banana.","Je suis une {{1::banane}}."
"I'm a {{1::banana}}.","Je suis une banane."
"I'm a banana.","Je suis une {{1::banane}}."
"I'm a patient.","Je suis une {{1::patiente}}."
"I want a job.","Je veux un {{1::boulot}}."
"I'm a {{1::slave}}.","Je suis une esclave."
"I've got a sweet {{1::tooth}}.","Je suis une sucrée."
"I'm a {{1::wreck}}.","Je suis une loque."
"I'm {{1::conservative}}.","Je suis une traditionaliste."
"I still don't know.","Je ne sais {{1::toujours}} pas."
"I don't want to go {{1::anywhere}}.","Je ne veux pas sortir."
"I wasn't listening to the {{1::radio}}.","Je n'écoutais pas la radio."
"I'm not {{1::breaking}} the law.","Je n'enfreins pas la loi."
"I don't want to live.","Je ne veux pas {{1::vivre}}."
"I want a job.","Je veux un {{1::emploi}}."
"I'm {{1::proud}} of that.","Je suis fier de ça."
"I'm proud of that.","Je suis {{1::fier}} de ça."
"This much?","À ce {{1::point}} ?"
"That much?","À ce {{1::point}} ?"
"I want a {{1::bath}}.","Je veux un bain."
"I want a bath.","Je veux un {{1::bain}}."
"I don't want dinner.","Je ne veux pas {{1::dîner}}."
"I want a {{1::knife}}.","Je veux un couteau."
"I want a knife.","Je veux un {{1::couteau}}."
"I don't want to sing.","Je ne veux pas {{1::chanter}}."
"I'm in {{1::charge}} of that.","Je suis responsable de ça."
"Tom is welcome.","Tom est le {{1::bienvenu}}."
"I'm talking to you, ziri.","Je vous parle, {{1::ziri}}."
"Tom is the {{1::owner}}.","Tom est le propriétaire."
"Tom is the owner.","Tom est le {{1::propriétaire}}."
"I don't really know.","Je ne sais pas {{1::trop}}."
"I do not know {{1::exactly}}.","Je ne sais pas trop."
"I do not know exactly.","Je ne sais pas {{1::trop}}."
"I don't know {{1::exactly}}.","Je ne sais pas trop."
"I don't know exactly.","Je ne sais pas {{1::trop}}."
"I am going to kill you!","Je vais vous {{1::tuer}} !"
"I love everything about tom.","{{1::j'aime}} tout de tom."
"She looked at him.","Elle le {{1::regarda}}."
"She {{1::understands}} him.","Elle le comprend."
"She understands him.","Elle le {{1::comprend}}."
"I want a {{1::challenge}}.","Je veux un défi."
"I want a challenge.","Je veux un {{1::défi}}."
"I want a {{1::puppy}}.","Je veux un chiot."
"I want a puppy.","Je veux un {{1::chiot}}."
"I want a {{1::parrot}}.","Je veux un perroquet."
"I want a parrot.","Je veux un {{1::perroquet}}."
"I don't know {{1::yet}}.","Je ne sais pas encore."
"I want a {{1::boyfriend}}.","Je veux un jules."
"I want a {{1::pen}} friend.","Je veux un correspondant."
"Don't go {{1::near}} that!","Ne t'approche pas de ça !"
