"English","French"
"You were at the railway station.","Vous {{1::étiez}} à la gare."
"I don't know my neighbors.","Je ne connais pas mes {{1::voisins}}."
"I don't know my {{1::neighbours}}.","Je ne connais pas mes voisins."
"I can't find my {{1::luggage}}.","Je ne trouve pas mes bagages."
"I can't find my luggage.","Je ne trouve pas mes {{1::bagages}}."
"I enjoy working.","Je prends {{1::plaisir}} à travailler."
"What did he look like?","De quoi {{1::avait-il}} l'air ?"
"He is a {{1::poet}}.","C'est un poète."
"He is a poet.","C'est un {{1::poète}}."
"There's no way.","Il n'y a pas {{1::moyen}}."
"Stay away from him!","Reste à {{1::distance}} de lui !"
"Tom {{1::spilled}} the milk.","Tom renversa le lait."
"Is it fine gold?","Est-ce de l'or {{1::pur}} ?"
"Is this {{1::pure}} gold?","Est-ce de l'or pur ?"
"Is this pure gold?","Est-ce de l'or {{1::pur}} ?"
"Is that {{1::pure}} gold?","Est-ce de l'or pur ?"
"Is that pure gold?","Est-ce de l'or {{1::pur}} ?"
"It isn't my fault that you got into an {{1::argument}}.","Je ne vous fais pas vous bagarrer."
"Easterly wind blows.","Le vent vient de {{1::l'ouest}}."
"He is an actor.","C'est un {{1::acteur}}."
"I can't find my shoes.","Je ne trouve pas mes {{1::souliers}}."
"I can't right now.","Je ne peux pas, pour le {{1::moment}}."
"He is a scientist.","C'est un {{1::scientifique}}."
"This is an order.","C'est un {{1::ordre}}."
"It's a {{1::trap}}!","C'est un piège !"
"It's a trap!","C'est un {{1::piège}} !"
"That's an order.","C'est un {{1::ordre}}."
"That's an order!","C'est un {{1::ordre}} !"
"This is a hospital.","C'est un {{1::hôpital}}."
"It's a setup.","C'est un {{1::piège}}."
"It's a {{1::trap}}.","C'est un piège."
"It's a trap.","C'est un {{1::piège}}."
"It's a {{1::trap}}!","C'est un piège."
"Nobody {{1::cares}} for me.","Personne ne s'occupe de moi."
"It's a {{1::miracle}}!","C'est un miracle !"
"It's a miracle!","C'est un {{1::miracle}} !"
"This is a {{1::miracle}}.","C'est un miracle."
"This is a miracle.","C'est un {{1::miracle}}."
"It's a {{1::miracle}}.","C'est un miracle."
"It's a miracle.","C'est un {{1::miracle}}."
"That's a {{1::wolf}}.","C'est un loup."
"That's a wolf.","C'est un {{1::loup}}."
"I just want to talk to you.","Je veux {{1::simplement}} vous parler."
"It's a {{1::detail}}.","C'est un détail."
"It's a detail.","C'est un {{1::détail}}."
"That's not my thing.","C'est pas mon {{1::truc}}."
"Not my {{1::cup}} of tea.","C'est pas mon truc."
"He's a {{1::senior}}.","C'est un ancien."
"He's a senior.","C'est un {{1::ancien}}."
"I haven't seen him {{1::lately}}.","Je ne l'ai pas vu dernièrement."
"I haven't seen him lately.","Je ne l'ai pas vu {{1::dernièrement}}."
"It's a {{1::misunderstanding}}.","C'est un malentendu."
"It's a misunderstanding.","C'est un {{1::malentendu}}."
"It's a classic.","C'est un {{1::classique}}."
"He's a {{1::senior}}.","C'est un aîné."
"He's a senior.","C'est un {{1::aîné}}."
"Tom looked at the {{1::ground}}.","Tom regarda le sol."
"That's a fir tree.","C'est un {{1::sapin}}."
"Let's not wait for the {{1::others}}.","N'attendons pas les autres."
"Tell {{1::ziri}}.","Dis à ziri."
"He is in {{1::front}} of the door.","Il est devant la porte."
"You're out of booze.","Vous êtes à {{1::sec}}."
"This is a template.","C'est un {{1::modèle}}."
"Tom didn't do that very much.","Tom ne le {{1::faisait}} pas beaucoup."
"He's a {{1::grown}} man.","C'est un adulte."
"They want water.","Elles {{1::veulent}} de l'eau."
"There's no hurry.","Il n'y a pas {{1::d'urgence}}."
"There's no rush.","Il n'y a pas {{1::d'urgence}}."
"There's no urgency.","Il n'y a pas {{1::d'urgence}}."
"It's a {{1::treasure}}.","C'est un trésor."
"It's a treasure.","C'est un {{1::trésor}}."
"Add lots of ice.","{{1::ajoutez}} beaucoup de glace."
"He is quite a gentleman.","C'est un {{1::gentleman}}."
"She's an {{1::angel}}.","C'est un ange."
"I am not going {{1::anywhere}}.","Je ne vais nulle part."
"I am not going anywhere.","Je ne vais {{1::nulle}} part."
"I'm not going {{1::anywhere}}.","Je ne vais nulle part."
"I'm not going anywhere.","Je ne vais {{1::nulle}} part."
"It's a {{1::fox}}.","C'est un renard."
"It's a fox.","C'est un {{1::renard}}."
"This is a {{1::fox}}.","C'est un renard."
"This is a fox.","C'est un {{1::renard}}."
"Tom sensed danger.","Tom {{1::sentait}} le danger."
"This is a {{1::disaster}}.","C'est un désastre."
"This is a disaster.","C'est un {{1::désastre}}."
"It's a {{1::robot}}.","C'est un robot."
"It's a robot.","C'est un {{1::robot}}."
"He did the {{1::opposite}}.","Il a fait le contraire."
"He did the opposite.","Il a fait le {{1::contraire}}."
"It's a {{1::nightmare}}.","C'est un cauchemar."
"It's a nightmare.","C'est un {{1::cauchemar}}."
"He is a {{1::painter}}.","C'est un peintre."
"He is a painter.","C'est un {{1::peintre}}."
"There's no hope.","Il n'y a pas {{1::d'espoir}}."
"There is no hope.","Il n'y a pas {{1::d'espoir}}."
"He's a dancer.","C'est un {{1::danseur}}."
"She is a {{1::beauty}}.","C'est un canon."
"I was on my {{1::knees}}.","J'étais à genoux."
"I was on my knees.","J'étais à {{1::genoux}}."
"It's a {{1::dragon}}.","C'est un dragon."
