"English","French"
"The sun is {{1::shining}}.","Le soleil brille."
"The sun is shining.","Le soleil {{1::brille}}."
"They don't have a car.","Elles {{1::n'ont}} pas de voiture."
"Let me {{1::repair}} it.","Laissez-moi le réparer."
"{{1::hats}} off to him!","Chapeau à lui !"
"I don't live in {{1::finland}}.","Je ne vis pas en finlande."
"I didn't feel like waiting.","Je n'avais pas envie {{1::d'attendre}}."
"Fire {{1::burns}}.","Le feu brûle."
"Head {{1::north}}.","Vers le nord."
"Head north.","Vers le {{1::nord}}."
"I'm just a {{1::teenager}}.","Je ne suis qu'un adolescent."
"I hate my neighbour.","Je déteste ma {{1::voisine}}."
"I hate my neighbor.","Je déteste ma {{1::voisine}}."
"Put out the fire.","{{1::éteins}} le feu !"
"Night draws nigh.","La nuit {{1::approche}}."
"The idea is the same.","{{1::l'idée}} est la même."
"He {{1::gives}} us money.","Il nous donne de l'argent."
"The lesson has {{1::ended}}.","Le cours est fini."
"Pass me the {{1::pen}}.","Donne-moi le stylo."
"Pass me the pen.","Donne-moi le {{1::stylo}}."
"Give me the pen.","Donne-moi le {{1::stylo}}."
"Turn off the alarm.","Arrête le {{1::réveil}}."
"I wanted your opinion.","Je voulais votre {{1::opinion}}."
"I appreciate the advice.","{{1::j'apprécie}} le conseil."
"I'm just a {{1::teenager}}.","Je ne suis qu'une adolescente."
"Put out the fire.","{{1::éteignez}} le feu !"
"I don't like my {{1::hair}} at all.","Je déteste ma coiffure."
"To the {{1::south}}.","Vers le sud."
"To the south.","Vers le {{1::sud}}."
"Southward.","Vers le {{1::sud}}."
"I hate my {{1::roommate}}.","Je déteste ma colocataire."
"I want to make a {{1::complaint}}.","Je veux porter plainte."
"I want to make a complaint.","Je veux porter {{1::plainte}}."
"Where is tom's {{1::classroom}}?","Où est la classe de tom ?"
"I see your {{1::table}}.","Je vois votre table."
"Pass me the wine.","{{1::passe-moi}} le vin."
"The {{1::taxi}} has arrived.","Le taxi est arrivé."
"The taxi has arrived.","Le {{1::taxi}} est arrivé."
"Which is correct?","{{1::laquelle}} est la bonne ?"
"Put on the hat.","{{1::mettez}} le chapeau."
"Two of a kind.","Une {{1::paire}}."
"He will not listen to me.","Il ne va pas {{1::m'écouter}}."
"The door is open.","La porte est {{1::ouverte}}."
"Life is enjoyable.","La vie est {{1::agréable}}."
"Because i said so.","{{1::puisque}} je l'ai dit."
"Life is hard.","La vie est {{1::dure}}."
"Where's tom's {{1::card}}?","Où est la carte de tom ?"
"Where's tom's card?","Où est la {{1::carte}} de tom ?"
"I know your {{1::type}}.","Je connais votre genre."
"I know your type.","Je connais votre {{1::genre}}."
"Spring has {{1::begun}}.","Le printemps est arrivé."
"{{1::they're}} back.","Elles sont de retour."
"Life is short.","La vie est {{1::courte}}."
"Do we have a choice?","{{1::avons-nous}} le choix ?"
"I hear the noise.","{{1::j'entends}} le bruit."
"The {{1::parrot}} is dead.","Le perroquet est mort."
"The parrot is dead.","Le {{1::perroquet}} est mort."
"Look for the woman!","{{1::cherchez}} la femme !"
"I cannot lift him.","Je ne parviens pas à le {{1::soulever}}."
"I want you to give each other a {{1::hug}}.","Je veux que vous vous étreigniez."
"Keep the secret.","{{1::gardez}} le secret."
"Do you like the {{1::piano}}?","Aimez-vous le piano ?"
"Ziri is mine.","{{1::ziri}} est à moi."
"I'm {{1::unnecessary}} here.","Je ne suis pas utile ici."
"I'm unnecessary here.","Je ne suis pas {{1::utile}} ici."
"Of {{1::course}}, i understand.","Bien sûr, je comprends."
"Life is unfair.","La vie est {{1::injuste}}."
"{{1::life's}} not fair.","La vie est injuste."
"{{1::life's}} unfair.","La vie est injuste."
"He didn't recognize me.","Il ne m'a pas {{1::reconnu}}."
"{{1::capital}} is dead.","Le capital est mort."
"I enjoy movies.","{{1::j'apprécie}} le cinéma."
"Wood {{1::burns}}.","Le bois brûle."
"The door is {{1::closed}}.","La porte est fermée."
"The door is closed.","La porte est {{1::fermée}}."
"Life is sweet.","La vie est {{1::douce}}."
"Leave the driving to me.","Laisse-moi le {{1::volant}}."
"Take {{1::command}}.","Prenez le contrôle."
"I don't believe in {{1::religion}}.","Je ne crois pas à la religion."
"Could you get in touch with him?","Pourriez-vous le {{1::contacter}} ?"
"I want to keep the {{1::baby}}.","Je veux garder le bébé."
"I don't know {{1::which}} one i want.","Je ne sais pas lequel je veux."
"I'm not worried.","Je ne me fais pas de {{1::souci}}."
"I don't believe in {{1::magic}}.","Je ne crois pas à la magie."
"I don't believe in magic.","Je ne crois pas à la {{1::magie}}."
"The milk went {{1::sour}}.","Le lait tourna."
"The milk went sour.","Le lait {{1::tourna}}."
"I'll come if {{1::necessary}}.","Je viendrai si nécessaire."
"Tom is {{1::mary's}} brother.","Tom est le frère de marie."
"Tom's {{1::mary's}} brother.","Tom est le frère de marie."
"I can't help you any {{1::further}}.","Je ne peux plus t'aider."
"Life is {{1::unpredictable}}.","La vie est imprévisible."
"The cake is ready.","Le {{1::gâteau}} est prêt."
"I don't know which one i want.","Je ne sais pas {{1::laquelle}} je veux."
"Take a closer look.","Regarde de plus {{1::près}} !"
"The office is {{1::empty}}.","Le bureau est vide."
"The office is empty.","Le bureau est {{1::vide}}."
"He likes {{1::soccer}}.","Il aime le foot."
"He likes soccer.","Il aime le {{1::foot}}."
"He likes football.","Il aime le {{1::foot}}."
