"English","French"
"I am all but ready.","Je suis {{c::quasiment}} prêt."
"I'm on the {{c::roof}}.","Je suis sur le toit."
"I'm on the roof.","Je suis sur le {{c::toit}}."
"Don't count on it.","Ne compte pas {{c::dessus}}."
"You're {{c::diplomatic}}.","Tu as de la diplomatie."
"I'm {{c::suddenly}} tired.","Je suis soudainement fatigué."
"I'm suddenly tired.","Je suis {{c::soudainement}} fatigué."
"I work for them.","Je travaille pour {{c::eux}}."
"I don't like repeating myself.","Je n'aime pas me {{c::répéter}}."
"I'll be leaving now.","Je suis sur le {{c::départ}}."
"I'm about to leave.","Je suis sur le {{c::départ}}."
"Don't use the {{c::elevator}}.","Ne prends pas l'ascenseur."
"Don't use the elevator.","Ne prends pas {{c::l'ascenseur}}."
"I recovered.","Je m'en suis {{c::remise}}."
"I'm {{c::awfully}} tired.","Je suis terriblement fatigué."
"I'm awfully tired.","Je suis {{c::terriblement}} fatigué."
"I am {{c::extremely}} tired.","Je suis terriblement fatigué."
"I am extremely tired.","Je suis {{c::terriblement}} fatigué."
"The other one doesn't work.","L'autre ne {{c::fonctionne}} pas."
"He is guilty of {{c::stealing}}.","Il est coupable de vol."
"He is guilty of {{c::theft}}.","Il est coupable de vol."
"Don't look away.","Ne regarde pas {{c::ailleurs}}."
"He is mad about {{c::football}}.","Il est mordu de football."
"He is mad about football.","Il est {{c::mordu}} de football."
"He's mad about football.","Il est {{c::mordu}} de football."
"I'm {{c::incredibly}} tired.","Je suis incroyablement fatigué."
"I'm incredibly tired.","Je suis {{c::incroyablement}} fatigué."
"I made sure of that.","Je m'en suis {{c::assuré}}."
"I could see that.","Je m'en suis {{c::aperçu}}."
"I'm extremely rich.","Je suis {{c::extrêmement}} riche."
"You're doing it wrong!","Tu le fais de {{c::travers}} !"
"Don't tell her that!","Ne le lui {{c::dites}} pas !"
"He is employed in a bank.","Il est {{c::employé}} de banque."
"He is a bank {{c::clerk}}.","Il est employé de banque."
"He is a bank clerk.","Il est {{c::employé}} de banque."
"Believe in {{c::yourself}}!","Croyez en vous!"
"Believe in yourself!","{{c::croyez}} en vous!"
"I'm on the {{c::balcony}}.","Je suis sur le balcon."
"Oh, i'm sorry.","{{c::oh}}, je suis désolée."
"I'm volunteering.","Je me porte {{c::volontaire}}."
"I {{c::became}} rich.","Je suis devenue riche."
"I became rich.","Je suis {{c::devenue}} riche."
"I got rich.","Je suis {{c::devenue}} riche."
"Do you have any more of those?","Vous en {{c::reste-t-il}} ?"
"I didn't shower.","Je n'ai pas pris de {{c::douche}}."
"It's 4:30 in the afternoon.","Il est 4 h 30 de {{c::l'après-midi}}."
