"English","French"
"Is breakfast {{1::included}} in the price?","Le prix inclut-il le petit-déjeuner ?"
"He {{1::entered}} the room.","Il entra dans la pièce."
"Tennis is a {{1::racket}} sport.","Le tennis est un sport de raquette."
"Tennis is a racket sport.","Le tennis est un sport de {{1::raquette}}."
"Would you do it with me?","Le {{1::feriez-vous}} avec moi ?"
"A horse is an {{1::animal}}.","Un cheval est un animal."
"Those {{1::numbers}} don't add up.","Ces chiffres ne correspondent pas."
"He {{1::delivered}} a speech.","Il a prononcé un discours."
"Tom lost hope.","Tom a perdu {{1::espoir}}."
"Aren't you going to tom's party?","Tu ne vas pas à la {{1::soirée}} de tom ?"
"Tom wouldn't take my call.","Tom ne {{1::voudrait}} pas me répondre."
"We ran off 50 {{1::copies}} of the invitation.","Nous imprimâmes 50 exemplaires de l'invitation."
"He has a {{1::decent}} income.","Il a un revenu décent."
"The doctor {{1::examined}} the patient.","Le médecin examina le patient."
"This {{1::device}} doesn't work.","Cet appareil ne fonctionne pas."
"This device doesn't work.","Cet {{1::appareil}} ne fonctionne pas."
"I'd like to buy menu of the day.","Je voudrais le {{1::menu}} du jour."
"It's {{1::occupied}}.","C'est occupé."
"I don't trust {{1::strangers}}.","Je ne me fie pas aux étrangers."
"The fire {{1::wiped}} out the city.","Le feu dévora la ville."
"Don't {{1::avoid}} my question.","N'élude pas ma question."
"What kind of butterfly is that?","Quel est ce {{1::papillon}} ?"
"He cut down a {{1::cherry}} tree.","Il a coupé un cerisier."
"I still make mistakes.","Je fais encore des {{1::erreurs}}."
"I'm open to {{1::suggestions}}.","Je suis ouvert aux suggestions."
"He saved a {{1::sailor}}.","Il a sauvé un marin."
"Tom needs some new clothes.","Tom a besoin de {{1::nouveaux}} vêtements."
"He has a huge {{1::cock}}.","Il a un énorme braquemart."
"I'm open to {{1::suggestions}}.","Je suis ouvert aux propositions."
"They don't sell it.","Ils n'en {{1::vendent}} pas."
"Don't let your feelings show.","Ne montre pas tes {{1::émotions}}."
"He {{1::dug}} a hole.","Il a creusé un trou."
