"English","French"
"I'm {{c::miserable}}.","Je suis malheureuse."
"I'm miserable.","Je suis {{c::malheureuse}}."
"I'm {{c::reserved}}.","Je suis réservé."
"I'm reserved.","Je suis {{c::réservé}}."
"I have {{c::returned}}.","Je suis revenue."
"I have returned.","Je suis {{c::revenue}}."
"I'm a {{c::cop}}.","Je suis flic."
"I'm a cop.","Je suis {{c::flic}}."
"I am {{c::boring}}.","Je suis ennuyeuse."
"I am boring.","Je suis {{c::ennuyeuse}}."
"I'm {{c::powerful}}.","Je suis puissant."
"I'm powerful.","Je suis {{c::puissant}}."
"I'm sloshed.","Je suis {{c::bourré}}."
"I {{c::came}} back.","Je suis revenue."
"I came back.","Je suis {{c::revenue}}."
"I'm plastered.","Je suis {{c::bourré}}."
"I'm boring.","Je suis {{c::ennuyeuse}}."
"I'm {{c::direct}}.","Je suis direct."
"I'm direct.","Je suis {{c::direct}}."
"I'm flabbergasted.","Je suis {{c::abasourdi}}."
"I'm {{c::desperate}}.","Je suis désespéré."
"I'm desperate.","Je suis {{c::désespéré}}."
"I'm {{c::ugly}}.","Je suis laid."
"I'm ugly.","Je suis {{c::laid}}."
"I'm {{c::gullible}}.","Je suis crédule."
"I'm gullible.","Je suis {{c::crédule}}."
"I am {{c::british}}.","Je suis britannique."
"I am british.","Je suis {{c::britannique}}."
"I'm in {{c::despair}}!","Je suis désespéré !"
"I'm in despair!","Je suis {{c::désespéré}} !"
"I'm {{c::hopeless}}.","Je suis désespéré."
"I'm hopeless.","Je suis {{c::désespéré}}."
"I'm gobsmacked.","Je suis {{c::abasourdi}}."
"I'm {{c::engaged}}.","Je suis fiancée."
"I'm engaged.","Je suis {{c::fiancée}}."
"I'm {{c::stuck}}.","Je suis coincée."
"I'm stuck.","Je suis {{c::coincée}}."
"I'm {{c::deaf}}.","Je suis sourde."
"I'm deaf.","Je suis {{c::sourde}}."
"I'm in a {{c::hurry}}.","Je suis pressée."
"I'm in a hurry.","Je suis {{c::pressée}}."
"I am deaf.","Je suis {{c::sourde}}."
"I'm {{c::pessimistic}}.","Je suis pessimiste."
"I'm pessimistic.","Je suis {{c::pessimiste}}."
"I'm {{c::unlucky}}.","Je suis malchanceux."
"I'm unlucky.","Je suis {{c::malchanceux}}."
"I'm {{c::wet}}.","Je suis mouillée."
"I'm wet.","Je suis {{c::mouillée}}."
"I'm {{c::powerful}}.","Je suis puissante."
"I'm powerful.","Je suis {{c::puissante}}."
"I'm {{c::relaxed}}.","Je suis détendu."
"I'm relaxed.","Je suis {{c::détendu}}."
"I'm {{c::cool}}.","Je suis détendu."
"I'm cool.","Je suis {{c::détendu}}."
"I'm {{c::brave}}.","Je suis brave."
"I'm brave.","Je suis {{c::brave}}."
"I'm {{c::skeptical}}.","Je suis sceptique."
"I'm skeptical.","Je suis {{c::sceptique}}."
"I'm {{c::desperate}}.","Je suis désespérée."
"I'm desperate.","Je suis {{c::désespérée}}."
"I'm attentive.","Je suis {{c::attentif}}."
"I'm {{c::stubborn}}.","Je suis têtu."
"I'm stubborn.","Je suis {{c::têtu}}."
"I'm {{c::alive}}.","Je suis vivante."
"I'm alive.","Je suis {{c::vivante}}."
"I'm a {{c::priest}}.","Je suis prêtre."
"I'm a priest.","Je suis {{c::prêtre}}."
"I'm {{c::focused}}.","Je suis concentré."
"I'm focused.","Je suis {{c::concentré}}."
"I'm {{c::hopeless}}.","Je suis désespérée."
"I'm hopeless.","Je suis {{c::désespérée}}."
"I'm {{c::hopeless}}!","Je suis désespérée."
"I'm hopeless!","Je suis {{c::désespérée}}."
"I'm {{c::fucked}}.","Je suis foutu."
"I'm fucked.","Je suis {{c::foutu}}."
"Don't {{c::touch}}.","Ne pas toucher."
"Don't touch.","Ne pas {{c::toucher}}."
"I'm an {{c::engineer}}.","Je suis ingénieur."
"I'm an engineer.","Je suis {{c::ingénieur}}."
"I'm a {{c::farmer}}.","Je suis fermier."
"I'm a farmer.","Je suis {{c::fermier}}."
"I'm {{c::ugly}}.","Je suis laide."
"I'm ugly.","Je suis {{c::laide}}."
"I'm {{c::engaged}}.","Je suis fiancé."
"I'm engaged.","Je suis {{c::fiancé}}."
"I'm {{c::astonished}}.","Je suis stupéfait."
"I'm {{c::strict}}.","Je suis strict."
"I'm a {{c::dancer}}.","Je suis danseur."
"I'm a dancer.","Je suis {{c::danseur}}."
"Do not touch!","Ne pas {{c::toucher}} !"
"No {{c::touching}}!","Ne pas toucher !"
"No touching!","Ne pas {{c::toucher}} !"
"I'm {{c::innocent}}.","Je suis innocente."
"I'm {{c::bald}}.","Je suis chauve."
"I'm {{c::lazy}}.","Je suis paresseuse."
"I'm a {{c::lawyer}}.","Je suis avocate."
"I'm a {{c::detective}}.","Je suis détective."
"Am i {{c::bald}}?","Je suis chauve ?"
"I'm {{c::broke}}.","Je suis fauché."
"I'm {{c::italian}}.","Je suis italienne."
