"English","French"
"She rarely {{c::stays}} home on sunday.","Elle reste rarement à la maison le dimanche."
"The accident {{c::resulted}} from his carelessness.","L'accident est dû à son imprudence."
"He is in my favor.","Il est dans mes petits {{c::papiers}}."
"He's in my good books.","Il est dans mes petits {{c::papiers}}."
"They give their children allowances.","Ils {{c::donnent}} de l'argent de poche à leurs enfants."
"Every door in the house is locked.","Toutes les portes de la maison sont {{c::fermées}}."
"{{c::fred}} kicked a ball.","Fred a tapé dans la balle."
"Thank you for helping me carry my {{c::suitcases}}.","Merci de m'aider à porter mes valises."
"I owe him a debt.","J'ai une {{c::dette}} à son égard."
"{{c::helen}} always keeps her room clean.","La chambre d'helen est toujours propre."
"{{c::fred}} is always telling lies.","Fred ment tout le temps."
"Not knowing what to do, i asked for help.","Ne {{c::sachant}} pas quoi faire, j'ai demandé de l'aide."
"He is shaking like a {{c::leaf}}.","Il tremble comme une feuille."
"From kate's point of view, he works too much.","Du point de vue de {{c::kate}}, il travaille trop."
"Horses don't like flies, do they?","Les chevaux n'aiment pas les {{c::mouches}}, n'est-ce pas ?"
"Nothing {{c::lasts}} forever.","Rien ne dure pour toujours."
"My heart stopped {{c::beating}}.","Mon cœur s'est arrêté de battre."
"Tom {{c::collapsed}} on the floor.","Tom s'effondra au sol."
"We have lots of important things to do.","Nous avons beaucoup de choses {{c::importantes}} à faire."
"Thank you for helping me reach my goals.","Merci de m'aider à atteindre mes {{c::objectifs}}."
"Tom caught a whole string of fish.","Tom a attrapé toute une {{c::série}} de poissons."
"I bought her some drinks.","Je lui ai payé quelques {{c::verres}}."
"Thousands of people were there.","Des {{c::milliers}} de gens étaient présents."
"Who gave the command?","Qui a donné {{c::l'ordre}} ?"
"He works in the fields.","Il travaille aux {{c::champs}}."
"Philosophy is often {{c::regarded}} as difficult.","La philosophie est considérée comme difficile."
"You need to be {{c::firm}}.","Vous devez être ferme."
"What'll you give tom for christmas?","{{c::qu'allez-vous}} offrir à tom pour noël ?"
"Tom doesn't believe the {{c::rumors}} about mary.","Tom ne croit pas les rumeurs sur mary."
"Tom doesn't believe the rumors about mary.","Tom ne croit pas les {{c::rumeurs}} sur mary."
"Kabylie is a country in its own right.","La kabylie est un pays à part {{c::entière}}."
"He won a gold medal.","Il a gagné une {{c::médaille}} d'or."
"He stole a {{c::glance}} at the girl.","Il jeta un coup d'œil à la fille."
"How many {{c::cups}} of coffee do you drink a day?","Combien de tasses de café buvez-vous par jour ?"
"The {{c::wages}} of sin is death.","Le salaire du péché, c'est la mort."
"This {{c::route}} will take you to the station.","Ce chemin te conduira à la gare."
"It's not fair to you.","Ce n'est pas juste {{c::envers}} toi."
"I think tom and john are identical twins.","Je pense que tom et jean sont de {{c::vrais}} jumeaux."
"I've called an ambulance.","J'ai appelé une {{c::ambulance}}."
"Work is considered a duty.","Le travail est {{c::considéré}} comme un devoir."
"There is no shortage of ideas.","Ce ne sont pas les idées qui {{c::manquent}}."
"I tried to {{c::remove}} all doubt.","J'ai essayé de lever tous les doutes."
"You're supposed to be helping them.","Vous êtes {{c::supposés}} les aider."
"There is no {{c::factory}} in this village.","Il n'y a pas d'usine dans ce village."
"Where did you stop?","Où est-ce que vous vous êtes {{c::arrêtés}} ?"
"He wanted an economy car.","Il voulait une voiture {{c::économique}}."
"I've just put new {{c::sheets}} on my bed.","Je viens de mettre de nouveaux draps sur mon lit."
"How is the word {{c::pronounced}}?","Comment se prononce le mot ?"
"This sentence {{c::consists}} of seven words.","Cette phrase est formée de sept mots."
"Do you think tom will reach the top of the mountain?","Penses-tu que tom va {{c::atteindre}} le sommet de la montagne ?"
"We didn't go all the way.","Nous ne sommes pas allés {{c::jusqu'au}} bout."
"Hell is other people.","{{c::l'enfer}}, c'est les autres."
"He succeeded in the examination at his first attempt.","Il a réussi l'examen à la première {{c::tentative}}."
"I think he has something to do with that {{c::scandal}}.","Je crois qu'il est impliqué dans ce scandale."
"I think he has something to do with that scandal.","Je crois qu'il est impliqué dans ce {{c::scandale}}."
"The climate is {{c::mild}} in this country.","Le climat est doux dans ce pays."
"He made it clear that the trip will cost 300 {{c::euros}}.","Il a précisé que le voyage coûtera 300 euros."
"The ship was at the mercy of the {{c::waves}}.","Le bateau était à la merci des vagues."
"The boat was at the mercy of the {{c::waves}}.","Le bateau était à la merci des vagues."
"They didn't {{c::chop}} any trees down.","Ils n'ont pas abattu d'arbre."
"They haven't {{c::chopped}} any trees down.","Ils n'ont pas abattu d'arbre."
"Tom is {{c::repairing}} his bike.","Tom répare son vélo."
"She's online; what do i do?","Elle est en ligne {{c::;}} qu'est-ce que je fais ?"
"We voted for the candidate.","Nous avons voté pour le {{c::candidat}}."
"Mr {{c::smith}} is in charge of the class.","M. smith est chargé de cette classe."
"He {{c::dug}} a hole in the garden.","Il a creusé un trou dans le jardin."
"Who {{c::created}} this group?","Qui a créé ce groupe?"
"She speaks loudly.","Elle parle à {{c::haute}} voix."
"Now i'd like to talk for a bit about the european {{c::union}}.","Maintenant je veux un peu parler de l'union européenne."
"You've got to be {{c::bold}}!","Vous devez être audacieux !"
"You've got to be {{c::bold}}!","Vous devez être intrépide !"
"The talks will deal with the problem of {{c::pollution}}.","Les discussions traiteront du problème de la pollution."
"This book deals with life in the united {{c::kingdom}}.","Ce livre traite de la vie au royaume-uni."
"My family had many {{c::debts}}.","Ma famille avait beaucoup de dettes."
"My family had many debts.","Ma famille avait beaucoup de {{c::dettes}}."
"There are many ways to translate {{c::texts}}.","Il existe de nombreuses manières de traduire des textes."
"I have an {{c::electric}} guitar.","J'ai une guitare électrique."
"He had a good look at the {{c::papers}}.","Il regarda attentivement les papiers."
"Everyone {{c::praised}} her.","Tout le monde l'a félicitée."
"Tom was ready to jump.","Tom était prêt à se {{c::lancer}}."
"How's the project going?","Comment se {{c::déroule}} le projet ?"
"Tomorrow is the last day of school!","Demain est la dernière journée {{c::d'école}} !"
"This is for you.","C'est pour {{c::ton}} bien."
"This is for your own good.","C'est pour {{c::ton}} bien."
"My wife keeps the household accounts.","Ma femme tient les {{c::comptes}} de la maison."
"How long have you been living here?","Depuis combien de temps {{c::vivez-vous}} ici ?"
"How long have you lived here?","Depuis combien de temps {{c::vivez-vous}} ici ?"
"Is that correct, ma'am?","Est-ce que c'est correct, {{c::madame}} ?"
"I love the taste of {{c::mushrooms}}.","J'adore le goût des champignons."
"I will {{c::measure}} your blood pressure.","Je vais mesurer votre pression artérielle."
"{{c::susan}} is a good cook.","Susan est bonne cuisinière."
"The united states is a republic, the united {{c::kingdom}} is not.","Les états-unis sont une république, pas le royaume-uni."
"That's all there is.","C'est tout ce {{c::qu'il}} y a."
"As far as i know, such a function doesn't exist.","Autant que je sache, une telle {{c::fonction}} n'existe pas."
"Who {{c::created}} tatoeba?","Qui a créé tatoeba ?"
"He is leaving {{c::chicago}} tomorrow.","Il quittera chicago demain."
"He learned how to raise {{c::cattle}}.","Il a appris à élever du bétail."
"A {{c::crocodile}} ate a dog.","Un crocodile mangea un chien."
"People aren't all the same.","Les gens ne sont pas tous les {{c::mêmes}}."
"Turkey has blocked access to {{c::twitter}}.","La turquie a bloqué l'accès à twitter."
