"English","French"
"The alarm clock is ringing.","Le {{1::réveil}} sonne."
"Turn down the volume.","Baisse le {{1::volume}}."
"Turn the volume down.","Baisse le {{1::volume}}."
"Do you {{1::honestly}} believe that?","Le croyez-vous honnêtement ?"
"The {{1::soldier}} ran.","Le soldat courut."
"The soldier ran.","Le {{1::soldat}} courut."
"I don't have to listen to this.","Je n'ai pas à {{1::écouter}} ça."
"{{1::fill}} out the form.","Remplissez le formulaire."
"Fill out the form.","{{1::remplissez}} le formulaire."
"Open the {{1::hood}}.","Ouvrez le capot."
"Let's {{1::plug}} up the hole.","Bouchons le trou."
"Hand me the {{1::hammer}}.","Passe-moi le marteau."
"Hand me the hammer.","Passe-moi le {{1::marteau}}."
"Empty the {{1::trunk}}.","Videz le coffre."
"I {{1::tied}} tom up.","J'ai ligoté tom."
"The river is dangerous.","Le {{1::fleuve}} est dangereux."
"I don't want to throw that away.","Je ne veux pas {{1::jeter}} ça."
"The danger is minimal.","Le danger est {{1::minimum}}."
"Watch the {{1::prisoner}}.","Surveille le prisonnier."
"The {{1::curtain}} fell.","Le rideau est tombé."
"The curtain fell.","Le {{1::rideau}} est tombé."
"Let's wait for another 5 {{1::minutes}}.","Attendons 5 minutes de plus."
"Let's wait for another 5 minutes.","{{1::attendons}} 5 minutes de plus."
"Let's read the {{1::text}}.","Lisons le texte."
"What did you promise to do?","{{1::qu'avez-vous}} promis de faire ?"
"I just kept my mouth shut.","Je me suis {{1::simplement}} tu."
"Death is certain.","La mort est {{1::certaine}}."
"Let's learn hungarian.","{{1::apprenons}} le hongrois."
"I liked it a lot!","Je l'ai beaucoup {{1::apprécié}} !"
"The room is light.","La chambre est {{1::claire}}."
"The vehicle is stolen.","Le {{1::véhicule}} est volé."
"I've {{1::taken}} care of everything.","Je me suis occupé de tout."
"The {{1::coal}} is burning.","Le charbon brûle."
"The coal is burning.","Le {{1::charbon}} brûle."
"Use berber.","{{1::utilisez}} le berbère."
"I don't want to sign that.","Je ne veux pas {{1::signer}} ça."
"Tom isn't like you.","Tom ne te {{1::ressemble}} pas."
"He {{1::advised}} us against doing it.","Il nous déconseilla de le faire."
"You're the teacher.","C'est vous {{1::l'instituteur}}."
"Can you understand finnish?","Comprends-tu le {{1::finnois}} ?"
"The {{1::heater}} is broken.","Le chauffage est cassé."
"The {{1::monkey}} came down.","Le singe descendit."
"Unemployment is rising.","Le {{1::chômage}} augmente."
"The soldier ran.","Le soldat {{1::courait}}."
"Get your ass in {{1::gear}}!","Magne-toi le cul !"
"Move your {{1::ass}}!","Bouge-toi le cul !"
"The {{1::river}} is beautiful.","La rivière est belle."
"The river is beautiful.","La {{1::rivière}} est belle."
"Move your {{1::ass}}!","Bougez-vous le cul !"
"I opened the {{1::drawer}}.","J'ouvris le tiroir."
"Hand me the {{1::hammer}}.","Passez-moi le marteau."
"Kill the {{1::dragon}}.","Tue le dragon."
"The {{1::fridge}} is empty.","Le réfrigérateur est vide."
"The fridge is empty.","Le {{1::réfrigérateur}} est vide."
"Put the {{1::rifle}} down.","Posez le fusil."
"{{1::suicide}} is dangerous.","Le suicide est dangereux."
"Suicide is dangerous.","Le {{1::suicide}} est dangereux."
"The {{1::butterfly}} flew.","Le papillon vola."
"Breakfast is {{1::served}}.","Le petit-déjeuner est servi."
"Breakfast is served.","Le petit-déjeuner est {{1::servi}}."
"{{1::lead}} is dangerous.","Le plomb est dangereux."
"The air {{1::conditioner}} is broken.","Le climatiseur est cassé."
"I could be next.","Je pourrais être le {{1::prochain}}."
"{{1::queue}} up!","Faites la queue !"
"Stand in the {{1::queue}}.","Faites la queue."
"Sugar is sweet.","Le sucre est {{1::sucré}}."
"That's {{1::none}} of your business.","Cela ne vous regarde pas."
"This is {{1::none}} of your business.","Cela ne vous regarde pas."
"He knows the way.","Il {{1::connait}} le chemin."
"I love {{1::hiking}}.","J'adore la marche."
"I'm not {{1::allowed}} to go outside.","Je n'ai pas le droit de sortir."
"I am {{1::doubtful}} whether he will come.","Je doute qu'il vienne."
"I am doubtful whether he will come.","Je doute qu'il {{1::vienne}}."
"I {{1::doubt}} if he will come.","Je doute qu'il vienne."
"I doubt if he will come.","Je doute qu'il {{1::vienne}}."
"You're the teacher.","C'est vous {{1::l'enseignant}}."
"The {{1::customer}} is always right.","Le client est roi."
"I thought her very {{1::clever}}.","Je la croyais très intelligente."
"No other way.","Impossible de faire {{1::autrement}}."
"Kill the {{1::dragon}}.","Tuez le dragon."
"Tom doesn't see you.","Tom ne te {{1::voit}} pas."
"He let her go.","Il la {{1::laissa}} partir."
"The {{1::fridge}} is empty.","Le frigo est vide."
"The fridge is empty.","Le {{1::frigo}} est vide."
"The {{1::monkey}} got away.","Le singe s'échappa."
"The {{1::bar}} is closed.","Le bar est fermé."
"The bar is closed.","Le {{1::bar}} est fermé."
"{{1::you've}} got to do this.","Tu dois le faire."
"I {{1::demand}} the truth.","J'exige la vérité."
"The report is {{1::incorrect}}.","Le rapport est incorrect."
"The lake is {{1::frozen}}.","Le lac est gelé."
"I can't {{1::imagine}} that.","Je ne peux pas me l'imaginer."
"The {{1::calendar}} interests her.","Le calendrier l'intéresse."
"The {{1::butterfly}} flew.","Le papillon volait."
"The {{1::tap}} is off.","Le robinet est fermé."
"The tap is off.","Le {{1::robinet}} est fermé."
"The reason is clear.","La raison est {{1::claire}}."
"The folder is empty.","Le {{1::dossier}} est vide."
"Tom's {{1::dad}} is cool.","Le père de tom est cool."
"Tom's dad is cool.","Le père de tom est {{1::cool}}."
