"English","French"
"He pushed me gently.","Il m'a {{1::gentiment}} poussé."
"{{1::loosen}} up.","Du calme !"
"Tom showed interest in the plan.","Tom montra un {{1::intérêt}} pour le plan."
"The ship will call at {{1::yokohama}}.","Le navire fera escale à yokohama."
"This job doesn't require a lot of experience.","Ce travail ne {{1::nécessite}} pas beaucoup d'expérience."
"Those shoes have been {{1::reduced}}.","Le prix de ces souliers a été réduit."
"His {{1::career}} is on the line.","Sa carrière est en jeu."
"His career is on the line.","Sa {{1::carrière}} est en jeu."
"Women like colorful umbrellas.","Les femmes aiment les {{1::parapluies}} de couleur."
"Women like colourful umbrellas.","Les femmes aiment les {{1::parapluies}} de couleur."
"I didn't know tom saw me leaving early.","Je ne savais pas que tom {{1::m'avait}} vu partir tôt."
"He hit on a {{1::splendid}} idea.","Il a trouvé une excellente idée."
"May i have everyone's attention, please?","Puis-je avoir {{1::l'attention}} de tout le monde, je vous prie ?"
"Please ask tom to leave.","S'il te {{1::plait}}, demande à tom de partir."
"We have the right to bear arms.","Nous avons le droit de porter des {{1::armes}}."
"One of my teeth hurts.","Une de mes {{1::dents}} me fait mal."
"Western sahara has {{1::resources}}.","Le sahara occidental a des ressources."
"He {{1::carries}} a bag on his back.","Il porte un sac sur le dos."
"Mary is moderately attractive.","Marie est {{1::relativement}} jolie."
"She was on the {{1::verge}} of killing herself.","Elle était sur le point de se tuer."
"Do you have ten euro bills?","Avez-vous des billets de dix {{1::euros}} ?"
"Tokyo is bigger than {{1::yokohama}}.","Tokyo est plus grande que yokohama."
"The temperature is just above freezing.","La température est {{1::située}} juste au-dessus de zéro."
"The sun was {{1::hidden}} suddenly by dark clouds.","Soudain, de sombres nuages cachèrent le soleil."
"Tom lied to the cops.","Tom a menti aux {{1::policiers}}."
"Tom refused to take part in the game.","Tom refusa {{1::d'entrer}} dans la partie."
"What {{1::parts}} of the city have to be visited?","Quelles parties de la ville faut-il visiter ?"
"Gold is {{1::heavier}} than silver.","L'or est plus lourd que l'argent."
"You'd be the one to know.","Vous seriez celui qui le {{1::saurait}}."
"I had a {{1::hunch}} something pleasant was going to happen.","Je pressentis que quelque chose de plaisant allait arriver."
"Not knowing what to do, i did nothing.","Ne {{1::sachant}} pas quoi faire, je n'ai rien fait."
"I'm no use to anyone.","Je ne suis d'aucune {{1::utilité}} à qui que ce soit."
"Tears fell down her {{1::cheeks}}.","Des larmes tombèrent de ses joues."
"You're still alive.","Vous êtes toujours {{1::vivants}}."
"I felt my heart beating {{1::rapidly}}.","Je sentais mon cœur battre rapidement."
"The government is trying to {{1::develop}} solar energy.","Le gouvernement essaie de développer l'énergie solaire."
"Water is {{1::heavier}} than oil.","L'eau est plus lourde que l'huile."
"The wind ripped the roof off our building.","Le vent a arraché le toit de notre {{1::immeuble}}."
"Algeria has oil.","L'algérie a du {{1::pétrole}}."
"The website is down.","Le site {{1::web}} est par terre."
"I lost a {{1::sock}}.","J'ai perdu une chaussette."
"You'd be the one to know.","Vous seriez celle qui le {{1::saurait}}."
"My team {{1::consists}} of ten people.","Mon équipe est composée de dix personnes."
"Everyone listened {{1::politely}}.","Tout le monde a écouté poliment."
"Everyone listened politely.","Tout le monde a écouté {{1::poliment}}."
"The rumor was not {{1::based}} on facts.","La rumeur ne reposait pas sur des faits."
"None of the passengers were wearing seat {{1::belts}}.","Aucun des passagers ne portait de ceinture de sécurité."
"The rainy season has set in.","La saison des {{1::pluies}} a commencé."
"{{1::c}}an you program in {{1::c}}?","Arrives-tu à programmer en c ?"
"The road wound through the {{1::fields}}.","La route serpentait à travers champs."
"It's {{1::nicer}} to be honest than to lie.","Il est plus agréable d'être honnête que de mentir."
"I live in a {{1::relatively}} safe neighborhood.","Je vis dans un quartier relativement sûr."
"Your joy is {{1::visible}}.","Ta joie est visible."
"Are you older than {{1::eighteen}} years old?","Est-ce que tu as plus de dix-huit ans ?"
"I wish you'd never been born.","J'aimerais que vous ne soyez jamais {{1::nés}}."
"Children go from school to home.","Les enfants se {{1::rendent}} de l'école à la maison."
"I had to walk because there were no {{1::taxis}}.","Je dus marcher car il n'y avait pas de taxis."
"I have connections in the government.","J'ai des {{1::relations}} dans le gouvernement."
"We still have a few left.","Nous en avons quelques {{1::uns}} de reste."
"We still have a few left.","Nous en avons quelques {{1::unes}} de reste."
"Greece has many tourist {{1::islands}}.","La grèce compte de nombreuses îles touristiques."
