"English","French"
"I've only been here for a month.","Je ne suis ici que depuis un {{c::mois}}."
"We should be proud of ourselves.","Nous devrions {{c::êtres}} fiers de nous."
"We need a {{c::strategy}}.","Il nous faut une stratégie."
"Are they a couple?","Sont-ils un {{c::couple}} ?"
"You must practice grammar.","Il vous faut {{c::pratiquer}} la grammaire."
"The crowd is growing {{c::larger}} and {{c::larger}}.","La foule s'agrandit de plus en plus."
"This {{c::applies}} to your case as well.","Cela s'applique aussi à vous."
"This applies to your case as well.","Cela {{c::s'applique}} aussi à vous."
"I really don't like apple {{c::products}}.","Je n'aime pas vraiment les produits d'apple."
"I got a lot of mail this morning.","Ce matin j'ai beaucoup de {{c::courrier}}."
"I {{c::provide}} for the needs of my family.","Je subviens aux besoins de ma famille."
"{{c::plant}} a tree.","Plante un arbre."
"Plant a tree.","{{c::plante}} un arbre."
"Now is the time when we must work together.","Le moment est venu de travailler {{c::ensemble}}."
"The weather is turning nasty.","Le temps devient {{c::désagréable}}."
"Change {{c::buses}} at that stop.","Change de bus à cet arrêt."
"Do you know what the {{c::population}} of boston is?","Sais-tu quelle est la population de boston ?"
"Do you know what the population of boston is?","Sais-tu quelle est la {{c::population}} de boston ?"
"How many firemen were there?","Combien de {{c::pompiers}} y avait-il ?"
"I used to drink beer.","J'avais pour {{c::habitude}} de boire de la bière."
"There were no radios in those times.","Il n'y avait pas de radio à {{c::l'époque}}."
"The meeting was canceled.","La rencontre a été {{c::annulée}}."
"Do you know what the population of boston is?","Savez-vous quelle est la {{c::population}} de boston ?"
"I'm from another planet.","Je viens d'une autre {{c::planète}}."
"This is a hundred {{c::dollar}} bill.","C'est un billet de cent dollars."
"There are no flowers growing on {{c::mars}}.","Il ne pousse pas de fleurs sur mars."
"Did you like the {{c::quality}}?","Vous avez aimé la qualité ?"
"Hand me a {{c::tissue}}.","Donnez-moi un mouchoir."
"Hand me a tissue.","Donnez-moi un {{c::mouchoir}}."
"{{c::hatred}} has its place.","La haine a sa place."
"I'm not really big on {{c::curry}}.","Je suis pas vraiment fana du curry."
"They live near the school.","Ils {{c::habitent}} près de l'école."
"I think it's a brilliant idea.","Je pense que c'est une idée {{c::géniale}}."
"I need a coat.","Il me faut un {{c::manteau}}."
"He entered {{c::junior}} high school.","Il est entré au collège."
"He entered junior high school.","Il est entré au {{c::collège}}."
"Pick a number.","{{c::choisissez}} un nombre !"
"He seemed unconscious of my {{c::presence}}.","Il ne semblait pas conscient de ma présence."
"I don't need anyone {{c::except}} you.","Je n'ai besoin de personne à part toi."
"I see {{c::silver}}, but i don't see gold.","Je vois de l'argent mais je ne vois pas d'or."
"That's {{c::precisely}} what i meant.","C'est précisément ce que je voulais dire."
"I'm keeping an eye on you.","Je garde un {{c::œil}} sur toi."
"{{c::plant}} a tree.","Plantez un arbre."
"Who are the enemies of the {{c::youth}}?","Qui sont les ennemis de la jeunesse ?"
"I must {{c::decline}}.","Il me faut décliner."
"What else do you plan to do?","Que {{c::comptes-tu}} faire d'autre ?"
"I'm just an {{c::average}} girl.","Je suis juste une fille normale."
"Turn {{c::toward}} me, please.","Tournez-vous vers moi, je vous prie."
"The {{c::tire}} on my bicycle is flat.","Le pneu de mon vélo est à plat."
"The {{c::expense}} will fall on him.","La dépense lui incombera."
"How much time did we lose?","Combien de temps {{c::a-t-on}} perdu ?"
"I {{c::gather}} you were hurt.","Je conclus que vous avez été blessé."
"I sincerely apologize.","Je présente mes {{c::sincères}} excuses."
"I pay my own way.","Je paie mes propres {{c::dettes}}."
"I don't speak to you because of your wife.","Je ne vous parle pas à cause de votre {{c::épouse}}."
"I have {{c::rights}}.","J'ai des droits."
"I have rights.","J'ai des {{c::droits}}."
"I regret not having done that {{c::earlier}}.","Je regrette de ne pas l'avoir fait plus tôt."
"I have {{c::standards}}.","J'ai des principes."
"I have standards.","J'ai des {{c::principes}}."
"Do you {{c::subscribe}} to any magazines?","Êtes-vous abonné à de quelconques magazines ?"
"What's the horse's name?","Comment {{c::s'appelle}} le cheval ?"
"I think that you are twenty years old.","Je pense que vous avez {{c::vingt}} ans."
"He was {{c::sentenced}} to prison.","Il a été condamné à la prison."
"You didn't {{c::practise}} enough.","Tu ne t'es pas suffisamment entraîné."
"Don't {{c::snack}} between meals.","Ne grignotez pas entre les repas."
"I have {{c::wishes}}.","J'ai des souhaits."
"The price is three hundred dollars.","Le prix est de trois {{c::cents}} dollars."
"How high is mt. {{c::fuji}}?","De quelle hauteur est le mont fuji ?"
"The dog is sitting by the {{c::bowl}}.","Le chien est assis près de l'écuelle."
"Tom greeted us {{c::warmly}}.","Tom nous accueillit chaleureusement."
"Bread is made from {{c::wheat}}.","Le pain est fait à partir de blé."
"I {{c::gather}} you were hurt.","Je conclus que vous avez été blessée."
"It is {{c::located}} near the church.","Il se situe à proximité de l'église."
"I have {{c::standards}}.","J'ai des critères."
"I {{c::gather}} you were hurt.","Je conclus que vous avez été blessés."
"I have {{c::standards}}.","J'ai des étendards."
"They should talk to tom.","Ils {{c::devraient}} parler à tom."
"Go and talk to tom.","{{c::vas-y}} et parle à tom."
"He is a teacher and {{c::novelist}}.","Il est professeur et romancier."
"Don't leave empty-handed.","Ne pars pas les mains {{c::vides}}."
"{{c::labor}} is a necessary evil.","Le travail est un mal nécessaire."
"They have to drink water.","Ils {{c::doivent}} boire de l'eau."
"She {{c::forgave}} him.","Elle lui a pardonné."
"We should have done it.","Nous {{c::aurions}} dû le faire."
"I need a {{c::tissue}}.","Il me faut un mouchoir."
"I must go alone.","Il faut que je m'y {{c::rende}} seul."
"My {{c::wife's}} trying to sleep.","Ma femme essaye de dormir."
"The earthquake smashed everything.","Le tremblement de terre a tout {{c::détruit}}."
"I need a calendar.","Il me faut un {{c::calendrier}}."
"I need a {{c::helmet}}.","Il me faut un casque."
"I like having people around me.","J'aime être {{c::entouré}} de gens."
"I need a {{c::crew}}.","Il me faut un équipage."
"Do you see a book?","Voyez-vous un {{c::ouvrage}} ?"
"Tom was given a {{c::medal}}.","Tom a reçu une médaille."
"Tom was given a medal.","Tom a reçu une {{c::médaille}}."
"One {{c::learns}} by one's mistakes.","On apprend de ses erreurs."
"Life is full of {{c::confusing}} things.","La vie est pleine de choses déroutantes."
"Don't let {{c::opportunities}} pass by.","Ne laisse pas filer les occasions."
"He didn't die in vain.","Il n'est pas mort en {{c::vain}}."
