"English","French"
"I don't have a {{1::boyfriend}}.","Je n'ai pas de petit copain."
"I don't have a boyfriend.","Je n'ai pas de petit {{1::copain}}."
"Yes, i have {{1::insurance}}.","Oui, je suis assuré."
"Yes, i have insurance.","Oui, je suis {{1::assuré}}."
"Don't put on {{1::weight}}.","Ne deviens pas gros."
"I want to go.","Je veux y {{1::aller}}."
"I want to go there.","Je veux y {{1::aller}}."
"I {{1::wanna}} go!","Je veux y aller !"
"I wanna go!","Je veux y {{1::aller}} !"
"I {{1::wanna}} go.","Je veux y aller !"
"Give tom some water.","{{1::donne}} de l'eau à tom."
"He is an army {{1::officer}}.","Il est officier de l'armée."
"I don't have to listen to you.","Je n'ai pas à vous {{1::écouter}}."
"{{1::danger}}. keep out!","Danger. ne pas entrer !"
"Danger. keep out!","{{1::danger}}. ne pas entrer !"
"I'm happy today.","Je suis content {{1::aujourd’hui}}."
"It's time to do it.","C'est {{1::l'heure}} de le faire."
"I fight {{1::badly}}.","Je me bats mal."
"He is {{1::eager}} to become famous.","Il est avide de gloire."
"Did you not hurt yourself?","Ne {{1::t'es-tu}} pas blessé ?"
"What does the sign say?","Que dit le {{1::panneau}} ?"
"I don't want to shoot you.","Je ne veux pas vous {{1::descendre}}."
"I became a {{1::director}}.","Je suis devenu directeur."
"I became a director.","Je suis devenu {{1::directeur}}."
"I don't want to marry you.","Je ne veux pas vous {{1::épouser}}."
"I don't want to bring your {{1::hopes}} down.","Je ne veux pas vous décevoir."
"He {{1::asked}} about you.","Il s'est enquis de vous."
"I happened {{1::upon}} it.","Je suis tombée dessus."
"I'm truly sorry.","Je suis {{1::sincèrement}} désolée."
"I don't want to {{1::offend}} you.","Je ne veux pas vous offenser."
"I'm sometimes {{1::careless}}.","Je suis parfois négligent."
"I'm home, {{1::mom}}!","Je suis rentré, maman !"
"That's your {{1::responsibility}}.","C'est de votre responsabilité."
"That's your responsibility.","C'est de votre {{1::responsabilité}}."
"{{1::wednesday}} i am free.","Mercredi je suis libre."
"Wednesday i am free.","{{1::mercredi}} je suis libre."
"I'm tired of writing.","Je suis fatiguée {{1::d'écrire}}."
"I am busy today.","Je suis occupée {{1::aujourd’hui}}."
"I'm tired of studying.","Je suis fatiguée {{1::d'étudier}}."
"I haven't heard any complaints.","Je n'ai pas entendu de {{1::plaintes}}."
"Warm {{1::greetings}}!","Bien le bonjour !"
"I don't have an {{1::older}} sister.","Je n'ai pas de sœur aînée."
"I don't have an older sister.","Je n'ai pas de sœur {{1::aînée}}."
"The {{1::elevator}} isn't working.","L'ascenseur ne marche pas."
"The elevator isn't working.","{{1::l'ascenseur}} ne marche pas."
"I don't have a {{1::cellphone}}.","Je n'ai pas de téléphone mobile."
"I don't have a cellphone.","Je n'ai pas de téléphone {{1::mobile}}."
"I don't have a girlfriend.","Je n'ai pas de petite {{1::copine}}."
"That all {{1::you've}} got?","C'est tout ?"
"I don't have a {{1::cellphone}}.","Je n'ai pas de téléphone cellulaire."
"Hello, this is {{1::mike}}.","Bonjour, je suis mike."
"Hello, this is mike.","Bonjour, je suis {{1::mike}}."
"Hello, i'm {{1::mike}}.","Bonjour, je suis mike."
"Hello, i'm mike.","Bonjour, je suis {{1::mike}}."
"I felt lonely.","Je me {{1::sentais}} seul."
"I have an open mind.","Je suis ouvert {{1::d'esprit}}."
"I'm open-minded.","Je suis ouvert {{1::d'esprit}}."
"I can love.","Je suis capable {{1::d'amour}}."
"Aren't you and i friends?","Ne {{1::sommes-nous}} pas amies ?"
"The {{1::clock}} does not run.","L'horloge ne marche pas."
"The clock does not run.","{{1::l'horloge}} ne marche pas."
"The watch doesn't work.","{{1::l'horloge}} ne marche pas."
"He is not wrong.","Il n'a pas {{1::tort}}."
"I was alone.","Je me {{1::trouvais}} seul."
"I'm on the {{1::road}}.","Je suis sur la route."
"I'm on the road.","Je suis sur la {{1::route}}."
"Hello, i am {{1::nancy}}.","Bonjour, je suis nancy !"
"Hello, i am nancy.","Bonjour, je suis {{1::nancy}} !"
"Hello, i am {{1::nancy}}.","Bonjour, je suis nancy."
"Hello, i am nancy.","Bonjour, je suis {{1::nancy}}."
"Hello, i'm {{1::nancy}}.","Bonjour, je suis nancy."
"Hello, i'm nancy.","Bonjour, je suis {{1::nancy}}."
"I haven't eaten {{1::rice}}.","Je n'ai pas mangé de riz."
"I haven't eaten rice.","Je n'ai pas mangé de {{1::riz}}."
"I didn't eat {{1::rice}}.","Je n'ai pas mangé de riz."
"I didn't eat rice.","Je n'ai pas mangé de {{1::riz}}."
"I'm a beginner, too.","Je suis également {{1::débutant}}."
"Don't {{1::interfere}}.","Ne t'en mêle pas !"
"Do not {{1::interfere}}!","Ne t'en mêle pas !"
"I'm not forcing you.","Je ne vous y {{1::force}} pas."
"I'm {{1::awfully}} tired.","Je suis terriblement fatiguée."
"I got no answer.","Je n'ai pas {{1::obtenu}} de réponse."
"The {{1::lift}} is out of order.","L'ascenseur ne fonctionne pas."
"The lift is out of order.","{{1::l'ascenseur}} ne fonctionne pas."
"{{1::whatever}}!","Puisqu'il le dit !"
"We want tom.","Nous {{1::voulons}} tom."
