"English","French"
"I'm not the {{c::father}}!","Je ne suis pas le père !"
"I'm not the father!","Je ne suis pas le {{c::père}} !"
"No need to {{c::introduce}} yourself.","Pas besoin de vous présenter."
"No need to introduce yourself.","Pas besoin de vous {{c::présenter}}."
"I refuse to allow this.","Je refuse de {{c::permettre}} ça."
"Tom doesn't have a home.","Tom {{c::n'a}} pas de maison."
"I speak of my friend.","Je parle de mon {{c::amie}}."
"I'm talking about my friend.","Je parle de mon {{c::amie}}."
"He's got no {{c::balls}}.","Il n’a pas de couilles."
"There is no {{c::god}}.","Il n'existe pas de divinité."
"Tom talked about boston.","Tom {{c::parla}} de boston."
"Tom kept reading.","Tom {{c::continua}} de lire."
"That isn't {{c::happening}}!","Cela n'arrivera pas !"
"That's not {{c::happening}}!","Cela n'arrivera pas !"
"I'm not the {{c::only}} one.","Je ne suis pas le seul."
"Tom {{c::lacks}} confidence.","Tom manque de confiance."
"I'm going to take care of everything.","Je vais {{c::m'occuper}} de tout."
"I've got to get to them.","Je dois les {{c::atteindre}}."
"I must warn them.","Je dois les {{c::prévenir}}."
"I don't know what to believe.","Je ne sais que {{c::croire}}."
"{{c::i'd}} help you if i could.","Je t'aiderais si je pouvais."
"They are.","{{c::elles}} le sont."
"They are?","{{c::elles}} le sont ?"
"Ziri is smart.","Ziri a de {{c::l'intelligence}}."
"Ziri is intelligent.","Ziri a de {{c::l'intelligence}}."
"Tom just called.","Tom vient de {{c::téléphoner}}."
"I'm {{c::useless}}.","Je ne sers à rien."
"What were your impressions of tom?","{{c::qu'as-tu}} pensé de tom ?"
"Tom watched {{c::closely}}.","Tom regarda de près."
"Tom just disappeared.","Tom vient de {{c::disparaître}}."
"I don't eat {{c::apples}} anymore.","Je mange plus de pomme."
"I don't eat apples anymore.","Je mange plus de {{c::pomme}}."
"I can prove it to you.","Je peux vous le {{c::prouver}}."
"A christmas {{c::present}}.","Un cadeau de noël."
"A christmas present.","Un {{c::cadeau}} de noël."
"We drink everything.","Nous {{c::buvons}} de tout."
"I saw them.","Je les ai {{c::vus}}."
"I've got {{c::plenty}} of time.","Je dispose de beaucoup de temps."
"I met them.","Je les ai {{c::rencontrés}}."
"Tom tried to sleep.","Tom {{c::essaya}} de dormir."
"I saw them.","Je les ai {{c::vues}}."
"I killed them.","Je les ai {{c::tués}}."
"I have killed them.","Je les ai {{c::tués}}."
"Stop calling me tom.","Arrête de {{c::m'appeler}} tom."
"I'll talk to him about that.","Je lui en {{c::parlerai}}."
"I love him {{c::anyway}}.","Je l'aime tout de même."
"I did surprise them.","Je les ai {{c::surprises}}."
"I make the {{c::rules}}.","Je fais les règles."
"I make the rules.","Je fais les {{c::règles}}."
"I met them.","Je les ai {{c::rencontrées}}."
"I {{c::recognized}} them.","Je les ai reconnus."
"Tom tried to understand.","Tom {{c::tenta}} de comprendre."
"I {{c::recognized}} them.","Je les ai reconnues."
"He loved us.","Il nous {{c::aimait}}."
"I {{c::burned}} them.","Je les ai brûlées."
"I'm at work.","Je suis au {{c::travail}}."
"We couldn't do that.","Nous ne le {{c::pourrions}} pas."
"We couldn't do that.","Nous ne le {{c::pouvions}} pas."
"We don't know him.","Nous ne le {{c::connaissons}} pas."
"I swim in the {{c::summer}}.","En été, je nage."
"Tom {{c::lacks}} patience.","Tom manque de patience."
"Tom lacks patience.","Tom manque de {{c::patience}}."
"It's for you to decide.","C'est à vous de {{c::décider}}."
"That's for you to decide.","C'est à vous de {{c::décider}}."
"Tom {{c::burst}} out laughing.","Tom éclata de rire."
"Tom burst out laughing.","Tom {{c::éclata}} de rire."
"Tom burst into laughter.","Tom {{c::éclata}} de rire."
"Tom just smiled.","Tom {{c::venait}} de rire."
"He advises us.","Il nous {{c::conseille}}."
"He'll help us.","Il nous {{c::aidera}}."
"He doesn't understand you.","Il ne vous {{c::comprend}} pas."
"Think about her.","{{c::pensez}} à elle."
"I'm not the manager.","Je ne suis pas le {{c::patron}}."
"I'm not the boss.","Je ne suis pas le {{c::patron}}."
"Stop calling me tom.","Arrêtez de {{c::m'appeler}} tom."
"I'm {{c::shopping}}.","Je fais les courses."
"I'm shopping.","Je fais les {{c::courses}}."
"I'm not in {{c::charge}}.","Je ne suis pas le responsable."
"It doesn't belong to you.","Il ne vous {{c::appartient}} pas."
"I'm not the only one.","Je ne suis pas la {{c::seule}}."
"It's not us.","Ce {{c::n'est}} pas nous."
"Tom doesn't have a {{c::dad}}.","Tom n'a pas de père."
"Tom doesn't have a dad.","Tom n'a pas de {{c::père}}."
"First, let's talk about tom.","{{c::d'abord}}, parlons de tom."
"You have no life.","Vous {{c::n'avez}} pas de vie."
"I'm {{c::faster}}.","Je suis plus rapide."
"I don't have any more {{c::records}}.","Je n’ai plus de disques."
"I {{c::wish}} you the same.","Je te souhaite de même."
"I wish you the same.","Je te {{c::souhaite}} de même."
"Tom was dying of {{c::thirst}}.","Tom mourait de soif."
"Tom is {{c::jumping}} up and down.","Tom saute de joie."
"Tom is jumping up and down.","Tom {{c::saute}} de joie."
"Do you remember us?","Te {{c::souviens-tu}} de nous ?"
"I'll try to {{c::contact}} tom.","J'essaierai de contacter tom."
"I'll try to {{c::contact}} tom.","J'essayerai de contacter tom."
"What do you think of {{c::war}}?","Que pensez-vous de la guerre ?"
"What do you think of war?","Que pensez-vous de la {{c::guerre}} ?"
"What do you think of {{c::war}}?","Que pensez-vous de la guerre ?"
"What do you think of war?","Que pensez-vous de la {{c::guerre}} ?"
"I'm {{c::beyond}} happy.","Je suis plus qu'heureux."
