"English","French"
"He has a car that has four {{c::doors}}.","Il a une voiture à 4 portes."
"Don't you care about your {{c::education}}?","Votre éducation ne vous intéresse pas ?"
"It's {{c::dishonest}}.","C'est malhonnête."
"The store {{c::closes}} at seven.","Le magasin ferme à 7 heures."
"I'll get my coat.","Je vais chercher mon {{c::manteau}}."
"Tatoeba is a source of {{c::wisdom}}.","Tatoeba est une source de sagesse."
"Tatoeba is a source of wisdom.","Tatoeba est une source de {{c::sagesse}}."
"Tatoeba is a fount of wisdom.","Tatoeba est une source de {{c::sagesse}}."
"Tatoeba is a well of {{c::wisdom}}.","Tatoeba est une source de sagesse."
"Tatoeba is a well of wisdom.","Tatoeba est une source de {{c::sagesse}}."
"I did it a few times.","Je l'ai fait {{c::quelques}} fois."
"Change is the only {{c::constant}}.","Le changement est la seule constante."
"No one {{c::opposed}} the choice.","Personne ne s'opposa à la décision."
"I'm {{c::considering}} going with them.","Je réfléchis à aller avec eux."
"It's not a {{c::disease}}.","Il ne s'agit pas d'une maladie."
"It's not a disease.","Il ne s'agit pas d'une {{c::maladie}}."
"This is {{c::unexpected}}.","C'est inattendu."
"That's {{c::soft}}.","C'est mou."
"The weather was {{c::ideal}}.","Le temps était idéal."
"The weather was ideal.","Le temps était {{c::idéal}}."
"I have to feed my cat.","Je dois {{c::nourrir}} mon chat."
"It's {{c::artificial}}.","C'est artificiel."
"This is {{c::insulting}}.","C'est insultant."
"This is {{c::official}}.","C'est officiel."
"This is {{c::permanent}}.","C'est permanent."
"You didn't tell me everything.","Tu ne {{c::m'as}} pas tout dit."
"I'm not sure that's {{c::suitable}}.","Je ne suis pas sûr que cela convienne."
"That's {{c::gross}}.","C'est immonde."
"She has a good figure.","Elle est bien {{c::faite}}."
"Evening dress is {{c::desired}}.","Une tenue de soirée est souhaitée."
"This is {{c::basic}}.","C'est basique."
"It's {{c::loose}}.","C'est desserré."
"Can she accompany you?","{{c::peut-elle}} vous accompagner ?"
"I want you out of my office.","Je veux que tu {{c::sortes}} de mon bureau."
"Bold as {{c::brass}}.","C'est culotté !"
"I couldn't {{c::contain}} my anger.","Je ne pourrais pas contenir ma colère."
"I couldn't contain my anger.","Je ne pourrais pas {{c::contenir}} ma colère."
"I have many model cars.","J'ai de nombreuses {{c::petites}} voitures."
"You {{c::lack}} imagination.","Vous manquez d'imagination."
"I couldn't control my {{c::anger}}.","Je ne pouvais pas contrôler ma colère."
"He was {{c::sentenced}} to prison.","Il a été condamné à de la prison."
"He was sentenced to prison.","Il a été {{c::condamné}} à de la prison."
"I couldn't contain my anger.","Je ne pouvais pas {{c::contenir}} ma colère."
"I was entirely ignorant of the matter.","{{c::j'ignorais}} tout de cette question."
"What have you done to her?","Que lui {{c::as-tu}} fait ?"
"I can't change these plans.","Je ne peux pas changer ces {{c::plans}}."
"I don't suppose it's going to be {{c::sunny}}.","Je ne crois pas qu'il fera soleil."
"She is on death {{c::row}}.","Elle est dans le couloir de la mort."
"She is on death row.","Elle est dans le {{c::couloir}} de la mort."
"She screamed {{c::bloody}} murder.","Elle hurla à l'assassinat."
"Tom {{c::encouraged}} mary.","Tom encouragea mary."
"I've changed my stance on that.","J'ai changé de {{c::position}} là-dessus."
"He cut off a {{c::slice}} of meat.","Il découpa une tranche de viande."
"Please {{c::don’t}} make so much noise!","Veuillez ne pas faire tant de bruit !"
"I'm not {{c::mentally}} prepared for that.","Je ne suis pas mentalement préparé à cela."
"He cut off a {{c::branch}} of the tree.","Il tailla une branche de l'arbre."
"I will leave it to your {{c::judgement}}.","Je laisse cela à votre jugement."
"May the {{c::lord}} be with you.","Que le seigneur soit avec vous."
"What do you think i did?","Que penses-tu que {{c::j'aie}} fait ?"
"I'm going to have to write some {{c::letters}}.","Je devrai écrire des lettres."
"I cook, but i'm really {{c::crap}} at it.","Je cuisine, mais je suis vraiment mauvais."
"Do you sing in the {{c::choir}}?","Chantez-vous dans la chorale?"
"I'm going to get on the next bus.","Je vais prendre le bus {{c::suivant}}."
"It's a fake one, right?","C'est une {{c::fausse}}, n'est-ce pas ?"
"This is the boy i think about.","Voici le garçon {{c::auquel}} je pense."
"I think these are {{c::genuine}}.","Je pense qu'elles sont authentiques."
"Tom is behind {{c::bars}}.","Tom est derrière les barreaux."
"I don't feel at {{c::ease}} here.","Je ne me sens pas à l'aise ici."
"The lake is very deep.","Le lac est très {{c::profond}}."
"He said he didn't eat meat.","Il a déclaré ne pas {{c::consommer}} de viande."
"This {{c::essay}} is my own.","Cette composition est la mienne."
"I ordered new furniture.","J'ai commandé de nouveaux {{c::meubles}}."
"I've got terrible {{c::toothache}}.","J'ai d'affreux maux de dents."
"Are you with the {{c::fbi}}?","Êtes-vous avec le fbi ?"
"It was handcrafted.","C'était {{c::confectionné}} à la main."
"They don't sell beer here.","Ils ne {{c::vendent}} pas de bière, ici."
"Don't joke about that.","Ne fais pas de {{c::blagues}} à ce sujet."
"He was present at the ceremony.","Il était présent à la {{c::cérémonie}}."
"Do you have school on {{c::saturdays}}?","Vas-tu à l'école le samedi ?"
"I really do just want to go.","Je ne veux vraiment {{c::qu'y}} aller."
"I don't know how to play {{c::chess}}.","Je ne sais pas jouer aux échecs."
"I don't know how to play chess.","Je ne sais pas jouer aux {{c::échecs}}."
"I should get back to my seat.","Je devrais retourner à mon {{c::fauteuil}}."
"Do you have a {{c::recent}} photo of yourself?","Avez-vous une photo récente de vous ?"
"The floor is very {{c::slippery}}.","Le sol est très glissant."
"I'm sure this is a misunderstanding.","Je suis {{c::sure}} que c'est un malentendu."
"The couple has children.","Le {{c::couple}} a des enfants."
"Is your {{c::mum}} at home?","Ta maman est à la maison ?"
"Tom didn't seem very busy.","Tom ne {{c::semblait}} pas très occupé."
"I will teach you to {{c::program}}, but not today.","Je t'apprendrai à programmer mais pas aujourd'hui."
"He speaks arabic.","Il parle en {{c::arabe}}."
"What happened at the beach?","Que {{c::s'est-il}} passé à la plage ?"
"I have known them for many years.","Je les connais depuis de nombreuses {{c::années}}."
"The {{c::silver}} is on the table.","L'argent est sur la table."
"He has no more than one {{c::hundred}} books.","Il n'a pas plus de cent livres."
"This is not a drill.","Ceci n'est pas un {{c::exercice}}."
"This isn't a drill.","Ceci n'est pas un {{c::exercice}}."
"I'll drive you {{c::somewhere}}.","Je te conduirai quelque part."
"Let's sit at the same table.","{{c::asseyons-nous}} à la même table."
"I'll call back in {{c::twenty}} minutes.","Je rappellerai dans vingt minutes."
