"English","French"
"I'm tom's neighbor.","Je suis le {{c::voisin}} de tom."
"I want them alive.","Je les veux {{c::vivants}}."
"I want this dog.","Je veux ce {{c::chien}}."
"I {{c::hurried}} home.","Je filai à la maison."
"I'm going to the {{c::post}} office.","Je vais à la poste."
"I'm going to the post office.","Je vais à la {{c::poste}}."
"I cannot {{c::lift}} him.","Je ne peux le soulever."
"I cannot lift him.","Je ne peux le {{c::soulever}}."
"I'm tom's {{c::cousin}}.","Je suis le cousin de tom."
"I'm tom's cousin.","Je suis le {{c::cousin}} de tom."
"I'm tom's sister.","Je suis la {{c::sœur}} de tom."
"She's the {{c::manager}}.","C'est la gérante."
"I'm tom's {{c::roommate}}.","Je suis le colocataire de tom."
"Tom {{c::needs}} you.","Tom a besoin de vous."
"You aren't tom.","Tu {{c::n'es}} pas tom."
"I go to the {{c::mountain}}.","Je vais à la montagne."
"I go to the mountain.","Je vais à la {{c::montagne}}."
"I'm going to the {{c::bank}}.","Je vais à la banque."
"I'm going to the bank.","Je vais à la {{c::banque}}."
"I know a way.","Je connais un {{c::moyen}}."
"Tom's right.","Tom a {{c::raison}}."
"Tom is {{c::correct}}.","Tom a raison."
"I am going to the swimming {{c::pool}}.","Je vais à la piscine."
"I am going to the swimming pool.","Je vais à la {{c::piscine}}."
"I'm going to the {{c::station}}.","Je vais à la station."
"I'm going to the station.","Je vais à la {{c::station}}."
"I'm all yours.","Je suis {{c::toute}} à vous."
"I know a {{c::priest}}.","Je connais un prêtre."
"I know a priest.","Je connais un {{c::prêtre}}."
"I'm off to the {{c::gym}}.","Je vais à la gym."
"I am going to the {{c::store}}.","Je vais à la supérette."
"I was jealous of you.","J'étais {{c::jalouse}} de vous."
"That won't work!","Ça ne {{c::va}} pas !"
"Something wrong?","Ça ne {{c::va}} pas ?"
"Is something wrong?","Ça ne {{c::va}} pas ?"
"I'm eating a {{c::sandwich}}.","Je mange un sandwich."
"I'm eating a sandwich.","Je mange un {{c::sandwich}}."
"I want {{c::only}} you.","Je ne veux que toi."
"I don't {{c::trust}} you.","Je me méfie de toi."
"I am looking for a {{c::shop}}.","Je cherche un magasin."
"What don't you have?","De quoi ne {{c::disposez-vous}} pas ?"
"He {{c::wants}} to, she doesn't.","Il veut, elle pas."
"He wants to, she doesn't.","Il {{c::veut}}, elle pas."
"I would do it again.","Je le {{c::ferais}} à nouveau."
"What don't you have?","De quoi ne {{c::disposes-tu}} pas ?"
"I'm tom's {{c::neighbor}}.","Je suis la voisine de tom."
"I'm tom's neighbor.","Je suis la {{c::voisine}} de tom."
"I see a {{c::lion}}.","Je vois un lion."
"I see a lion.","Je vois un {{c::lion}}."
"I've got them all.","Je les {{c::ai}} tous."
"I'm tom's fiancée.","Je suis la {{c::fiancée}} de tom."
"I own a computer.","Je {{c::possède}} un ordinateur."
"I'm looking for a job.","Je cherche un {{c::emploi}}."
"I am looking for a job.","Je cherche un {{c::emploi}}."
"I keep a {{c::diary}}.","Je tiens un journal."
"I didn't see tom.","Je n'ai pas {{c::vu}} tom."
"I {{c::haven't}} seen tom.","Je n'ai pas vu tom."
"I haven't seen tom.","Je n'ai pas {{c::vu}} tom."
"I own a {{c::horse}}.","Je possède un cheval."
"Don't make a {{c::noise}}.","Ne fais pas de bruit."
"Don't make a noise.","Ne fais pas de {{c::bruit}}."
"Don't make {{c::noise}}.","Ne fais pas de bruit."
"Don't make noise.","Ne fais pas de {{c::bruit}}."
"I don't have a car anymore.","Je n'ai plus de {{c::voiture}}."
"I expected better of you.","{{c::j'attendais}} mieux de vous."
"I was making a {{c::cake}}.","Je faisais un gâteau."
"I can't wait for her.","Je ne peux la {{c::servir}}."
"I give an {{c::example}}.","Je donne un exemple."
"I give an example.","Je donne un {{c::exemple}}."
"I'm looking for a {{c::wallet}}.","Je cherche un portefeuille."
"I'm looking for a wallet.","Je cherche un {{c::portefeuille}}."
"I'm in a good {{c::mood}}.","Je suis de bonne humeur."
"I'm in a good mood.","Je suis de bonne {{c::humeur}}."
"I {{c::barely}} know him.","Je le connais à peine."
"I barely know him.","Je le connais à {{c::peine}}."
"I {{c::hardly}} know him.","Je le connais à peine."
"I hardly know him.","Je le connais à {{c::peine}}."
"I'm looking for a {{c::sweater}}.","Je cherche un chandail."
"I'm looking for a sweater.","Je cherche un {{c::chandail}}."
"Tom is cold.","Tom a {{c::froid}}."
"I'm looking for a {{c::sweater}}.","Je cherche un pull-over."
"I am reading a {{c::magazine}}.","Je lis un magazine."
"I am reading a magazine.","Je lis un {{c::magazine}}."
"I want this {{c::phone}}.","Je veux ce téléphone."
"I'll call you a {{c::cab}}.","Je t'appellerai un taxi."
"Don't make {{c::mistakes}}!","Ne fais pas de fautes !"
"Don't make mistakes!","Ne fais pas de {{c::fautes}} !"
"Should i call you a {{c::cab}}?","Je t'appelle un taxi ?"
"Should i call you a cab?","Je {{c::t'appelle}} un taxi ?"
"I'll call you a {{c::cab}}.","Je t'appelle un taxi."
"I cannot say.","Je ne {{c::puis}} le dire."
"I'm one of your {{c::students}}.","Je suis de vos élèves."
"I'm one of your students.","Je suis de vos {{c::élèves}}."
"Don't make {{c::faces}}.","Ne fais pas de grimaces !"
"Don't pull {{c::faces}}.","Ne fais pas de grimaces !"
"I'm building a {{c::wall}}.","Je construis un mur."
"I am driving a {{c::truck}}.","Je conduis un camion."
"I drive a {{c::truck}}.","Je conduis un camion."
"I am looking for an {{c::assistant}}.","Je recherche un assistant."
"I am looking for an assistant.","Je recherche un {{c::assistant}}."
