"English","French"
"I {{c::mean}} it.","Je suis sérieux."
"I'm not {{c::bluffing}}.","Je suis sérieux."
"I'm tired.","Je suis {{c::fatiguée}}."
"I am a {{c::student}}.","Je suis étudiant."
"I am a student.","Je suis {{c::étudiant}}."
"I am a {{c::university}} student.","Je suis étudiant."
"I am a university student.","Je suis {{c::étudiant}}."
"I'm a {{c::student}}.","Je suis étudiant."
"I'm a student.","Je suis {{c::étudiant}}."
"I'm a {{c::university}} student.","Je suis étudiant."
"I am a {{c::college}} student.","Je suis étudiant."
"I'm a {{c::college}} student.","Je suis étudiant."
"I'm a {{c::lawyer}}.","Je suis avocat."
"I'm a lawyer.","Je suis {{c::avocat}}."
"I'm an attorney.","Je suis {{c::avocat}}."
"I'm {{c::fast}}.","Je suis rapide."
"I'm fast.","Je suis {{c::rapide}}."
"I'm {{c::married}}.","Je suis marié."
"I'm married.","Je suis {{c::marié}}."
"I'm {{c::quiet}}.","Je suis tranquille."
"I'm quiet.","Je suis {{c::tranquille}}."
"I'm {{c::satisfied}}.","Je suis satisfait."
"I'm satisfied.","Je suis {{c::satisfait}}."
"I'm {{c::careful}}.","Je suis prudent."
"I'm careful.","Je suis {{c::prudent}}."
"I'm {{c::prudent}}.","Je suis prudent."
"I'm prudent.","Je suis {{c::prudent}}."
"I'm back.","Je suis {{c::revenu}}."
"I have {{c::returned}}.","Je suis revenu."
"I have returned.","Je suis {{c::revenu}}."
"I {{c::came}} back.","Je suis revenu."
"I came back.","Je suis {{c::revenu}}."
"I am {{c::chinese}}.","Je suis chinois."
"I am chinese.","Je suis {{c::chinois}}."
"I'm {{c::dead}}.","Je suis morte."
"I'm dead.","Je suis {{c::morte}}."
"I am dead.","Je suis {{c::morte}}."
"I {{c::fell}}.","Je suis tombée."
"I fell.","Je suis {{c::tombée}}."
"I {{c::crashed}}.","Je suis tombée."
"I crashed.","Je suis {{c::tombée}}."
"I fell down.","Je suis {{c::tombée}}."
"I'm {{c::married}}.","Je suis mariée."
"I'm married.","Je suis {{c::mariée}}."
"Don't talk!","Ne {{c::parlez}} pas !"
"I am {{c::married}}.","Je suis mariée."
"I am married.","Je suis {{c::mariée}}."
"Don't talk.","Ne {{c::parlez}} pas !"
"I'm glad.","Je suis {{c::contente}}."
"I'm {{c::famous}}.","Je suis connu."
"I'm famous.","Je suis {{c::connu}}."
"I am a {{c::teacher}}.","Je suis enseignant."
"I am a teacher.","Je suis {{c::enseignant}}."
"I'm a teacher.","Je suis {{c::enseignant}}."
"I'm in love.","Je suis {{c::amoureuse}}."
"I'm {{c::interested}}.","Je suis intéressé."
"I'm interested.","Je suis {{c::intéressé}}."
"I'm {{c::convinced}}.","Je suis convaincu."
"I'm convinced.","Je suis {{c::convaincu}}."
"I'm {{c::patient}}.","Je suis patient."
"I'm patient.","Je suis {{c::patient}}."
"I'm {{c::awake}}.","Je suis réveillé."
"I'm awake.","Je suis {{c::réveillé}}."
"I'm {{c::strong}}.","Je suis forte."
"I'm strong.","Je suis {{c::forte}}."
"I'm {{c::nervous}}.","Je suis nerveux."
"I'm nervous.","Je suis {{c::nerveux}}."
"I'm a {{c::father}}.","Je suis papa."
"I'm a father.","Je suis {{c::papa}}."
"I'm {{c::prepared}}.","Je suis préparé."
"I'm prepared.","Je suis {{c::préparé}}."
"I'm {{c::jealous}}.","Je suis jaloux."
"I'm jealous.","Je suis {{c::jaloux}}."
"I {{c::went}} out.","Je suis sortie."
"I went out.","Je suis {{c::sortie}}."
"I have no aptitude for that.","Je suis {{c::nulle}}."
"I'm {{c::guilty}}.","Je suis coupable."
"I'm guilty.","Je suis {{c::coupable}}."
"I'm {{c::shy}}.","Je suis timide."
"I'm shy.","Je suis {{c::timide}}."
"I'm {{c::timid}}.","Je suis timide."
"I'm timid.","Je suis {{c::timide}}."
"I am {{c::shy}}.","Je suis timide."
"I am shy.","Je suis {{c::timide}}."
"I'm {{c::upstairs}}.","Je suis au-dessus."
"I'm upstairs.","Je suis {{c::au-dessus}}."
"I'm {{c::up}}.","Je suis levé."
"I'm up.","Je suis {{c::levé}}."
"Don't {{c::look}}.","Ne regardez pas."
"Don't look.","Ne {{c::regardez}} pas."
"Don't look!","Ne {{c::regardez}} pas."
"Don't come.","Ne {{c::venez}} pas."
"I'm {{c::disappointed}}.","Je suis déçu."
"I'm disappointed.","Je suis {{c::déçu}}."
"I'm {{c::dirty}}.","Je suis sale."
"I'm dirty.","Je suis {{c::sale}}."
"I'm {{c::weak}}.","Je suis faible."
"I'm weak.","Je suis {{c::faible}}."
"I am {{c::weak}}.","Je suis faible."
"I am weak.","Je suis {{c::faible}}."
