"English","French"
"He's fast.","Il est {{c::rapide}}."
"He's married.","Il est {{c::marié}}."
"I can prove it.","Je peux le {{c::prouver}}."
"He's {{c::chinese}}.","Il est chinois."
"He's chinese.","Il est {{c::chinois}}."
"I can give it a try.","Je peux le {{c::tenter}}."
"I can {{c::confirm}} this.","Je peux le confirmer."
"I can confirm this.","Je peux le {{c::confirmer}}."
"I can confirm that.","Je peux le {{c::confirmer}}."
"He is a teacher.","Il est {{c::enseignant}}."
"I can {{c::replace}} him.","Je peux le remplacer."
"I can replace him.","Je peux le {{c::remplacer}}."
"I can {{c::replace}} it.","Je peux le remplacer."
"I can replace it.","Je peux le {{c::remplacer}}."
"It's midday.","Il est {{c::midi}}."
"It is midday.","Il est {{c::midi}}."
"He is asleep.","Il est {{c::endormi}}."
"He's asleep.","Il est {{c::endormi}}."
"He has no {{c::hat}} on.","Il est découvert."
"He has no hat on.","Il est {{c::découvert}}."
"He is bareheaded.","Il est {{c::découvert}}."
"He's {{c::guilty}}.","Il est coupable."
"He's guilty.","Il est {{c::coupable}}."
"It's 7:50 in the morning.","Il est 7 {{c::h}} 50."
"It's 8:30.","Il est 8 {{c::h}} 30."
"It's half past {{c::eight}}.","Il est 8 h 30."
"It's half past eight.","Il est 8 {{c::h}} 30."
"It's half {{c::past}} one.","Il est 1 h 30."
"I just {{c::said}} that.","Je viens de le dire."
"He's a gambler.","Il est {{c::joueur}}."
"He's a pisces.","Il est {{c::poissons}}."
"He is a singer.","Il est {{c::chanteur}}."
"He's barmy.","Il est {{c::dingue}}."
"He is {{c::awesome}}.","Il est génial."
"He is awesome.","Il est {{c::génial}}."
"He is an american.","Il est {{c::américain}}."
"He is lazy.","Il est {{c::paresseux}}."
"He's innocent.","Il est {{c::innocent}}."
"He's naked.","Il est {{c::nu}}."
"He's {{c::kicked}} out.","Il est viré."
"He's kicked out.","Il est {{c::viré}}."
"It's {{c::midnight}}.","Il est minuit."
"It's midnight.","Il est {{c::minuit}}."
"He is a {{c::poet}}.","Il est poète."
"He is a poet.","Il est {{c::poète}}."
"He is a {{c::writer}}.","Il est écrivain."
"He is a writer.","Il est {{c::écrivain}}."
"He is canadian.","Il est {{c::canadien}}."
"He is {{c::human}}.","Il est humain."
"He is human.","Il est {{c::humain}}."
"He ascended.","Il est {{c::monté}}."
"He is spanish.","Il est {{c::espagnol}}."
"He is {{c::gay}}.","Il est gay."
"He is gay.","Il est {{c::gay}}."
"He is {{c::nasty}}.","Il est méchant."
"He is nasty.","Il est {{c::méchant}}."
"He {{c::passed}} away.","Il est décédé."
"He passed away.","Il est {{c::décédé}}."
"He is a {{c::scientist}}.","Il est scientifique."
"He is a scientist.","Il est {{c::scientifique}}."
"He's {{c::swiss}}.","Il est suisse."
"He's swiss.","Il est {{c::suisse}}."
"He's depressed.","Il est {{c::déprimé}}."
"He is depressed.","Il est {{c::déprimé}}."
"He is {{c::swiss}}.","Il est suisse."
"He is swiss.","Il est {{c::suisse}}."
"He is an italian.","Il est {{c::italien}}."
"He is brave.","Il est {{c::courageux}}."
"He is a teacher.","Il est {{c::instituteur}}."
"He's hungarian.","Il est {{c::hongrois}}."
"He came {{c::downstairs}}.","Il est descendu."
"He came downstairs.","Il est {{c::descendu}}."
"He descended.","Il est {{c::descendu}}."
"He's {{c::adorable}}.","Il est adorable."
"He's adorable.","Il est {{c::adorable}}."
"He's {{c::humble}}.","Il est humble."
"He's humble.","Il est {{c::humble}}."
"He's a {{c::journalist}}.","Il est journaliste."
"He's a journalist.","Il est {{c::journaliste}}."
"He is portuguese.","Il est {{c::portugais}}."
"He's {{c::polish}}.","Il est polonais."
"He's polish.","Il est {{c::polonais}}."
"He is {{c::punctual}}.","Il est ponctuel."
"He is punctual.","Il est {{c::ponctuel}}."
"He's punctual.","Il est {{c::ponctuel}}."
"He is a firefighter.","Il est {{c::pompier}}."
"He {{c::graduated}}.","Il est diplômé."
"He graduated.","Il est {{c::diplômé}}."
"He's {{c::smashed}}.","Il est pété."
"He's smashed.","Il est {{c::pété}}."
"He is {{c::driven}}.","Il est ambitieux."
"He is driven.","Il est {{c::ambitieux}}."
"He's {{c::addicted}}.","Il est accro."
"He's addicted.","Il est {{c::accro}}."
"He is a dutchman.","Il est {{c::néerlandais}}."
"He is {{c::distracted}}.","Il est distrait."
"He is distracted.","Il est {{c::distrait}}."
"He is {{c::powerful}}.","Il est puissant."
"He is powerful.","Il est {{c::puissant}}."
"He's trashed.","Il est {{c::bourré}}."
