"English","French"
"I am going to {{c::solve}} the problem.","Je résoudrai le problème."
"I must warn her.","Je dois la {{c::prévenir}}."
"I do {{c::drugs}}.","Je prends de la drogue."
"I do drugs.","Je prends de la {{c::drogue}}."
"D{{c::on}}'t have me {{c::on}}!","N'essaie pas de m'avoir !"
"Don't have me on!","{{c::n'essaie}} pas de m'avoir !"
"Don't try to {{c::fool}} me.","N'essaie pas de m'avoir."
"Don't try to fool me.","{{c::n'essaie}} pas de m'avoir."
"Don't try to stop me.","{{c::n'essaie}} pas de m'arrêter !"
"Don't try to stop me.","{{c::n'essayez}} pas de m'arrêter !"
"No dirty {{c::jokes}}!","Pas de blagues salaces !"
"I play the {{c::trumpet}}.","Je joue de la trompette."
"I was {{c::searching}} for food.","Je cherchais de la nourriture."
"I was searching for food.","Je {{c::cherchais}} de la nourriture."
"Don't try to make me {{c::angry}}.","N'essaie pas de m'énerver."
"Don't try to {{c::fool}} me.","N'essaie pas de m'arnaquer."
"Don't try to {{c::pull}} a fast one on me!","N'essaie pas de m'arnaquer !"
"Don't you try to {{c::confuse}} me.","N'essaie pas de m'embrouiller."
"Do not try to {{c::imitate}} her.","N'essaie pas de l'imiter."
"Don't try to {{c::pull}} a fast one on me!","N'essayez pas de m'arnaquer !"
"Don't try to {{c::trick}} me!","N'essaye pas de m’embêter !"
"What's tom drinking?","Que {{c::boit}} tom ?"
"I said i {{c::liked}} it.","Je dis que je l'aimais."
"I said i liked it.","Je dis que je {{c::l'aimais}}."
"I see the {{c::boy}}.","Je vois le garçon."
"I {{c::drank}} the wine.","Je bus le vin."
"I drank the wine.","Je bus le {{c::vin}}."
"I {{c::said}} that i would help him.","Je dis que je l'aiderais."
"I said i {{c::liked}} it.","Je dis que je l'appréciais."
"I like {{c::coffee}} better.","Je préfère le café."
"I'm doing the cooking.","Je fais la {{c::cuisine}}."
"I often see him.","Je le {{c::rencontre}} souvent."
"I {{c::recognized}} the name.","Je reconnus le nom."
"I {{c::need}} you.","J'ai besoin de vous."
"I need you.","J'ai {{c::besoin}} de vous."
"{{c::shall}} i close the door?","Je ferme la porte ?"
"I smell {{c::gas}}.","Je sens le gaz."
"I smell gas.","Je sens le {{c::gaz}}."
"I know the way.","Je connais le {{c::chemin}}."
"Where is tom?","{{c::où}} est tom ?"
"{{c::where's}} tom?","Où est tom ?"
"Where's tom?","{{c::où}} est tom ?"
"What're you saying, tom?","Que {{c::dis-tu}}, tom ?"
"I'll take care of the {{c::bill}}.","Je m'occupe de la note."
"You {{c::cannot}}.","Vous ne pouvez pas."
"You cannot.","Vous ne {{c::pouvez}} pas."
"I saw the {{c::bus}}.","Je vis le bus."
"I smoke {{c::grass}}.","Je fume de la beuh."
"I recommend {{c::caution}}.","Je recommande de la prudence."
"I work on monday.","Je travaille le {{c::lundi}}."
"I wanted to {{c::share}} it.","Je voulais le partager."
"I wanted to share it.","Je voulais le {{c::partager}}."
"I saw the {{c::movie}}.","Je vis le film."
"I'll {{c::complain}} about you.","Je me plaindrai de vous."
"I hate {{c::milk}}.","Je déteste le lait."
"I hate milk.","Je déteste le {{c::lait}}."
"I am {{c::familiar}} with the piano.","Je connais le piano."
"I am familiar with the piano.","Je connais le {{c::piano}}."
"I'll wash the {{c::dishes}}.","Je fais la vaisselle."
"I'll wash the dishes.","Je fais la {{c::vaisselle}}."
"I'm doing the {{c::dishes}}.","Je fais la vaisselle."
"I'm doing the dishes.","Je fais la {{c::vaisselle}}."
"I hate {{c::fish}}.","Je déteste le poisson."
"I hate fish.","Je déteste le {{c::poisson}}."
"I'm washing {{c::dishes}}.","Je fais la vaisselle."
"I'm washing dishes.","Je fais la {{c::vaisselle}}."
"I {{c::detest}} the noise.","Je déteste le bruit."
"I detest the noise.","Je déteste le {{c::bruit}}."
"I see the {{c::girl}}.","Je vois la fille."
"It serves you right.","Tu le {{c::mérites}}."
"You deserve it.","Tu le {{c::mérites}}."
"I hate {{c::sundays}}.","Je déteste le dimanche."
"I leave in the {{c::morning}}.","Je partirai le matin."
"I leave in the morning.","Je {{c::partirai}} le matin."
"You are {{c::selling}} him short.","Tu le sous-estimes."
"I know the {{c::area}}.","Je connais le coin."
"I know the area.","Je connais le {{c::coin}}."
"I {{c::locked}} the door.","Je verrouillai la porte."
"I'll {{c::close}} the door.","Je fermerai la porte."
"I will drink the {{c::coffee}}.","Je boirai le café."
"I hate {{c::soccer}}.","Je déteste le football."
"I hate soccer.","Je déteste le {{c::football}}."
"I hate {{c::football}}.","Je déteste le football."
"I hate football.","Je déteste le {{c::football}}."
"I know {{c::latin}}.","Je connais le latin."
"I know latin.","Je connais le {{c::latin}}."
"I saw the {{c::bus}}.","Je voyais le bus."
"I know him {{c::personally}}.","Je le connais personnellement."
"I know him personally.","Je le connais {{c::personnellement}}."
"I do feel the cold.","Je {{c::ressens}} le froid."
"I know the {{c::truth}}.","Je connais la vérité."
"I used to do that as a {{c::kid}}.","Enfant, je le faisais."
"I used to do that as a kid.","Enfant, je le {{c::faisais}}."
"I used to do that as a {{c::kid}}.","Je le faisais, enfant."
"I used to do that as a kid.","Je le {{c::faisais}}, enfant."
"I'm truthful.","Je {{c::dis}} la vérité."
"{{c::because}} i said so.","Puisque je le dis."
"Because i said so.","{{c::puisque}} je le dis."
"I see it {{c::rarely}}.","Je le vois rarement."
"I see it rarely.","Je le vois {{c::rarement}}."
