"English","French"
"I do not sing.","Je ne {{c::chante}} pas."
"I don't {{c::sing}}.","Je ne chante pas."
"I don't {{c::read}}.","Je ne lis pas."
"I don't read.","Je ne {{c::lis}} pas."
"I {{c::dislike}} you.","Je ne t'aime pas."
"I'm not going {{c::outside}}.","Je ne sors pas."
"I'm not going outside.","Je ne {{c::sors}} pas."
"I'm not kidding.","Je ne {{c::blague}} pas."
"I am not kidding.","Je ne {{c::blague}} pas."
"No kidding.","Je ne {{c::blague}} pas."
"I'm not {{c::changing}}.","Je ne change pas."
"I'm not changing.","Je ne {{c::change}} pas."
"I'm not coming back.","Je ne {{c::reviens}} pas."
"I don't {{c::smoke}}.","Je ne fume pas."
"I don't smoke.","Je ne {{c::fume}} pas."
"I'm not in {{c::pain}}.","Je ne souffre pas."
"I'm not in pain.","Je ne {{c::souffre}} pas."
"I'm not {{c::crying}}.","Je ne pleure pas."
"I'm not crying.","Je ne {{c::pleure}} pas."
"I'm not {{c::sleeping}}.","Je ne dors pas."
"I'm not sleeping.","Je ne {{c::dors}} pas."
"I {{c::won't}} come.","Je ne viendrai pas."
"I won't come.","Je ne {{c::viendrai}} pas."
"I don't {{c::dance}}.","Je ne danse pas."
"I don't dance.","Je ne {{c::danse}} pas."
"I don't love {{c::myself}}.","Je ne m'aime pas."
"I don't love myself.","Je ne {{c::m'aime}} pas."
"I won't {{c::return}}.","Je ne reviendrai pas."
"I don't {{c::lie}}.","Je ne mens pas."
"I don't lie.","Je ne {{c::mens}} pas."
"I wasn't {{c::talking}}...","Je ne parlais pas..."
"I do not {{c::scream}}!","Je ne crie pas !"
"I do not scream!","Je ne {{c::crie}} pas !"
"I'm not {{c::yelling}}.","Je ne crie pas."
"I'm not yelling.","Je ne {{c::crie}} pas."
"I will not help you.","Je ne {{c::t'aiderai}} pas."
"I don't {{c::steal}}.","Je ne vole pas."
"I don't steal.","Je ne {{c::vole}} pas."
"I won't pass.","Je ne {{c::passerai}} pas."
"I don't {{c::snore}}.","Je ne ronfle pas."
"I don't get {{c::nervous}}.","Je ne m'énerve pas."
"I didn't {{c::expect}} you.","Je ne t'attendais pas."
"I'm not {{c::sweating}}.","Je ne transpire pas."
"I don't {{c::get}} it.","Je ne capte pas."
"I won't {{c::lose}}!","Je ne perdrai pas !"
"I don't {{c::gossip}}.","Je ne commère pas."
"I don't {{c::bite}}.","Je ne mords pas."
"I won't {{c::lose}}.","Je ne perdrai pas."
"I am not getting {{c::involved}}.","Je ne m'implique pas."
"I don't {{c::accept}} it.","Je ne l'accepte pas."
"I'm not getting {{c::involved}}.","Je ne m'implique pas."
"I won't leave you {{c::behind}}.","Je ne t'abandonne pas."
"I wasn't {{c::flirting}}.","Je ne draguais pas."
"I'm not {{c::making}} that up.","Je ne l'invente pas."
"I'm not {{c::making}} it up.","Je ne l'invente pas."
"I won't {{c::cry}}.","Je ne crierai pas."
"I'm not going to back {{c::down}}.","Je ne cèderai pas."
"I don't {{c::belong}}.","Je ne m'insère pas."
"I don't {{c::gossip}}.","Je ne ragote pas."
"I don't {{c::date}}.","Je ne courtise pas."
"I don't {{c::negotiate}}.","Je ne négocie pas."
"I'm not {{c::running}} away.","Je ne m'enfuis pas."
"I don't {{c::compromise}}.","Je ne transige pas."
"I won't {{c::negotiate}}.","Je ne négocierai pas."
"I won't {{c::cry}}.","Je ne pleurerai pas."
"I am good.","Je suis {{c::bon}}."
"I am {{c::french}}.","Je suis français."
"I am french.","Je suis {{c::français}}."
"I'm {{c::french}}.","Je suis français."
"I'm french.","Je suis {{c::français}}."
"{{c::poor}} us!","Pauvres de nous !"
"Poor us!","{{c::pauvres}} de nous !"
"I'm here.","Je suis {{c::là}}."
"I am here.","Je suis {{c::là}}."
"I'm there.","Je suis {{c::là}}."
"What do you {{c::expect}} us to do?","Qu'attendez-vous de nous ?"
"What do you {{c::expect}} us to do?","Qu'attends-tu de nous ?"
"What do you want from {{c::us}}?","Qu'attendez-vous de nous ?"
"What do you want from {{c::us}}?","Qu’attends-tu de nous ?"
"It's time to {{c::eat}}.","À table !"
"It's time to eat.","À {{c::table}} !"
"Time to eat!","À {{c::table}} !"
"See you {{c::soon}}!","À bientôt !"
"See you soon!","À {{c::bientôt}} !"
"See you!","À {{c::bientôt}} !"
"See you {{c::soon}}!","À bientôt !"
"See you soon!","À {{c::bientôt}} !"
"I'm {{c::fair}}.","Je suis juste."
"I'm fair.","Je suis {{c::juste}}."
"{{c::duck}}!","À terre !"
"Duck!","À {{c::terre}} !"
"Get {{c::down}}!","À terre !"
"Get down!","À {{c::terre}} !"
"Get down.","À {{c::terre}} !"
"Lie {{c::low}}.","À terre !"
"I am {{c::better}}.","Je suis mieux."
"I am better.","Je suis {{c::mieux}}."
"I am {{c::someone}}.","Je suis quelqu'un."
"I am someone.","Je suis {{c::quelqu'un}}."
"I am {{c::somebody}}.","Je suis quelqu'un."
