"English","French"
"How does it look?","De quoi ça a {{c::l'air}} ?"
"Do you have any {{c::allergies}}?","Avez-vous de quelconques allergies ?"
"Tom is my {{c::agent}}.","Tom est mon agent."
"Tom is my agent.","Tom est mon {{c::agent}}."
"Tom is my {{c::colleague}}.","Tom est mon collègue."
"Tom is not a criminal.","Tom n'est pas un {{c::criminel}}."
"I have to run away.","Il faut que je me {{c::sauve}}."
"The {{c::attempt}} failed.","La tentative a échoué."
"The attempt failed.","La {{c::tentative}} a échoué."
"The {{c::company's}} failed.","La société a périclité."
"I only have ten {{c::minutes}}.","Je ne dispose que de dix minutes."
"I have to {{c::comb}} my hair.","Il faut que je me coiffe."
"I don't care about my {{c::reputation}}.","Je me fiche de ma réputation."
"I don't care about my reputation.","Je me fiche de ma {{c::réputation}}."
"Tom isn't a professional.","Tom n'est pas un {{c::professionnel}}."
"We really don't know.","Nous ne {{c::savons}} vraiment pas."
"I'm surprised at your {{c::behavior}}.","Je suis surpris de ton comportement."
"I'm surprised at your behavior.","Je suis surpris de ton {{c::comportement}}."
"I'm surprised at your {{c::behaviour}}.","Je suis surpris de ton comportement."
"I'm surprised at your behaviour.","Je suis surpris de ton {{c::comportement}}."
"I have to go to the {{c::pharmacy}}.","Je dois aller à la pharmacie."
"I have to go to the pharmacy.","Je dois aller à la {{c::pharmacie}}."
"I go to school on {{c::saturday}}.","Je vais à l'école le samedi."
"I go to school on saturday.","Je vais à l'école le {{c::samedi}}."
"The crowd {{c::cheered}}.","La foule a applaudi."
"It's no laughing matter.","C'est pas un sujet de {{c::plaisanterie}} !"
"Could we not talk about this?","{{c::pourrions-nous}} ne pas parler de ceci ?"
"I don't have the {{c::nerve}} to watch it.","Je n'ai pas le courage de le regarder."
"I don't see any {{c::options}}.","Je ne vois aucune option."
"I approach my {{c::destination}}.","Je me rapproche de ma destination."
"What is tatoeba?","Qu'est-ce que {{c::tatoeba}} ?"
"Let's eat before we go.","{{c::mangeons}} avant de partir."
"I am in favor of the proposition.","Je suis en {{c::faveur}} de la proposition."
"What are they made of?","De quoi sont-ils {{c::faits}} ?"
"I feel kind of {{c::nauseous}}.","Je suis comme pris de nausée."
"What a strange coincidence!","Quelle drôle de {{c::coïncidence}} !"
"What am i being {{c::accused}} of?","De quoi suis-je accusé ?"
"What am i being accused of?","De quoi suis-je {{c::accusé}} ?"
"What am i being {{c::charged}} with?","De quoi suis-je accusé ?"
"What am i being charged with?","De quoi suis-je {{c::accusé}} ?"
"Tom is eating with a {{c::spoon}}.","Tom mange à la cuillère."
"Tom is eating with a spoon.","Tom mange à la {{c::cuillère}}."
"Call me before you leave.","{{c::appelez-moi}} avant de partir."
"I can {{c::rely}} on tom.","Je peux m'appuyer sur tom."
"How long are they?","De quelle {{c::longueur}} sont-ils ?"
"Can we get some help?","{{c::pouvons-nous}} avoir de l'aide ?"
"It's a {{c::social}} problem.","C'est un problème de société."
"It's a social problem.","C'est un problème de {{c::société}}."
"Hey, what are you talking about?","{{c::eh}}, de quoi parlez-vous ?"
"I am convinced of your {{c::innocence}}.","Je suis convaincu de ton innocence."
"I am convinced of your innocence.","Je suis convaincu de ton {{c::innocence}}."
"Everything is covered with {{c::dust}}.","Tout est couvert de poussière."
"Everything is covered with dust.","Tout est couvert de {{c::poussière}}."
"I'm not happy with your {{c::behavior}}.","Je suis mécontente de ton comportement."
"Condemned to death.","{{c::condamné}} à mort."
"He's too trusting.","Il est trop {{c::confiant}}."
"Help yourself to these {{c::cakes}}.","Prenez de ces gâteaux."
"Help yourself to these cakes.","Prenez de ces {{c::gâteaux}}."
"I live in boston.","{{c::j'habite}} à boston."
"How long are they?","De quelle {{c::longueur}} sont-elles ?"
"Without you i am nothing.","{{c::sans}} vous je ne suis rien."
"I don't know {{c::when}} i'll do that.","Je ne sais pas quand je le ferai."
"This {{c::camera}} is tom's.","C'est l'appareil photo de tom."
"This camera is tom's.","C'est {{c::l'appareil}} photo de tom."
"He has a {{c::headache}}.","Il a un mal de tête."
"Ask mom!","Demande à {{c::maman}} !"
"Everyone wants money.","{{c::chacun}} veut de l'argent."
"This is tom's photo {{c::album}}.","C'est l'album photo de tom."
"I just want your love.","Je ne veux que votre {{c::amour}}."
"I feel like i know you.","J'ai le {{c::sentiment}} de vous connaître."
"Try not to eat too much.","{{c::tâche}} de ne pas trop manger."
"He is poorly {{c::educated}}.","Il est peu éduqué."
"He is a bit of {{c::talkative}}.","Il est peu bavard."
"Tom keeps interrupting me.","Tom {{c::n'arrête}} pas de me couper."
"Happy {{c::independence}} day!","Bonne fête de l'indépendance !"
"He is on the {{c::team}}.","Il fait partie de l'équipe."
"He is on the team.","Il fait partie de {{c::l'équipe}}."
"I don't notice any difference.","Je ne {{c::remarque}} aucune différence."
"What is {{c::art}}?","Qu'est-ce que l'art ?"
"What is art?","Qu'est-ce que {{c::l'art}} ?"
"Thanks for joining us.","Merci de vous {{c::joindre}} à nous."
"What {{c::planet}} are you from?","De quelle planète provenez-vous ?"
"They don't love us.","Elles ne nous {{c::aiment}} pas."
"What is the {{c::universe}}?","Qu'est-ce que l'univers ?"
"What is the universe?","Qu'est-ce que {{c::l'univers}} ?"
"The train {{c::approached}} the town.","Le train approchait de la ville."
"What is better than friendship?","Quoi de mieux que {{c::l'amitié}} ?"
"We weren't ready.","Nous {{c::n'étions}} pas prêts."
"Tom is a night owl.","Tom est un {{c::oiseau}} de nuit."
"Let's leave the decision to tom.","{{c::laissons}} la décision à tom."
"The {{c::hour}} is now.","Il est maintenant l'heure."
"We were not jealous.","Nous {{c::n'étions}} pas jaloux."
"Tell me about your {{c::parents}}.","Parlez-moi de vos parents."
"I want new business {{c::cards}}.","Je veux de nouvelles cartes de visite."
"I want new business cards.","Je veux de nouvelles {{c::cartes}} de visite."
"We're not young.","Nous ne sommes pas {{c::jeunes}}."
"We are not young.","Nous ne sommes pas {{c::jeunes}}."
"We aren't young.","Nous ne sommes pas {{c::jeunes}}."
"We weren't ready.","Nous {{c::n'étions}} pas prêtes."
"How many pens does she have?","Combien de {{c::stylos}} a-t-elle ?"
