"English","French"
"I'm reading your thoughts.","Je lis tes {{1::pensées}}."
"I read your {{1::thoughts}}.","Je lis tes pensées."
"I read your thoughts.","Je lis tes {{1::pensées}}."
"I know {{1::someone's}} here.","Je sais quelqu'un est ici."
"I don't know her age.","Je ne connais pas son {{1::âge}}."
"I don't want to marry mary.","Je ne veux pas {{1::épouser}} mary."
"I'm a little touched.","Je suis un peu {{1::ému}}."
"I prefer to remain {{1::seated}}.","Je préfère rester assis."
"I think this {{1::belongs}} to you.","Je pense que ceci t'appartient."
"I just have a {{1::couple}} of questions.","Je n'ai que quelques questions."
"I am interested in {{1::computers}}.","Je m'intéresse aux ordinateurs."
"I thought that she loved me.","Je croyais qu'elle {{1::m'aimait}}."
"I like talking.","Il me plaît de {{1::causer}}."
"Tom is the {{1::youngest}}.","Tom est le plus jeune."
"I'd like some information.","Je voudrais quelques {{1::informations}}."
"Tom doesn't {{1::celebrate}} christmas.","Tom ne fête pas noël."
"{{1::indeed}}!","En effet !"
"Indeed!","En {{1::effet}} !"
"Don't you like fish?","Tu {{1::n'aimes}} pas le poisson ?"
"I finally met her.","Je l'ai enfin {{1::rencontrée}}."
"I will {{1::present}} myself at the meeting.","Je me présenterai à la réunion."
"Tom is {{1::eager}} for the apple.","Tom a envie de la pomme."
"I'm aware of all that.","Je suis {{1::conscient}} de tout cela."
"I can't go in there.","Je n'arrive pas à y {{1::pénétrer}}."
"What more could you want?","Que pourrais-tu {{1::vouloir}} de plus ?"
"Eating pleases me.","Il me {{1::plait}} de manger."
"He works in the university.","Il travaille à la {{1::fac}}."
"I took the {{1::liberty}} of calling her.","Je me suis permis de l'appeler."
"I am going back to {{1::india}}.","Je retourne aux indes."
"Tom didn't work yesterday.","Tom ne {{1::travaillait}} pas hier."
"I have a gun.","Je dispose d'une {{1::arme}}."
"I wanna get paid.","Je tiens à être {{1::payée}}."
"I made it myself.","Je l'ai {{1::confectionné}} moi-même."
"I want a {{1::pie}}ce of {{1::pie}}.","Je veux une part de tarte."
"I want a piece of pie.","Je veux une part de {{1::tarte}}."
"I like {{1::neither}} of them.","Je n'aime aucune d'elles."
"I only have {{1::ten}} books.","Je n'ai que dix livres."
"I only have ten books.","Je n'ai que {{1::dix}} livres."
"I'm using {{1::tools}}.","Je fais usage d'outils."
"I knew that would happen.","Je savais que cela {{1::arriverait}}."
"You know the {{1::drill}}.","Vous connaissez le refrain."
"I cannot {{1::abide}} such people.","Je ne supporte pas de telles personnes."
"I cannot abide such people.","Je ne supporte pas de {{1::telles}} personnes."
"You know the {{1::drill}}.","Vous connaissez le mantra."
"I don't take needless risks.","Je ne prends pas de risques {{1::inutiles}}."
"I {{1::wrote}} it for tom.","Je l'ai écrit pour tom."
"I don't know his address.","Je ne connais pas son {{1::adresse}}."
"I asked you to stop it.","Je t'ai demandé {{1::d'arrêter}}."
"I like science {{1::fiction}} better.","Je préfère la science fiction."
"I've {{1::received}} it too.","Je l'ai également reçue."
"I don't understand this sentence.","Je ne comprends pas cette {{1::phrase}}."
"I will eat your {{1::oranges}}.","Je mangerai tes oranges."
"Tom {{1::studies}} french.","Tom étudie le français."
"Do you need {{1::gloves}}?","As-tu besoin de gants ?"
"Do you need gloves?","As-tu besoin de {{1::gants}} ?"
"Thank you for your {{1::kindness}}.","Merci de votre gentillesse."
"Thank you for your kindness.","Merci de votre {{1::gentillesse}}."
"I prefer the {{1::traditional}} recipe.","Je préfère la recette traditionnelle."
"I have insurance.","Je dispose d'une {{1::assurance}}."
"Is it close to the {{1::capital}}?","Est-ce près de la capitale ?"
"Is it close to the capital?","Est-ce près de la {{1::capitale}} ?"
"I wasn't allowed to {{1::enter}}.","Je n'avais pas le droit d'entrer."
"I wasn't allowed to enter.","Je n'avais pas le droit {{1::d'entrer}}."
"I don't know how to reply.","Je ne sais pas comment {{1::répondre}}."
"I don't know what to answer.","Je ne sais pas comment {{1::répondre}}."
"I didn't tell them.","Je ne {{1::leur}} ai pas dit."
"I don't like {{1::classical}} music.","Je n'aime pas la musique classique."
"I don't like classical music.","Je n'aime pas la musique {{1::classique}}."
"Tom has a hangover.","Tom a la {{1::gueule}} de bois."
"You don't like cheese.","Tu {{1::n'aimes}} pas le fromage."
"I lost three {{1::kilograms}}.","Je perdis trois kilos."
"The library is upstairs.","La bibliothèque est à {{1::l'étage}}."
"Tom {{1::teaches}} french.","Tom enseigne le français."
"She took advantage of me.","Elle a {{1::profité}} de moi."
"I don't give second chances.","Je ne donne pas de secondes {{1::chances}}."
"Thank you for your help.","Merci de votre {{1::assistance}}."
"Don't make fun of me!","Ne te {{1::moque}} pas de moi !"
"Tom doesn't {{1::seem}} tired.","Tom ne semble pas fatigué."
"It wouldn't hurt.","Ça ne {{1::ferait}} pas de mal."
"Thanks for your {{1::cooperation}}.","Merci de votre coopération."
"Thanks for your cooperation.","Merci de votre {{1::coopération}}."
"I just wanted to make sure.","Je voulais m'en {{1::assurer}}."
"I wanted to make sure.","Je voulais m'en {{1::assurer}}."
"Few people think so.","Peu de gens le {{1::pensent}}."
"Let's {{1::shelter}} here from the rain.","Abritons-nous ici de la pluie."
"I regret not {{1::marrying}} her.","Je regrette de ne pas l'avoir épousée."
"They {{1::climbed}} down the tree.","Ils descendirent de l'arbre."
"Out of my way or i shoot you.","{{1::casse-toi}} ou je tire."
"I keep a {{1::daily}} record of the temperature.","Je note quotidiennement la température."
"I do not know this {{1::lady}}.","Je ne connais pas cette dame."
"I do not know this lady.","Je ne connais pas cette {{1::dame}}."
