"English","French"
"I {{c::like}} you.","Je t'aime."
"I'm {{c::going}} out.","Je sors."
"I'm going out.","Je {{c::sors}}."
"I'm {{c::winning}}.","Je gagne."
"I'm winning.","Je {{c::gagne}}."
"I'm {{c::falling}}.","Je tombe."
"I'm falling.","Je {{c::tombe}}."
"I'm {{c::leaving}}.","Je pars."
"I'm leaving.","Je {{c::pars}}."
"I'm {{c::going}}.","Je pars."
"I'm going.","Je {{c::pars}}."
"I'm interfering.","Je {{c::dérange}}."
"Do you {{c::mind}}?","Je dérange ?"
"Do you mind?","Je {{c::dérange}} ?"
"I {{c::refuse}}.","Je refuse."
"I refuse.","Je {{c::refuse}}."
"I'll come {{c::back}}.","Je reviens."
"I'll come back.","Je {{c::reviens}}."
"I'll be {{c::back}}.","Je reviens."
"I'll be back.","Je {{c::reviens}}."
"I {{c::smoke}}.","Je fume."
"I smoke.","Je {{c::fume}}."
"I {{c::suffer}}.","Je souffre."
"I suffer.","Je {{c::souffre}}."
"I'm coming in.","Je {{c::rentre}}."
"I will {{c::come}}.","Je viendrai."
"I will come.","Je {{c::viendrai}}."
"{{c::i'll}} come.","Je viendrai."
"I'll come.","Je {{c::viendrai}}."
"I love {{c::myself}}.","Je m'aime."
"I love myself.","Je {{c::m'aime}}."
"I'm {{c::shooting}}.","Je tire."
"I'm shooting.","Je {{c::tire}}."
"I'll {{c::stay}}.","Je resterai."
"I'll stay.","Je {{c::resterai}}."
"I will {{c::remain}}.","Je resterai."
"I will remain.","Je {{c::resterai}}."
"I will {{c::stay}}.","Je resterai."
"I will stay.","Je {{c::resterai}}."
"I've got a boner.","Je {{c::bande}}."
"I'm {{c::buying}}.","Je paie."
"I'm buying.","Je {{c::paie}}."
"I'll {{c::pay}}.","Je paie."
"I'll pay.","Je {{c::paie}}."
"I'm {{c::driving}}.","Je conduis."
"I'm driving.","Je {{c::conduis}}."
"I {{c::drive}}.","Je conduis."
"I drive.","Je {{c::conduis}}."
"I like {{c::him}}.","Je l'apprécie."
"I like him.","Je {{c::l'apprécie}}."
"I {{c::appreciate}} it.","Je l'apprécie."
"I appreciate it.","Je {{c::l'apprécie}}."
"I {{c::appreciate}} this.","Je l'apprécie."
"I appreciate this.","Je {{c::l'apprécie}}."
"I {{c::like}} this.","Je l'apprécie."
"I like {{c::her}}.","Je l'apprécie."
"I {{c::appreciate}} that.","Je l'apprécie."
"I'll come {{c::back}}.","Je reviendrai."
"I'll come back.","Je {{c::reviendrai}}."
"I'll be back.","Je {{c::reviendrai}}."
"I will {{c::return}}.","Je reviendrai."
"I will return.","Je {{c::reviendrai}}."
"I'll {{c::call}} you.","Je t'appellerai."
"I'll call you.","Je {{c::t'appellerai}}."
"I was {{c::speaking}}.","Je parlais."
"I was speaking.","Je {{c::parlais}}."
"I'm {{c::dying}}.","Je meurs."
"I'm dying.","Je {{c::meurs}}."
"I'm {{c::bleeding}}.","Je saigne."
"I'm bleeding.","Je {{c::saigne}}."
"I am {{c::bleeding}}.","Je saigne."
"I am bleeding.","Je {{c::saigne}}."
"I'm {{c::screaming}}.","Je crie."
"I'm screaming.","Je {{c::crie}}."
"I'll {{c::help}} you.","Je t'aiderai."
"I'll help you.","Je {{c::t'aiderai}}."
"I will help you.","Je {{c::t'aiderai}}."
"I {{c::guide}}.","Je guide."
"I guide.","Je {{c::guide}}."
"I'm {{c::thinking}}.","Je réfléchis."
"I'm thinking.","Je {{c::réfléchis}}."
"I'll {{c::talk}}.","Je parlerai."
"I'll talk.","Je {{c::parlerai}}."
"I'm going to {{c::jump}}.","Je saute."
"I'm going to jump.","Je {{c::saute}}."
"I'm just {{c::kidding}}.","Je plaisante."
"I'm just kidding.","Je {{c::plaisante}}."
"I was working.","Je {{c::travaillais}}."
"I am {{c::joking}}.","Je plaisante."
"I am joking.","Je {{c::plaisante}}."
"I'm {{c::kidding}}.","Je plaisante."
"I'm kidding.","Je {{c::plaisante}}."
"I am {{c::joking}}!","Je plaisante."
"I'll {{c::leave}}.","Je partirai."
"I'll leave.","Je {{c::partirai}}."
"I stink.","Je {{c::pue}}."
"I {{c::translate}}.","Je traduis."
"I translate.","Je {{c::traduis}}."
"I am at {{c::lunch}}.","Je déjeune."
"I am at lunch.","Je {{c::déjeune}}."
