"English","French"
"I just bought a boat.","Je viens {{1::d'acheter}} un bateau."
"London is the capital of england.","Londres est la capitale de {{1::l'angleterre}}."
"London is england's capital.","Londres est la capitale de {{1::l'angleterre}}."
"I don't think i can do it.","Je ne pense pas que je {{1::puisse}} le faire."
"I don't think that i can do it.","Je ne pense pas que je {{1::puisse}} le faire."
"I dislike big cities.","Je n'aime pas les grandes {{1::villes}}."
"I don't like big {{1::cities}}.","Je n'aime pas les grandes villes."
"I don't like big cities.","Je n'aime pas les grandes {{1::villes}}."
"It did not come off.","Ça ne s'est pas {{1::produit}}."
"He has the lead in the {{1::race}}.","Il est en tête de la course."
"He has the lead in the race.","Il est en tête de la {{1::course}}."
"He's ahead in the {{1::race}}.","Il est en tête de la course."
"He's ahead in the race.","Il est en tête de la {{1::course}}."
"Tom's party was boring.","La fête de tom était {{1::ennuyeuse}}."
"I'll help you to the best of my {{1::ability}}.","Je t'aiderai du mieux que je peux."
"I'm taking a {{1::couple}} of days off.","Je prends deux jours de congé."
"The gown is made of silk.","La robe est faite de {{1::soie}}."
"You didn't {{1::cause}} it to happen.","Tu n'es pas responsable de cela."
"Happiness {{1::consists}} of good health.","Le bonheur c'est la santé."
"They're staring at you.","Ils vous {{1::regardent}}."
"Tom's window was open.","La fenêtre de tom était {{1::ouverte}}."
"They're looking for you.","Ils vous {{1::cherchent}}."
"I don't like scary movies!!!","Je n'aime pas les films {{1::d'horreur}} !!!"
"I don't like scary movies.","Je n'aime pas les films {{1::d'horreur}}."
"I cannot walk any {{1::farther}}.","Je ne peux pas faire un pas de plus."
"I know a lot of french {{1::songs}}.","Je connais beaucoup de chansons françaises."
"I have failed.","J'ai {{1::échoué}}."
"Tom {{1::solved}} the problem.","Tom a résolu le problème."
"Tom solved the problem.","Tom a {{1::résolu}} le problème."
"The moon is made of cheese.","La lune est {{1::faite}} de fromage."
"I can't read tom's {{1::handwriting}}.","Je n'arrive pas à lire l'écriture de tom."
"{{1::algiers}} is the capital of algeria.","Alger est la capitale de l'algérie."
"Algiers is the capital of algeria.","{{1::alger}} est la capitale de l'algérie."
"The {{1::cause}} of the fire is not known.","La cause de l'incendie est inconnue."
"The source of the fire is {{1::unknown}}.","La cause de l'incendie est inconnue."
"That's exactly my point.","C'est {{1::précisément}} ce que je dis."
"Is it a social problem?","Est-ce un problème de {{1::société}} ?"
"{{1::they'll}} kill you.","Ils vous tueront."
"I don't always follow {{1::instructions}}.","Je ne suis pas toujours les instructions."
"I don't always follow instructions.","Je ne suis pas toujours les {{1::instructions}}."
"Tom is sitting in the back.","Tom est assis à {{1::l'arrière}}."
"I meant no disrespect.","Je ne voulais pas vous manquer de {{1::respect}}."
"The clock on that tower is {{1::accurate}}.","L'horloge de la tour est précise."
"He has two {{1::daughters}}.","Il a deux filles."
"He has two daughters.","Il a deux {{1::filles}}."
"I {{1::ordered}} you a drink.","Je t'ai commandé un verre."
"I think you lied to me.","Je pense que vous {{1::m'avez}} menti."
"There are no {{1::plants}} on the moon.","La lune est dépourvue de plantes."
"I think you're {{1::stylish}}.","Je pense que vous avez de la classe."
"I don't expect help.","Je ne {{1::m'attends}} pas à recevoir d'aide."
"We called off the {{1::wedding}}.","Nous annulâmes le mariage."
"The capital of italy is {{1::rome}}.","La capitale de l'italie est rome."
"The capital of italy is rome.","La capitale de {{1::l'italie}} est rome."
"{{1::rome}} is the capital of italy.","Rome est la capitale de l'italie."
"Rome is the capital of italy.","Rome est la capitale de {{1::l'italie}}."
"I guess i've {{1::gotten}} lazy.","Je suppose que je suis devenu paresseux."
"I don't like hot {{1::places}}.","Je n'aime pas les endroits chauds."
