"English","French"
"I must {{1::continue}}.","Je dois continuer."
"I must continue.","Je dois {{1::continuer}}."
"I'm {{1::leaving}} today.","Je pars aujourd'hui."
"I talk {{1::fast}}.","Je parle vite."
"I talk fast.","Je parle {{1::vite}}."
"I have to go {{1::upstairs}}.","Je dois monter."
"I have to go upstairs.","Je dois {{1::monter}}."
"I've found it.","Je l'ai {{1::trouvé}} !"
"I found it.","Je l'ai {{1::trouvé}}."
"I have found it!","Je l'ai {{1::trouvé}} !"
"I {{1::should}} go.","Je devrais partir."
"I should go.","Je {{1::devrais}} partir."
"I have to rehearse.","Je dois {{1::répéter}}."
"I'll not forget that.","Je {{1::n'oublierai}} pas ça."
"I start tomorrow.","Je {{1::commence}} demain."
"I {{1::begin}} tomorrow.","Je commence demain."
"I begin tomorrow.","Je {{1::commence}} demain."
"I can speak {{1::english}}.","Je parle anglais."
"I can speak english.","Je parle {{1::anglais}}."
"I must {{1::resist}}.","Je dois résister."
"I must resist.","Je dois {{1::résister}}."
"I speak {{1::english}}.","Je parle anglais."
"I speak english.","Je parle {{1::anglais}}."
"I must refuse.","Je dois {{1::refuser}}."
"I have to stop.","Je dois {{1::cesser}}."
"I must {{1::obey}}.","Je dois obéir."
"I must obey.","Je dois {{1::obéir}}."
"I must be {{1::dreaming}}.","Je dois rêver."
"I must be dreaming.","Je dois {{1::rêver}}."
"I'm {{1::leaving}} now.","Je pars maintenant."
"I've got you.","Je {{1::t'ai}} eu."
"I have to start over.","Je dois {{1::recommencer}}."
"I should call you.","Je dois {{1::t'appeler}}."
"I need to {{1::shit}}.","Je dois chier."
"I {{1::spoke}} french.","Je parlais français."
"I have to {{1::escape}}.","Je dois m'échapper."
"I'm being {{1::careful}}.","Je fais attention."
"I'm being careful.","Je fais {{1::attention}}."
"I must be getting {{1::close}}.","Je dois m'approcher."
"I must {{1::insist}}.","Je dois insister."
"I have to {{1::examine}} you.","Je dois t'examiner."
"I'm {{1::mistaken}}.","Je fais erreur."
"I'm mistaken.","Je fais {{1::erreur}}."
"I saw him.","Je {{1::l’ai}} vu."
"I saw it.","Je {{1::l’ai}} vu."
"I work {{1::alone}}.","Je travaille seul."
"Want it?","Vous le {{1::voulez}} ?"
"I have {{1::weak}} sight.","Je vois mal."
"I'm {{1::seeing}} someone.","Je vois quelqu'un."
"I see {{1::someone}}.","Je vois quelqu'un."
"I {{1::wrote}} it.","Je l'ai écrit."
"I wrote it.","Je l'ai {{1::écrit}}."
"I {{1::forgot}} it.","Je l'ai oublié."
"I forgot it.","Je l'ai {{1::oublié}}."
"I {{1::tried}} it.","Je l'ai essayé."
"I tried it.","Je l'ai {{1::essayé}}."
"I'll be alone.","Je {{1::serai}} seul."
"{{1::but}} i love you!","Mais je t'aime !"
"I'll come {{1::tomorrow}}.","Je viendrai demain."
"I'm {{1::travelling}} alone.","Je voyage seul."
"I'm {{1::traveling}} alone.","Je voyage seul."
"I'll give you a call tomorrow.","Je {{1::t'appellerai}} demain."
"I'll leave tomorrow.","Demain, je {{1::partirai}}."
"I'm saying no.","Je {{1::dis}} non."
"I saw {{1::somebody}}.","Je vis quelqu'un."
"I saw {{1::someone}}.","Je vis quelqu'un."
"Should i call you tomorrow?","Je {{1::t'appelle}} demain ?"
"I {{1::can't}}.","Je ne le peux pas."
"I'm looking for {{1::somebody}}.","Je cherche quelqu'un."
"I speak mari.","Je parle {{1::mari}}."
"I {{1::called}} him.","Je l'ai appelé."
"I called him.","Je l'ai {{1::appelé}}."
"I was {{1::good}}.","Je fus bonne."
"I was good.","Je {{1::fus}} bonne."
"I {{1::met}} him.","Je l'ai rencontré."
"I met him.","Je l'ai {{1::rencontré}}."
"I would like to eat.","Je {{1::voudrais}} manger."
"Just asking.","Je {{1::demandais}} juste."
"I'm a bad {{1::singer}}.","Je chante mal."
"I should {{1::head}} out.","Je devrais sortir."
"I'm {{1::living}} alone.","Je vis seul."
"I did {{1::surprise}} him.","Je l'ai surpris."
"I did surprise him.","Je l'ai {{1::surpris}}."
"I {{1::finished}} it.","Je l'ai terminé."
"I finished it.","Je l'ai {{1::terminé}}."
"I speak {{1::german}}.","Je parle allemand."
"I speak german.","Je parle {{1::allemand}}."
"This is my {{1::choice}}.","Je choisis ceci."
"I speak {{1::seriously}}.","Je parle sérieusement."
"I speak seriously.","Je parle {{1::sérieusement}}."
"You again?","{{1::encore}} vous ?"
"Do you know him?","Vous le {{1::connaissez}} ?"
"I speak {{1::german}}.","Je parle l'allemand."
"I speak german.","Je parle {{1::l'allemand}}."
"I {{1::broke}} it.","Je l'ai cassé."
"I broke it.","Je l'ai {{1::cassé}}."
"I have {{1::killed}} him.","Je l'ai tué."
"I have killed him.","Je l'ai {{1::tué}}."
"I {{1::killed}} him.","Je l'ai tué."
"I killed him.","Je l'ai {{1::tué}}."
